mtx,m,n,nnz,other,time,gflops
0352_lpi_vol1.mtx,320,464,1646,40.586000,0.010472,0.314362
0615_lpi_pilot4i.mtx,400,1123,5264,45.315000,0.012214,0.861962
2095_g7jac140.mtx,41488,41490,565956,40.736000,0.049454,22.888179
2458_c8_mat11_I.mtx,4560,5761,2462970,74.091000,0.065224,75.523427
1892_mark3jac100.mtx,45760,45769,285215,45.068000,0.035619,16.014767
1384_mbeaflw.mtx,496,496,49920,44.898000,0.014068,7.096958
2261_gyro.mtx,17360,17361,1021159,48.696000,0.043766,46.664488
1432_fxm3_6.mtx,6192,12625,57722,50.148000,0.012069,9.565333
2112_LeGresley_87936.mtx,87936,87936,593276,43.676000,0.057479,20.643226
2544_pdb1HYS.mtx,36416,36417,4344765,43.201000,0.074115,117.243878
0807_scagr7-2c.mtx,2432,3479,9005,47.607000,0.009785,1.840572
1426_rdist2.mtx,3184,3198,56934,42.319000,0.010795,10.548217
1121_rosen1.mtx,512,1544,23794,47.532000,0.014144,3.364536
1402_ex3.mtx,1808,1821,52685,44.495000,0.011299,9.325604
0342_abb313.mtx,304,176,1557,35.912000,0.009609,0.324071
1203_commanche_dual.mtx,7920,7920,31680,46.718000,0.009626,6.582173
0097_Maragal_1.mtx,32,14,234,44.609000,0.008167,0.057304
1126_lshp3466.mtx,3456,3466,23896,49.323000,0.010520,4.542966
0215_spaceStation_1.mtx,96,99,927,46.504000,0.009787,0.189435
0659_fpga_dcop_42.mtx,1216,1220,5892,49.313000,0.011235,1.048865
0553_fs_541_4.mtx,528,541,4285,45.891000,0.009368,0.914816
1377_bips07_1693.mtx,13264,13275,49044,55.480000,0.010799,9.083063
1861_benzene.mtx,8208,8219,242669,46.787000,0.027764,17.480838
0939_lutz30-23-b6.mtx,1712,3003,12012,47.116000,0.010491,2.289963
0052_Hamrle1.mtx,32,32,98,52.861000,0.008593,0.022809
0702_130bit.mtx,576,575,6120,46.132000,0.010582,1.156681
1117_spaceStation_13.mtx,1616,1617,23649,45.757000,0.010983,4.306474
0722_lshp1009.mtx,1008,1009,6865,47.931000,0.010592,1.296261
0228_lp_nug05.mtx,208,225,1050,49.468000,0.009915,0.211800
1264_lp_woodw.mtx,1088,8418,37487,43.824000,0.011881,6.310412
0616_lp_pilot4.mtx,400,1123,5264,39.489000,0.012697,0.829172
0431_lpi_reactor.mtx,304,808,2591,47.785000,0.011904,0.435316
0687_fpga_dcop_22.mtx,1216,1220,5892,45.218000,0.011411,1.032688
2416_TSOPF_FS_b39_c19.mtx,76208,76216,1977600,305.674000,0.053515,73.908250
1878_fxm4_6.mtx,22400,47185,265442,42.811000,0.027928,19.009023
0629_netscience.mtx,1584,1589,5484,46.323000,0.010016,1.095048
2350_neos.mtx,479104,515905,1526794,144.427000,0.129298,23.616668
2012_sd2010.mtx,88352,88360,410722,41.177000,0.051065,16.086243
2152_nemeth18.mtx,9504,9506,695234,52.369000,0.026913,51.665292
1739_hvdc1.mtx,24832,24842,159981,42.456000,0.027772,11.521028
1523_ex28.mtx,2592,2603,77781,50.437000,0.011730,13.261893
0144_impcol_c.mtx,128,137,411,52.585000,0.010039,0.081881
2696_af_3_k101.mtx,503616,503625,17550675,173.088000,0.291973,120.221219
2208_pds-70.mtx,114944,390005,833465,65.920000,0.125421,13.290677
0619_M40PI_n.mtx,2176,2182,5341,45.152000,0.008788,1.215521
0003_mycielskian2.mtx,0,2,2,48.874000,0.000304,0.013158
1165_3elt.mtx,4720,4720,27444,44.419000,0.010252,5.353882
1969_lp_ken_18.mtx,105120,154699,358171,53.960000,0.045667,15.686207
1963_poisson3Da.mtx,13504,13514,352762,49.164000,0.048825,14.450056
1984_lhr17.mtx,17568,17576,381975,45.860000,0.027953,27.329804
0771_bwm2000.mtx,2000,2000,7996,41.997000,0.008897,1.797460
1146_model8.mtx,2896,6464,25277,45.858000,0.012237,4.131241
2512_oilpan.mtx,73744,73752,3597188,46.494000,0.064931,110.800327
1728_nsir.mtx,4448,10057,154939,46.341000,0.027802,11.145889
2702_af_shell8.mtx,504848,504855,17588875,166.474000,0.290923,120.917734
1082_utm1700b.mtx,1696,1700,21509,46.965000,0.010457,4.113799
1674_bodyy5.mtx,18576,18589,129281,44.277000,0.011353,22.774773
1857_luxembourg_osm.mtx,114592,114599,239332,46.470000,0.032109,14.907471
1937_shallow_water1.mtx,81920,81920,327680,42.707000,0.028057,23.358164
0388_Trefethen_150.mtx,144,150,2040,45.968000,0.010433,0.391067
1950_ct2010.mtx,67568,67578,336352,43.295000,0.049087,13.704321
0277_can_187.mtx,176,187,1491,49.818000,0.009832,0.303295
0176_08blocks.mtx,288,300,592,44.699000,0.010808,0.109548
1228_bcsstk11.mtx,1472,1473,34241,44.243000,0.011594,5.906676
2365_2cubes_sphere.mtx,101488,101492,1647264,52.680000,0.127632,25.812712
1484_aug3d.mtx,24288,24300,69984,44.177000,0.011176,12.523980
0673_fpga_dcop_11.mtx,1216,1220,5892,46.069000,0.010837,1.087386
1553_c-44.mtx,10720,10728,85000,45.975000,0.012446,13.659007
2024_helm3d01.mtx,32224,32226,428444,40.773000,0.048052,17.832515
1107_barth4.mtx,6016,6019,23492,50.467000,0.009760,4.813934
0870_adder_dcop_66.mtx,1808,1813,11246,42.824000,0.009576,2.348789
2141_wv2010.mtx,135216,135218,662922,41.544000,0.087990,15.068121
2631_torso1.mtx,116144,116158,8516500,115.204000,0.118118,144.203254
1014_Erdos02.mtx,6912,6927,16944,41.065000,0.009532,3.555183
1229_bcsstk12.mtx,1472,1473,34241,44.034000,0.011735,5.835705
0080_can_24.mtx,16,24,160,35.969000,0.008666,0.036926
1822_ak2010.mtx,45280,45292,217098,43.741000,0.038690,11.222435
0894_adder_dcop_65.mtx,1808,1813,11246,43.362000,0.009524,2.361613
2317_SiO.mtx,33392,33401,1317655,43.455000,0.058713,44.884608
0031_GD98_a.mtx,32,38,50,45.411000,0.009086,0.011006
2007_c-57.mtx,37824,37833,405197,59.224000,0.030272,26.770415
0302_oscil_dcop_19.mtx,416,430,1544,48.959000,0.009993,0.309016
2005_rail582.mtx,576,56097,402290,83.846000,0.042729,18.829835
1639_CurlCurl_0.mtx,11072,11083,113343,46.168000,0.011917,19.022069
2703_af_shell6.mtx,504848,504855,17588875,155.139000,0.291696,120.597300
1621_nasa4704.mtx,4704,4704,104756,45.801000,0.011077,18.914146
0462_lpi_pang.mtx,352,741,2933,44.002000,0.011690,0.501796
0387_bibd_17_3.mtx,128,680,2040,43.791000,0.011875,0.343579
2439_pkustk05.mtx,37152,37164,2205144,43.741000,0.059418,74.224780
1322_rajat01.mtx,6832,6833,43250,51.380000,0.012072,7.165341
1398_mk11-b4.mtx,10384,17325,51975,43.624000,0.010866,9.566538
2542_gupta2.mtx,62064,62064,4248286,112.820000,0.132982,63.892647
2281_connectus.mtx,512,394792,1127525,447.027000,0.101100,22.305143
2395_GL7d14.mtx,171360,47271,1831183,69.879000,0.279688,13.094470
1167_bayer08.mtx,3008,3008,27576,47.112000,0.027733,1.988678
2648_atmosmodl.mtx,1489744,1489752,10319760,1841.888000,0.413657,49.895251
1992_nemeth04.mtx,9504,9506,394808,47.364000,0.012318,64.102614
0628_lp_scfxm2.mtx,656,1200,5469,45.193000,0.010977,0.996447
2611_bmw7st_1.mtx,141344,141347,7339667,52.344000,0.140816,104.244788
0852_init_adder1.mtx,1808,1813,11156,46.541000,0.009585,2.327804
2271_ibm_matrix_2.mtx,51440,51448,1056610,46.157000,0.042685,49.507321
0015_Tina_AskCal.mtx,0,11,29,47.975000,0.000292,0.198630
0627_n2c6-b3.mtx,1360,455,5460,42.836000,0.009651,1.131489
2733_rel9.mtx,9888048,274669,23667183,1158.811000,2.779119,17.032148
1731_e18.mtx,24608,38602,156466,45.769000,0.028444,11.001688
1791_SiNa.mtx,5728,5743,198787,48.815000,0.028053,14.172245
2101_ncvxqp7.mtx,87488,87500,574962,44.350000,0.047599,24.158575
2758_mycielskian16.mtx,49136,49151,33382480,1259.926000,0.826820,80.749087
1320_Kaufhold.mtx,8752,8765,42471,25.245000,0.010825,7.846836
1867_TSOPF_RS_b39_c7.mtx,14096,14098,252446,43.545000,0.018236,27.686554
0859_adder_dcop_10.mtx,1808,1813,11232,44.549000,0.009660,2.325466
2260_olafu.mtx,16144,16146,1015156,44.127000,0.032827,61.848844
1570_orani678.mtx,2528,2529,90158,45.176000,0.027855,6.473380
1551_biplane-9.mtx,21696,21701,84076,55.434000,0.011818,14.228465
0219_grid1.mtx,240,252,952,46.496000,0.010212,0.186447
0203_bcsstm19.mtx,816,817,817,45.546000,0.007712,0.211878
2196_Chevron2.mtx,90240,90249,803173,46.971000,0.046335,34.668091
1440_crack_dual.mtx,20128,20141,60086,46.283000,0.011657,10.308999
0883_adder_dcop_36.mtx,1808,1813,11246,42.257000,0.009789,2.297681
2242_transient.mtx,178864,178866,961790,304.803000,0.076627,25.103162
2206_nm2010.mtx,168608,168609,830970,56.969000,0.107834,15.412022
2752_rgg_n_2_21_s0.mtx,2097152,2097152,28975990,6747.857000,2.746516,21.100179
0062_bcspwr01.mtx,32,39,131,75.169000,0.012860,0.020373
0445_lp_e226.mtx,208,472,2768,70.084000,0.012595,0.439539
1529_TF15.mtx,6320,7742,80057,47.551000,0.017376,9.214664
1598_fe_sphere.mtx,16384,16386,98304,55.790000,0.012873,15.272897
1096_ex33.mtx,1728,1733,22189,42.654000,0.010824,4.099963
1841_ex35.mtx,19712,19716,228208,45.409000,0.015740,28.997205
1605_LF10000.mtx,19984,19998,99982,47.485000,0.010793,18.527194
0384_mesh2em5.mtx,304,306,2018,49.357000,0.011627,0.347123
0220_n4c6-b15.mtx,48,920,960,50.409000,0.010831,0.177269
2110_pds-50.mtx,83056,275814,590833,54.692000,0.091348,12.935872
1647_bcsstk15.mtx,3936,3948,117816,44.413000,0.011840,19.901351
0475_cage7.mtx,336,340,3084,62.353000,0.010635,0.579972
1079_lp_cycle.mtx,1888,3371,21234,56.556000,0.012062,3.520809
1557_fv3.mtx,9792,9801,87025,51.832000,0.010979,15.852992
0041_wheel_3_1.mtx,16,25,74,93.847000,0.008495,0.017422
2474_windtunnel_evap3d.mtx,40816,40816,2730600,44.436000,0.097817,55.830786
2710_GL7d21.mtx,822912,1437547,18174775,1328.812000,3.257834,11.157582
2683_pkustk14.mtx,151920,151926,14836504,85.648000,0.339954,87.285362
2725_gsm_106857.mtx,589440,589446,21758924,490.248000,1.510851,28.803534
2106_bas1lp.mtx,5408,9825,587775,55.194000,0.032797,35.843217
0347_bcspwr05.mtx,432,443,1623,49.079000,0.009379,0.346092
2642_pattern1.mtx,19232,19242,9323432,178.014000,0.252212,73.933294
0940_rdb2048.mtx,2048,2048,12032,44.539000,0.009701,2.480569
2534_cant.mtx,62448,62451,4007383,41.772000,0.083611,95.857794
0102_Sandi_authors.mtx,80,86,248,44.770000,0.008755,0.056653
0434_Erdos971.mtx,464,472,2628,50.594000,0.008579,0.612659
1526_cegb3024.mtx,3024,3024,79848,52.567000,0.011736,13.607362
0060_wheel_4_1.mtx,32,41,122,43.416000,0.009256,0.026361
1664_hi2010.mtx,25008,25016,124126,49.677000,0.028751,8.634552
2576_para-4.mtx,153216,153226,5326228,109.581000,0.276387,38.541813
1338_bips98_1450.mtx,11296,11305,44678,44.935000,0.010404,8.588620
0392_west0381.mtx,368,381,2157,47.430000,0.012089,0.356853
1751_f855_mat9.mtx,2448,2511,171214,44.398000,0.017251,19.849748
2832_HV15R.mtx,2017168,2017169,283073458,5153.048000,4.595769,123.188723
0011_cage3.mtx,0,5,19,43.254000,0.000293,0.129693
2140_c-70.mtx,68912,68924,658986,40.845000,0.047781,27.583600
1145_shermanACa.mtx,3424,3432,25220,44.595000,0.012338,4.088183
0689_fpga_dcop_30.mtx,1216,1220,5892,54.284000,0.010786,1.092527
1503_poli4.mtx,33824,33833,73249,46.522000,0.027961,5.239369
2666_Hardesty1.mtx,938896,938905,12143314,377.126000,0.369372,65.751134
1547_G63.mtx,6992,7000,82918,44.147000,0.028091,5.903528
0095_GD02_b.mtx,80,80,232,42.121000,0.008764,0.052944
0822_pores_2.mtx,1216,1224,9613,44.575000,0.009686,1.984927
0813_G17.mtx,800,800,9334,51.451000,0.011460,1.628970
0559_ex1.mtx,208,216,4352,48.049000,0.011169,0.779300
0819_G14.mtx,800,800,9388,47.792000,0.011744,1.598774
2213_ss1.mtx,205280,205282,845089,53.494000,0.065469,25.816463
0064_p0040.mtx,16,63,133,43.913000,0.009720,0.027366
1658_scagr7-2r.mtx,32832,46679,120141,42.397000,0.023228,10.344498
2686_Si41Ge41H72.mtx,185632,185639,15011265,120.344000,0.449466,66.795998
0514_stufe.mtx,1024,1036,3736,51.183000,0.009294,0.803960
0936_G48.mtx,2992,3000,12000,42.147000,0.009139,2.626108
0665_fpga_dcop_24.mtx,1216,1220,5892,47.300000,0.010969,1.074300
1124_n4c6-b3.mtx,5968,1330,23880,43.634000,0.009749,4.898964
2421_cage12.mtx,130224,130228,2032536,58.042000,0.103026,39.456758
0548_USAir97.mtx,320,332,4252,44.083000,0.011654,0.729707
2446_vanbody.mtx,47072,47072,2336898,49.898000,0.062133,75.222442
0931_photogrammetry.mtx,1376,390,11816,44.614000,0.010379,2.276905
0857_adder_dcop_06.mtx,1808,1813,11224,37.393000,0.009452,2.374947
2219_sme3Da.mtx,12496,12504,874887,53.563000,0.075531,23.166303
0896_adder_dcop_28.mtx,1808,1813,11246,52.673000,0.009861,2.280905
0885_adder_dcop_42.mtx,1808,1813,11246,45.397000,0.009630,2.335618
0223_SmallW.mtx,384,396,994,42.989000,0.011992,0.165777
0175_impcol_a.mtx,192,207,572,45.729000,0.009875,0.115848
2413_trdheim.mtx,22096,22098,1935324,41.100000,0.041007,94.389933
0765_orbitRaising_4.mtx,912,915,7790,47.931000,0.010334,1.507645
0973_n4c6-b14.mtx,912,6300,13800,47.076000,0.010698,2.579921
0974_cis-n4c6-b14.mtx,912,6300,13800,49.427000,0.010745,2.568637
1714_p2p-Gnutella31.mtx,62576,62586,147892,48.472000,0.037521,7.883159
1305_freeFlyingRobot_11.mtx,5424,5438,40054,48.879000,0.011241,7.126412
2054_nemeth14.mtx,9504,9506,496144,48.173000,0.012483,79.491148
2332_bcsstk35.mtx,30224,30237,1450163,43.856000,0.039657,73.135285
0057_football.mtx,32,35,118,44.094000,0.009064,0.026037
0181_TF10.mtx,96,107,622,44.774000,0.009855,0.126230
1648_graphics.mtx,29488,11822,117954,43.771000,0.013428,17.568365
0928_watt_2.mtx,1856,1856,11550,44.526000,0.010700,2.158879
1988_garon2.mtx,13520,13535,390607,43.500000,0.028858,27.070968
2331_vfem.mtx,93472,93476,1434636,45.746000,0.074741,38.389532
0245_ww_36_pmec_36.mtx,64,66,1194,48.978000,0.010047,0.237683
0515_sherman1.mtx,992,1000,3750,43.400000,0.008768,0.855383
1700_stokes64.mtx,12544,12546,140034,46.153000,0.011320,24.740989
2481_TSOPF_RS_b300_c2.mtx,28336,28338,2943887,50.819000,0.051452,114.432364
1326_c-29.mtx,5024,5033,43731,47.887000,0.012629,6.925489
2448_fl2010.mtx,484480,484481,2346294,158.346000,0.282061,16.636784
1237_cell2.mtx,7040,7055,34855,48.811000,0.009620,7.246362
2554_tx2010.mtx,914224,914231,4456272,450.197000,0.498230,17.888413
2428_bcsstk39.mtx,46768,46772,2089294,49.467000,0.048708,85.788536
1291_freeFlyingRobot_9.mtx,4768,4778,39964,45.464000,0.010965,7.289375
2706_af_shell2.mtx,504848,504855,17588875,156.959000,0.293475,119.866258
0530_n4c6-b2.mtx,1328,210,3990,42.931000,0.009624,0.829177
0489_lp_standata.mtx,352,1274,3230,47.402000,0.011827,0.546208
2784_af_shell10.mtx,1508064,1508065,52672325,1696.913000,0.865185,121.759681
1453_gen1.mtx,768,2561,63086,47.842000,0.012780,9.872613
0581_cdde3.mtx,960,961,4681,46.206000,0.009210,1.016504
1477_mhd3200a.mtx,3200,3200,68026,43.999000,0.011683,11.645297
1794_mod2.mtx,34768,66409,199810,43.357000,0.027987,14.278772
1152_bibd_13_6.mtx,64,1716,25740,46.055000,0.012947,3.976211
0823_rajat04.mtx,1040,1041,9642,42.736000,0.012987,1.484869
0183_GD01_Acap.mtx,944,953,645,44.880000,0.007697,0.167598
1100_pgp2.mtx,4032,13254,22474,43.606000,0.010356,4.340286
2314_Raj1.mtx,263728,263743,1302464,101.250000,0.092890,28.043148
0255_n3c5-b4.mtx,240,210,1260,45.919000,0.010154,0.248178
0719_EVA.mtx,8496,8497,6726,42.291000,0.011674,1.152304
0182_bcsstk03.mtx,112,112,640,47.675000,0.009073,0.141078
2724_hugetric-00020.mtx,7122784,7122792,21361554,98032.399000,2.723564,15.686471
1887_chipcool1.mtx,20080,20082,281150,40.251000,0.036545,15.386510
2634_TSOPF_RS_b678_c2.mtx,35696,35696,8781949,60.701000,0.111515,157.502560
0355_494_bus.mtx,480,494,1666,45.032000,0.009823,0.339204
1863_lp_cre_d.mtx,8912,73948,246614,51.519000,0.027901,17.677789
0112_will57.mtx,48,57,281,39.609000,0.009079,0.061901
0110_dwt_59.mtx,48,59,267,44.343000,0.009401,0.056802
2423_water_tank.mtx,60736,60740,2035281,41.136000,0.069746,58.362659
0147_n4c6-b1.mtx,208,21,420,47.348000,0.008579,0.097914
0587_bp_1200.mtx,816,822,4726,43.733000,0.011000,0.859273
1845_fome20.mtx,33872,108175,232647,38.142000,0.046428,10.021840
2527_roadNet-TX.mtx,1393376,1393383,3843320,1249.040000,0.361846,21.242849
0243_lp_share1b.mtx,112,253,1179,44.237000,0.010614,0.222159
0306_oscil_dcop_20.mtx,416,430,1544,48.343000,0.010011,0.308461
2199_TSOPF_RS_b162_c4.mtx,20368,20374,812749,39.621000,0.030031,54.127335
2633_TSOPF_FS_b300_c2.mtx,56800,56814,8767466,541.245000,0.120005,146.118345
1363_mk11-b4b.mtx,9440,17325,47250,43.027000,0.010201,9.263798
2123_rajat25.mtx,87184,87190,607235,97.336000,0.052130,23.296950
1339_ge.mtx,10096,16369,44825,119.277000,0.012453,7.199068
1951_Kuu.mtx,7088,7102,340200,97.034000,0.012675,53.680473
0777_rosen7.mtx,256,776,8034,85.439000,0.013018,1.234291
0995_robot24c1_mat5.mtx,400,302,15118,138.043000,0.017632,1.714837
2245_nemeth20.mtx,9504,9506,971870,116.734000,0.042135,46.131245
0360_lp_scagr25.mtx,464,671,1725,95.560000,0.019261,0.179118
1987_nmos3.mtx,18576,18588,386594,102.946000,0.044251,17.472780
2454_net4-1.mtx,88336,88343,2441727,284.210000,0.125690,38.853163
0004_Trec4.mtx,0,3,3,124.022000,0.000540,0.011111
1675_rajat10.mtx,30192,30202,130303,112.727000,0.037389,6.970125
1375_mimo8x8_system.mtx,13296,13309,48872,133.560000,0.019648,4.974756
0096_cage5.mtx,32,37,233,104.767000,0.017920,0.026004
1333_lp_pilot.mtx,1440,4860,44375,114.265000,0.020734,4.280409
2591_com-Youtube.mtx,1134880,1134890,5975248,6423.896000,0.834557,14.319568
2001_mark3jac140sc.mtx,64080,64089,399735,84.375000,0.051118,15.639696
0647_fpga_dcop_26.mtx,1216,1220,5892,128.223000,0.017533,0.672104
1204_p2p-Gnutella05.mtx,8832,8846,31839,114.563000,0.019290,3.301089
1050_p6000.mtx,2080,7967,19826,152.915000,0.020642,1.920938
0776_GD06_Java.mtx,1536,1538,8032,111.730000,0.016382,0.980588
0369_tumorAntiAngiogenesis_1.mtx,192,205,1783,110.718000,0.013632,0.261590
1556_kineticBatchReactor_9.mtx,8112,8115,86183,117.871000,0.020442,8.431954
1261_t2dal_bci.mtx,4256,4257,37465,95.491000,0.016957,4.418824
1256_162bit.mtx,3600,3597,37118,90.568000,0.017083,4.345607
2586_roadNet-CA.mtx,1971280,1971281,5533214,7000.646000,0.506948,21.829513
0346_oscil_trans_01.mtx,416,430,1614,47.301000,0.009936,0.324879
1672_aug3dcqp.mtx,35536,35543,128115,83.973000,0.024556,10.434517
2375_venkat50.mtx,62416,62424,1717792,45.084000,0.064589,53.191472
2388_n4c6-b8.mtx,198880,163215,1790055,51.049000,0.090947,39.364795
0575_bp_1000.mtx,816,822,4661,47.570000,0.011099,0.839895
1240_ch7-8-b2.mtx,11760,1176,35280,36.805000,0.009562,7.379209
0907_adder_dcop_02.mtx,1808,1813,11246,43.033000,0.009645,2.331985
1172_bayer05.mtx,3264,3268,27836,44.795000,0.027464,2.027090
2811_cage15.mtx,5154848,5154859,99199551,50660.695000,4.469165,44.392879
1036_mk10-b3.mtx,4720,3150,18900,144.980000,0.016093,2.348847
1732_lhr07c.mtx,7328,7337,156508,99.973000,0.038541,8.121637
1219_cavity05.mtx,1168,1182,32747,107.790000,0.017449,3.753453
0856_rajat02.mtx,1952,1960,11187,99.247000,0.021719,1.030158
2654_hood.mtx,220528,220542,10768436,276.890000,0.249320,86.382448
0825_lp_sctap3.mtx,1472,3340,9734,155.493000,0.019586,0.993975
2624_rail2586.mtx,2576,923269,8011362,10271.135000,0.601233,26.649775
2595_Ga10As10H30.mtx,113072,113081,6115633,307.269000,0.223705,54.675872
0527_lshp_577.mtx,576,577,3889,98.669000,0.017054,0.456081
0525_lp_standmps.mtx,464,1274,3878,115.888000,0.016701,0.464403
0191_lp_recipe.mtx,80,204,687,106.672000,0.020564,0.066816
1170_lp_truss.mtx,992,8806,27836,135.016000,0.025062,2.221371
0353_lpi_qual.mtx,320,464,1646,97.164000,0.018145,0.181427
0750_dwt_918.mtx,912,918,7384,121.060000,0.016085,0.918122
0827_S80PI_n1.mtx,4016,4028,9927,107.833000,0.014077,1.410386
2369_ns3Da.mtx,20400,20414,1679599,293.080000,0.176904,18.988819
0196_lpi_klein1.mtx,48,108,750,127.462000,0.019541,0.076762
1720_pds10.mtx,16544,16558,149658,100.789000,0.040077,7.468523
2143_Zd_Jac2_db.mtx,22832,22835,676439,104.634000,0.048209,28.062768
1495_ex18.mtx,5760,5773,71805,116.036000,0.021981,6.533370
0048_Stranke94.mtx,0,10,90,84.032000,0.000427,0.421546
2771_RM07R.mtx,381680,381689,37464962,770.620000,0.810583,92.439545
2712_Freescale1.mtx,3428752,3428755,18920347,48605.123000,1.049412,36.058949
1435_meg1.mtx,2896,2904,58142,112.776000,0.025645,4.534373
0045_LF10.mtx,16,18,82,87.308000,0.020911,0.007843
1346_Franz6.mtx,7568,3016,45456,118.040000,0.015399,5.903760
0881_adder_dcop_20.mtx,1808,1813,11246,132.974000,0.016720,1.345215
0094_GD96_d.mtx,176,180,229,135.156000,0.015174,0.030183
0276_bcsstm11.mtx,1472,1473,1473,97.820000,0.015001,0.196387
2736_NLR.mtx,4163760,4163763,24975952,73129.195000,3.083871,16.197793
0218_cat_ears_4_1.mtx,368,313,938,106.298000,0.020069,0.093478
0483_cz308.mtx,304,308,3182,86.902000,0.019706,0.322947
1569_model5.mtx,1888,11802,89925,119.889000,0.033700,5.336795
0850_adder_dcop_04.mtx,1808,1813,11107,102.006000,0.017248,1.287917
1756_bratu3d.mtx,27792,27792,173796,97.729000,0.037910,9.168874
2286_denormal.mtx,89392,89400,1156224,149.820000,0.065706,35.193864
0617_lshp_778.mtx,768,778,5272,111.572000,0.015307,0.688835
1323_freeFlyingRobot_14.mtx,5952,5958,43298,123.352000,0.016199,5.345762
2690_great-britain_osm.mtx,7733808,7733822,16313034,264220.900000,1.456850,22.394940
0490_bibd_81_2.mtx,3232,3240,3240,174.947000,0.019215,0.337237
2146_bibd_17_8.mtx,128,24310,680680,336.172000,0.047341,28.756469
0915_adder_dcop_40.mtx,1808,1813,11246,108.208000,0.012044,1.867486
0024_farm.mtx,0,17,41,105.881000,0.001313,0.062452
1294_G30.mtx,2000,2000,39980,79.786000,0.014884,5.372212
2183_trans4.mtx,116832,116835,766396,1046.707000,0.066814,22.941180
0428_S20PI_n1.mtx,1024,1028,2547,101.609000,0.019382,0.262821
1445_air02.mtx,48,6774,61555,116.548000,0.021680,5.678506
0184_GD01_a.mtx,304,311,645,123.569000,0.019118,0.067476
2524_barrier2-4.mtx,113072,113076,3805068,376.495000,0.231579,32.861943
1413_p2p-Gnutella25.mtx,22672,22687,54705,95.192000,0.025856,4.231513
1522_c-38.mtx,8112,8127,77689,202.785000,0.023263,6.679190
2615_web-BerkStan.mtx,685216,685230,7600595,1406.677000,0.332781,45.679261
0967_lp_pilotnov.mtx,960,2446,13331,105.192000,0.022784,1.170207
0546_b2_ss.mtx,1088,1089,4228,177.870000,0.015414,0.548592
1089_bcsstm13.mtx,2000,2003,21943,137.042000,0.023338,1.880452
2671_BenElechi1.mtx,245872,245874,13150496,307.267000,0.191944,137.024299
2461_power9.mtx,155376,155376,2512300,209.462000,0.112154,44.800899
2170_n4c6-b6.mtx,104112,51813,728805,116.963000,0.059625,24.446289
1394_cq5.mtx,5040,11748,51571,136.587000,0.018018,5.724387
1843_lhr10c.mtx,10672,10672,232633,131.059000,0.041076,11.326955
2306_al2010.mtx,252256,252266,1230482,247.916000,0.177354,13.875999
0590_lp_agg2.mtx,512,758,4740,109.287000,0.019068,0.497168
0426_can_292.mtx,288,292,2540,103.283000,0.017456,0.291017
0903_adder_dcop_27.mtx,1808,1813,11246,131.414000,0.015112,1.488354
1735_g7jac050sc.mtx,14752,14760,157990,80.047000,0.034737,9.096353
1382_c-25.mtx,3792,3797,49635,103.199000,0.040962,2.423466
1156_barth.mtx,6688,6691,26439,107.746000,0.022805,2.318702
1284_seymourl.mtx,4944,6316,38493,102.456000,0.019408,3.966715
1796_flower_7_4.mtx,27680,67593,202218,109.439000,0.040445,9.999654
1711_shermanACb.mtx,18496,18510,145149,126.923000,0.038447,7.550602
0281_GL7d11.mtx,1008,60,1513,81.661000,0.019076,0.158629
2232_pds-80.mtx,129168,434580,927826,288.770000,0.153187,12.113639
1603_rajat27.mtx,20640,20640,99777,133.195000,0.028541,6.991836
0864_adder_dcop_13.mtx,1808,1813,11245,134.680000,0.020759,1.083386
2768_PFlow_742.mtx,742784,742793,37138461,1841.369000,0.840017,88.423118
0760_D_10.mtx,448,816,7614,110.652000,0.019276,0.789998
1666_aft01.mtx,8192,8205,125567,113.770000,0.022355,11.233907
0194_rotor1.mtx,96,100,708,84.480000,0.017865,0.079261
0113_GD95_c.mtx,48,62,287,85.380000,0.018683,0.030723
1205_n2c6-b7.mtx,3984,5715,31920,105.671000,0.022555,2.830415
1611_Kemelmacher.mtx,28448,9693,100875,138.180000,0.024953,8.085200
0670_fpga_dcop_38.mtx,1216,1220,5892,160.526000,0.016474,0.715309
2495_3dtube.mtx,45328,45330,3213618,141.282000,0.084662,75.916421
0077_karate.mtx,32,34,156,100.435000,0.016349,0.019084
2288_viscorocks.mtx,37760,37762,1162244,121.552000,0.045901,50.641337
0315_oscil_dcop_37.mtx,416,430,1544,153.787000,0.018921,0.163205
1960_cvxbqp1.mtx,50000,50000,349968,121.967000,0.039361,17.782475
0038_Ragusa18.mtx,16,23,64,109.803000,0.016976,0.007540
2567_ecology1.mtx,1000000,1000000,4996000,2772.591000,0.258081,38.716527
2018_ch7-9-b3.mtx,105840,17640,423360,143.761000,0.045757,18.504710
0280_mycielskian7.mtx,80,95,1510,112.183000,0.016852,0.179207
0249_ash608.mtx,608,188,1216,102.621000,0.018796,0.129389
1076_lpi_ceria3d.mtx,3568,4400,21178,178.169000,0.024140,1.754598
1212_Goodwin_010.mtx,1168,1182,32282,120.717000,0.017797,3.627802
0141_ch5-5-b1.mtx,192,25,400,99.347000,0.013495,0.059281
2269_nemsemm1.mtx,3936,75352,1053986,127.286000,0.052540,40.121279
0229_lp_vtp_base.mtx,192,346,1051,91.159000,0.014878,0.141282
2258_pds-90.mtx,142816,475448,1014136,286.597000,0.167025,12.143523
0809_jagmesh9.mtx,1344,1349,9101,129.199000,0.015349,1.185875
