mtx,m,n,nnz,other,time,gflops
1742_ulevimin.mtx,6576,46937,164538,34.678000,0.028569,11.518639
1620_r05.mtx,5184,9690,104145,5.477000,0.010808,19.271836
1806_route.mtx,20880,43019,206782,48.787000,0.029899,13.832035
1528_aug2dc.mtx,30192,30200,80000,2.148000,0.010788,14.831294
2715_wikipedia-20051105.mtx,1634976,1634989,19753078,3611.709000,3.048341,12.959887
0307_oscil_dcop_26.mtx,416,430,1544,23.381000,0.010205,0.302597
1921_crystk01.mtx,4864,4875,315891,1.572000,0.013020,48.523963
1090_ch7-7-b2.mtx,7344,882,22050,1.245000,0.009452,4.665679
0241_lp_lotfi.mtx,144,366,1136,20.965000,0.011570,0.196370
0263_n4c5-b10.mtx,112,630,1320,0.541000,0.010984,0.240350
0409_bcsstk05.mtx,144,153,2423,0.523000,0.011942,0.405795
2357_pkustk09.mtx,33952,33960,1583640,5.240000,0.047264,67.012525
0961_Pd.mtx,8080,8081,13036,1.011000,0.008896,2.930755
1773_wiki-RfA.mtx,11376,11380,188077,4.391000,0.040059,9.390000
0207_n3c5-b3.mtx,208,120,840,0.517000,0.009815,0.171167
1250_dynamicSoaringProblem_4.mtx,3184,3191,36516,2.566000,0.011392,6.410815
2313_in2010.mtx,267056,267071,1281716,54.057000,0.144588,17.729217
0614_freeFlyingRobot_1.mtx,784,798,5246,1.027000,0.011359,0.923673
0336_oscil_dcop_07.mtx,416,430,1544,23.027000,0.010077,0.306440
0047_GD02_a.mtx,16,23,87,0.487000,0.008715,0.019966
2373_ny2010.mtx,350160,350169,1709544,74.405000,0.189572,18.035828
1399_l30.mtx,2688,16281,52070,38.073000,0.012828,8.118179
1690_cavity25.mtx,4560,4562,138187,1.291000,0.012214,22.627640
2689_TSOPF_RS_b2383_c1.mtx,38112,38120,16171169,53.152000,0.179403,180.277576
1243_lp_dfl001.mtx,6064,12230,35632,1.248000,0.012175,5.853306
1131_bcsstm34.mtx,576,588,24270,26.316000,0.011226,4.323891
0150_lp_adlittle.mtx,48,138,424,0.516000,0.009830,0.086267
0786_lp_ken_07.mtx,2416,3602,8404,0.734000,0.009661,1.739778
2756_coPapersCiteseer.mtx,434096,434102,32073440,248.725000,0.787305,81.476531
1981_c-56.mtx,35904,35910,380900,6.973000,0.032285,23.596097
2526_laminar_duct3D.mtx,67168,67173,3833077,26.809000,0.087200,87.914610
2056_std1_Jac2_db.mtx,21968,21982,498771,27.678000,0.030454,32.755697
0966_radfr1.mtx,1040,1048,13299,17.368000,0.011118,2.392337
0356_GD96_a.mtx,1088,1096,1677,0.558000,0.007572,0.442948
1705_ted_B.mtx,10592,10605,144579,1.603000,0.011969,24.158911
1188_data.mtx,2848,2851,30186,1.023000,0.010900,5.538716
2616_radiation.mtx,223104,223104,7637688,165.642000,0.782908,19.511074
2270_watson_1.mtx,201152,386992,1055093,47.096000,0.080203,26.310562
1880_enron.mtx,69232,69244,276143,10.815000,0.043413,12.721673
1033_eris1176.mtx,1168,1176,18552,23.944000,0.012928,2.870050
0467_dwt_361.mtx,352,361,2953,0.543000,0.010786,0.547562
0606_dwt_592.mtx,592,592,5104,31.773000,0.009903,1.030799
0043_jgl011.mtx,0,11,76,0.460000,0.000289,0.525952
2308_std1_Jac2.mtx,21968,21982,1248731,7.527000,0.053156,46.983633
0651_fpga_dcop_46.mtx,1216,1220,5892,2.696000,0.010831,1.087988
2117_3D_28984_Tetra.mtx,28976,28984,599170,19.804000,0.030933,38.739857
1574_hangGlider_3.mtx,10256,10260,92703,3.301000,0.011373,16.302295
2580_para-7.mtx,155920,155924,5416358,65.987000,0.281670,38.458892
1241_reorientation_5.mtx,2896,2904,35590,25.659000,0.011014,6.462684
2730_AS365.mtx,3799264,3799275,22736152,24512.453000,2.819936,16.125296
1034_lhr01.mtx,1472,1477,18592,1.022000,0.011695,3.179478
0256_arc130.mtx,128,130,1282,21.933000,0.011362,0.225664
2239_ASIC_100k.mtx,99328,99340,954163,180.278000,0.065951,28.935513
1972_RFdevice.mtx,74096,74104,365580,6.187000,0.035664,20.501346
0579_cdde1.mtx,960,961,4681,0.521000,0.009139,1.024401
1748_mark3jac060.mtx,27440,27449,170695,2.816000,0.028732,11.881874
2698_af_1_k101.mtx,503616,503625,17550675,146.214000,0.296472,118.396847
1374_zeros_nopss_13k.mtx,13296,13296,48827,48.219000,0.010508,9.293300
0902_adder_dcop_24.mtx,1808,1813,11246,25.075000,0.009636,2.334164
0420_dw256B.mtx,512,512,2500,1.049000,0.010569,0.473082
2211_ms2010.mtx,171776,171778,839980,24.281000,0.102048,16.462449
0932_G51.mtx,992,1000,11818,17.482000,0.011001,2.148532
1262_t2dal.mtx,4256,4257,37465,24.958000,0.010404,7.202038
0178_ch5-5-b4.mtx,112,600,600,0.494000,0.010030,0.119641
0582_cdde6.mtx,960,961,4681,0.528000,0.009529,0.982475
1463_p2p-Gnutella24.mtx,26512,26518,65369,2.074000,0.026872,4.865213
0273_gre_343.mtx,336,343,1435,0.510000,0.010602,0.270704
0858_adder_dcop_07.mtx,1808,1813,11226,1.064000,0.009828,2.284493
0946_cryg2500.mtx,2496,2500,12349,0.602000,0.009949,2.482461
0574_l9.mtx,240,1483,4659,0.575000,0.012813,0.727230
0330_oscil_dcop_51.mtx,416,430,1544,0.667000,0.010229,0.301887
0837_dwt_1242.mtx,1232,1242,10426,25.381000,0.010480,1.989695
1206_G65.mtx,8000,8000,32000,1.373000,0.009685,6.608157
0842_lp_25fv47.mtx,816,1876,10705,1.733000,0.012575,1.702584
2376_venkat25.mtx,62416,62424,1717792,7.757000,0.063922,53.746504
1956_mark3jac120.mtx,54928,54929,342475,5.151000,0.038575,17.756319
1424_bayer03.mtx,6736,6747,56196,1.216000,0.010862,10.347266
0540_young2c.mtx,832,841,4089,0.524000,0.009389,0.871019
0591_lp_agg3.mtx,512,758,4756,0.932000,0.012426,0.765492
0800_tols4000.mtx,4000,4000,8784,1.137000,0.010654,1.648958
1433_whitaker3.mtx,9792,9800,57978,1.383000,0.011087,10.458735
2052_stat96v4.mtx,3168,63076,491336,58.068000,0.036026,27.276745
1662_sc205-2r.mtx,35200,62423,123239,29.123000,0.015920,15.482286
2691_cit-Patents.mtx,3774768,3774768,16518948,24326.536000,3.189146,10.359481
2165_pds-60.mtx,99424,336421,719557,27.723000,0.110521,13.021181
2321_hvdc2.mtx,189856,189860,1347273,24.871000,0.073901,36.461563
0044_Ragusa16.mtx,16,24,81,0.480000,0.008570,0.018903
2503_amazon0505.mtx,410224,410236,3356824,111.678000,0.360017,18.648142
1895_g7jac080sc.mtx,23664,23670,293976,4.902000,0.034849,16.871417
1816_ch7-7-b5.mtx,35280,52920,211680,3.527000,0.028806,14.696938
2485_cfd2.mtx,123440,123440,3087898,14.309000,0.094737,65.188849
2708_af_shell4.mtx,504848,504855,17588875,110.464000,0.294275,119.540396
2476_ins2.mtx,309408,309412,2751484,8453.493000,0.130695,42.105421
2386_karted.mtx,46496,133115,1770349,40.282000,0.099637,35.535976
0408_poisson2D.mtx,352,367,2417,32.212000,0.009476,0.510131
1677_cat_ears_4_4.mtx,19008,44448,132888,2.925000,0.028625,9.284751
0341_oscil_dcop_41.mtx,416,430,1544,27.145000,0.010125,0.304988
2780_ldoor.mtx,952192,952203,46522475,415.530000,0.934580,99.558037
2026_FEM_3D_thermal1.mtx,17872,17880,430740,3.142000,0.028747,29.967649
1099_df2177.mtx,624,10358,22336,26.579000,0.010843,4.119893
2473_filter3D.mtx,106432,106437,2707179,33.862000,0.175024,30.934946
2583_para-10.mtx,155920,155924,5416358,70.812000,0.277563,39.027954
2299_boyd1.mtx,93264,93279,1211231,348.446000,0.044940,53.904361
2603_pkustk13.mtx,94880,94893,6616827,34.702000,0.192756,68.654952
1546_G64.mtx,6992,7000,82918,3.038000,0.028678,5.782691
1334_mycielskian10.mtx,752,767,44392,1.722000,0.012014,7.390045
2639_bibd_22_8.mtx,224,319770,8953560,4251.003000,0.273465,65.482310
0065_GD01_c.mtx,32,33,135,0.455000,0.008855,0.030491
0577_cdde5.mtx,960,961,4681,0.551000,0.009237,1.013533
2717_bundle_adj.mtx,513344,513351,20208051,1138.942000,0.329384,122.702080
0166_lp_blend.mtx,64,114,522,0.492000,0.010234,0.102013
1909_OPF_6000.mtx,29888,29902,302418,3.714000,0.028754,21.034847
1037_spaceStation_8.mtx,1152,1157,18945,1.066000,0.010418,3.636974
2740_GL7d17.mtx,1548640,955128,25978098,929.971000,4.501544,11.541861
1307_Franz7.mtx,10160,1740,40424,1.273000,0.009814,8.238027
1757_nasa2910.mtx,2896,2910,174296,1.553000,0.012987,26.841611
0479_utm300.mtx,288,300,3155,0.547000,0.011478,0.549747
1135_airfoil1.mtx,4240,4253,24578,1.133000,0.010754,4.570950
1476_ex37.mtx,3552,3565,67591,4.353000,0.011776,11.479450
2327_lp_osa_60.mtx,10272,243246,1408073,1302.375000,0.084706,33.246122
1612_ford1.mtx,18720,18728,101576,42.193000,0.013564,14.977293
1467_c-36.mtx,7472,7479,65941,12.601000,0.012879,10.240081
0713_bcspwr09.mtx,1712,1723,6511,20.887000,0.009237,1.409765
0136_flower_4_1.mtx,112,129,386,0.508000,0.009155,0.084326
2463_pkustk06.mtx,43152,43164,2571768,8.512000,0.067796,75.867839
1979_vsp_model1_crew1_cr42_south31.mtx,45088,45101,379952,32.844000,0.046041,16.504941
1903_us04.mtx,160,28016,297538,34.199000,0.032735,18.178586
0570_tumorAntiAngiogenesis_7.mtx,464,475,4597,0.969000,0.011671,0.787765
0079_lp_sc50a.mtx,48,78,160,0.492000,0.008800,0.036364
0669_fpga_dcop_35.mtx,1216,1220,5892,7.332000,0.010847,1.086383
2009_mycielskian12.mtx,3056,3071,407200,5.802000,0.028499,28.576441
2228_fe_tooth.mtx,78128,78136,905182,11.706000,0.062161,29.123791
0344_TF11.mtx,208,236,1607,0.571000,0.010592,0.303437
0232_fs_183_4.mtx,176,183,1069,0.507000,0.011780,0.181494
1104_mhd1280b.mtx,1280,1280,22778,1.408000,0.010144,4.490931
1466_c-30.mtx,5312,5321,65693,3.670000,0.020723,6.340105
0391_Trec9.mtx,32,201,2147,0.534000,0.012048,0.356408
1497_FA.mtx,10608,10617,72176,1.636000,0.028625,5.042865
2537_iChem_Jacobian.mtx,274080,274087,4137369,63.703000,0.176553,46.868295
0620_S40PI_n.mtx,2176,2182,5341,26.022000,0.008785,1.215936
0458_orbitRaising_1.mtx,432,442,2906,25.436000,0.010404,0.558631
1704_pltexpa.mtx,26880,70364,143059,2.976000,0.028658,9.983879
1028_spaceStation_7.mtx,1120,1134,18252,44.035000,0.011030,3.309519
0552_fs_541_2.mtx,528,541,4285,1.029000,0.009389,0.912770
0589_illc1033.mtx,1024,320,4732,1.060000,0.009751,0.970567
2212_soc-sign-epinions.mtx,131824,131828,841372,64.351000,0.129521,12.992055
1068_bcsstm35.mtx,30224,30237,20619,1.650000,0.009139,4.512310
0056_p0033.mtx,0,48,113,0.582000,0.000292,0.773973
1298_G26.mtx,2000,2000,39980,1.176000,0.009756,8.195982
1864_deltaX.mtx,68592,21961,247424,10.974000,0.033869,14.610647
2442_web-Stanford.mtx,281888,281903,2312497,97.985000,0.367834,12.573590
0655_fpga_dcop_47.mtx,1216,1220,5892,1.109000,0.010777,1.093440
2827_indochina-2004.mtx,7414864,7414866,194109311,109989.975000,3.721419,104.320052
1953_pds-30.mtx,49936,158489,340635,28.254000,0.058995,11.547928
2467_nxp1.mtx,414592,414604,2656177,151.455000,0.264519,20.083072
1765_wang4.mtx,26064,26068,177196,2.023000,0.018233,19.436845
1218_cavity06.mtx,1168,1182,32747,1.023000,0.011793,5.553634
1059_shyy41.mtx,4720,4720,20042,0.675000,0.010134,3.955398
1590_lp_ken_13.mtx,28624,42659,97246,5.255000,0.028603,6.799706
0430_rdb450l.mtx,448,450,2580,0.495000,0.010439,0.494300
2614_Stanford_Berkeley.mtx,683440,683446,7583376,446.658000,0.388248,39.064598
0726_ukerbe1_dual.mtx,1856,1866,7076,25.395000,0.009357,1.512451
2396_watson_2.mtx,352000,677224,1846391,133.426000,0.127433,28.978224
1141_G56.mtx,4992,5000,24996,1.071000,0.009996,5.001200
0278_nnc261.mtx,256,261,1500,25.496000,0.010129,0.296179
2557_t2em.mtx,921632,921632,4590832,314.770000,0.229042,40.087250
2275_TSOPF_RS_b39_c30.mtx,60096,60098,1079986,5.378000,0.034719,62.212967
1626_as-caida.mtx,31376,31379,106762,10.208000,0.030322,7.041884
1189_ch7-6-b5.mtx,5040,15120,30240,1.485000,0.010419,5.804780
2216_mesh_deform.mtx,234016,9393,853829,16.230000,0.052701,32.402763
2581_para-6.mtx,155920,155924,5416358,81.104000,0.279842,38.710115
1580_rdist1.mtx,4128,4134,94408,1.276000,0.021494,8.784591
0661_fpga_dcop_34.mtx,1216,1220,5892,28.483000,0.010758,1.095371
2798_vas_stokes_2M.mtx,2146672,2146677,65129037,5692.940000,2.598385,50.130398
0768_bibd_12_5.mtx,64,792,7920,17.987000,0.012871,1.230674
0208_adjnoun.mtx,112,112,850,0.537000,0.011020,0.154265
0682_fpga_dcop_28.mtx,1216,1220,5892,1.188000,0.011081,1.063442
1438_G58.mtx,4992,5000,59140,24.726000,0.013370,8.846672
0667_fpga_dcop_48.mtx,1216,1220,5892,26.154000,0.011253,1.047187
0693_fs_760_2.mtx,752,760,5976,17.879000,0.009723,1.229250
0025_Tina_DisCal.mtx,0,11,41,0.465000,0.000291,0.281787
1401_air05.mtx,416,7195,52121,2.275000,0.013049,7.988505
0412_lp_gfrd_pnc.mtx,608,1160,2445,24.391000,0.009814,0.498268
2107_IG5-16.mtx,18832,18485,588326,26.850000,0.053280,22.084309
0324_oscil_dcop_52.mtx,416,430,1544,0.617000,0.010071,0.306623
0753_n3c6-b10.mtx,672,2511,7425,22.424000,0.010737,1.383068
0743_west2021.mtx,2016,2021,7353,0.942000,0.009900,1.485455
1762_t2dah_a.mtx,11440,11445,176117,1.765000,0.013231,26.621873
1703_shock-9.mtx,36464,36476,142580,18.238000,0.014607,19.522147
0170_dwt_87.mtx,80,87,541,0.519000,0.009587,0.112861
1755_IG5-14.mtx,6720,7621,173337,30.026000,0.028534,12.149506
1640_mark3jac040.mtx,18288,18289,113435,1.943000,0.028484,7.964822
2505_GaAsH6.mtx,61344,61349,3381809,38.339000,0.112187,60.288786
1210_deter1.mtx,5520,15737,32187,1.146000,0.011236,5.729263
1770_Goodwin_023.mtx,6000,6005,182168,1.575000,0.012769,28.532853
1515_cavity13.mtx,2592,2597,76367,21.871000,0.012125,12.596619
2718_fem_hifreq_circuit.mtx,491088,491100,20239237,229.376000,0.724098,55.901928
0197_mk9-b1.mtx,368,36,756,0.576000,0.009084,0.166446
0996_robot24c1_mat5_J.mtx,288,404,15118,10.469000,0.012998,2.326204
0185_lpi_box1.mtx,224,261,651,25.548000,0.009909,0.131396
0873_adder_dcop_69.mtx,1808,1813,11246,1.056000,0.009972,2.255515
1387_ch7-6-b3.mtx,12592,4200,50400,1.522000,0.010030,10.049850
0396_lp_brandy.mtx,208,303,2202,0.594000,0.011903,0.369991
2383_crystk03.mtx,24688,24696,1751178,30.456000,0.050744,69.020101
0017_n3c4-b1.mtx,0,6,30,0.440000,0.000295,0.203390
0362_west0497.mtx,496,497,1727,0.671000,0.011016,0.313544
2065_soc-sign-Slashdot081106.mtx,77344,77357,516575,23.599000,0.084734,12.192862
0131_bfwb62.mtx,48,62,342,0.490000,0.010250,0.066732
2198_mk13-b5.mtx,135120,270270,810810,23.708000,0.063132,25.686181
0930_DK01R.mtx,896,903,11766,27.594000,0.010271,2.291111
1238_freeFlyingRobot_8.mtx,4384,4398,34958,1.478000,0.010906,6.410783
1990_fxm3_16.mtx,41328,85575,392252,4.007000,0.034055,23.036382
0114_ch4-4-b2.mtx,96,72,288,0.507000,0.008685,0.066321
1837_man_5976.mtx,5968,5976,225046,2.157000,0.012104,37.185393
1487_aa3.mtx,816,8627,70806,1.637000,0.011658,12.147195
0074_d_ss.mtx,48,53,149,0.480000,0.008834,0.033733
0925_extr1b.mtx,2832,2836,11404,30.384000,0.010412,2.190549
1308_ex27.mtx,960,974,40782,0.950000,0.012703,6.420845
0563_lp_ship04s.mtx,400,1506,4400,1.179000,0.012586,0.699190
2523_barrier2-2.mtx,113072,113076,3805068,56.739000,0.213435,35.655520
2722_StocF-1465.mtx,1465136,1465137,21005389,2116.931000,1.021635,41.121123
0634_gre_1107.mtx,1104,1107,5664,1.710000,0.010146,1.116499
1249_G66.mtx,8992,9000,36000,0.858000,0.009512,7.569386
0541_young4c.mtx,832,841,4089,0.524000,0.009708,0.842398
2449_rma10.mtx,46832,46835,2374001,25.314000,0.057682,82.313408
1354_complex.mtx,1008,1408,46463,1.902000,0.011961,7.769083
1604_lpi_gosh.mtx,3792,13455,99953,1.387000,0.028720,6.960515
0023_Trec6.mtx,0,15,40,0.455000,0.000288,0.277778
1197_lp_greenbeb.mtx,2384,5598,31070,1.193000,0.012702,4.892143
1585_cond-mat.mtx,16720,16726,95188,2.605000,0.019631,9.697723
2535_Hardesty2.mtx,929888,303645,4020731,124.615000,0.156492,51.385771
0774_G33.mtx,2000,2000,8000,0.560000,0.008683,1.842681
1159_bcsstk21.mtx,3600,3600,26600,1.141000,0.009789,5.434672
2400_ch8-8-b4.mtx,376320,117600,1881600,52.926000,0.098753,38.107197
1274_G7.mtx,800,800,38352,1.342000,0.010241,7.489894
2031_cont-201.mtx,80592,80595,438795,7.090000,0.033671,26.063675
0817_lp_stocfor2.mtx,2144,3045,9357,1.456000,0.009510,1.967823
2572_Si34H36.mtx,97568,97569,5156379,38.458000,0.181205,56.912105
0895_adder_dcop_21.mtx,1808,1813,11246,0.993000,0.009720,2.313992
1273_lp_qap12.mtx,3184,8856,38304,6.451000,0.012520,6.118850
0161_rw136.mtx,128,136,479,0.475000,0.009035,0.106032
2194_m133-b3.mtx,200192,200200,800800,25.491000,0.075931,21.092834
1207_dynamicSoaringProblem_3.mtx,2864,2871,32022,1.195000,0.010737,5.964795
1403_ch7-9-b2.mtx,17632,1512,52920,2.529000,0.009780,10.822086
1360_rajat06.mtx,10912,10922,46983,28.321000,0.010241,9.175471
2659_bmw3_2.mtx,227360,227362,11288630,42.111000,0.218158,103.490406
0209_robot.mtx,112,120,870,0.498000,0.010355,0.168035
2455_vsp_msc10848_300sep_100in_1Kout.mtx,21984,21996,2442056,59.817000,0.280449,17.415330
2382_pcrystk03.mtx,24688,24696,1751178,3.708000,0.049269,71.086403
0225_CAG_mat72.mtx,64,72,1012,21.136000,0.009646,0.209828
0271_rajat05.mtx,288,301,1384,0.510000,0.009361,0.295695
1961_ncvxbqp1.mtx,50000,50000,349968,5.347000,0.033892,20.651953
1277_G5.mtx,800,800,38352,1.248000,0.010846,7.072100
0676_fpga_dcop_01.mtx,1216,1220,5892,1.724000,0.011354,1.037872
0533_tub1000.mtx,992,1000,3996,0.524000,0.008909,0.897070
2233_NotreDame_www.mtx,325728,325729,929849,59.172000,0.075382,24.670319
1470_bips07_2476.mtx,16848,16861,66498,24.188000,0.011429,11.636714
0770_olm2000.mtx,2000,2000,7996,0.557000,0.008718,1.834366
0470_ch7-9-b1.mtx,1504,63,3024,24.960000,0.009142,0.661562
1482_dtoc.mtx,24992,24993,69972,1.501000,0.010221,13.691811
0920_adder_dcop_50.mtx,1808,1813,11246,29.125000,0.010194,2.206396
2032_TEM27623.mtx,27616,27623,439469,3.733000,0.039660,22.161826
2004_nemeth10.mtx,9504,9506,401448,1.748000,0.012413,64.681866
2447_c-big.mtx,345232,345241,2341011,103.656000,0.138113,33.899937
2434_matrix_9.mtx,103424,103430,2121550,9.301000,0.067614,62.754755
1771_sctap1-2r.mtx,28816,63426,186366,3.219000,0.028683,12.994875
2282_bcsstk37.mtx,25488,25503,1140977,4.056000,0.034766,65.637519
2127_bcsstk29.mtx,13984,13992,619488,2.036000,0.028920,42.841494
1343_n3c6-b6.mtx,6432,5005,45045,1.179000,0.010326,8.724579
2222_sc2010.mtx,181904,181908,893160,26.702000,0.112843,15.830136
2685_patents.mtx,3774768,3774768,14970767,24010.853000,2.899030,10.328121
1817_kl02.mtx,64,36699,212536,39.402000,0.028472,14.929475
2312_c-73b.mtx,169408,169422,1279274,158.410000,0.071535,35.766380
2406_conf5_4-8x8-20.mtx,49152,49152,1916928,28.184000,0.051906,73.861519
2679_3Dspectralwave2.mtx,292000,292008,14322744,92.216000,0.508338,56.351262
0400_p0291.mtx,240,543,2283,0.774000,0.011380,0.401230
2108_stat96v1.mtx,5984,197472,588798,2.636000,0.042930,27.430608
0211_gre_216a.mtx,208,216,876,0.545000,0.010077,0.173861
1610_lpl3.mtx,10816,33686,100525,9.663000,0.015124,13.293441
1998_nemeth08.mtx,9504,9506,394816,26.510000,0.012840,61.497819
1884_s2rmq4m1.mtx,5488,5489,281111,22.964000,0.012714,44.220702
0712_D_6.mtx,960,435,6491,28.026000,0.009802,1.324424
0545_lp_nug07.mtx,592,931,4214,1.007000,0.010254,0.821923
1085_primagaz.mtx,1552,10836,21665,2.576000,0.011625,3.727312
2663_pwtk.mtx,217904,217918,11634424,37.424000,0.176235,132.033069
1980_ecl32.mtx,51984,51993,380415,5.216000,0.034769,21.882424
2293_bcsstk31.mtx,35584,35588,1181416,3.916000,0.044738,52.814878
0321_oscil_dcop_06.mtx,416,430,1544,22.341000,0.009921,0.311259
1015_n4c5-b8.mtx,1888,3635,17055,1.153000,0.010308,3.309080
2049_vsp_c-60_data_cti_cs4.mtx,85824,85830,482160,10.043000,0.048996,19.681607
1524_c-31.mtx,5328,5339,78571,24.705000,0.013289,11.824968
0127_GD98_c.mtx,112,112,336,0.500000,0.008813,0.076251
1191_LeGresley_4908.mtx,4896,4908,30482,1.441000,0.010328,5.902789
1761_t2dah.mtx,11440,11445,176117,1.678000,0.013351,26.382593
1183_rdb5000.mtx,4992,5000,29600,0.733000,0.009427,6.279835
1788_torsion1.mtx,40000,40000,197608,2.752000,0.016768,23.569656
1698_cca.mtx,49152,49152,139264,3.037000,0.029421,9.466979
1072_sherman5.mtx,3312,3312,20793,1.027000,0.011020,3.773684
2335_rgg_n_2_17_s0.mtx,131072,131072,1457506,24.206000,0.086342,33.761229
0159_mycielskian6.mtx,32,47,472,0.493000,0.009780,0.096524
0090_n4c5-b1.mtx,96,15,210,31.477000,0.007816,0.053736
0435_Harvard500.mtx,496,500,2636,0.890000,0.012307,0.428374
0923_ex32.mtx,1152,1159,11343,24.854000,0.010460,2.168834
1836_lowThrust_13.mtx,18464,18476,224897,4.075000,0.028452,15.808871
2080_c-58.mtx,37584,37595,552557,24.660000,0.046857,23.584822
0202_rajat11.mtx,128,135,812,3.797000,0.009929,0.163561
1635_vsp_data_and_seymourl.mtx,9152,9167,111732,3.423000,0.028774,7.766178
1766_dictionary28.mtx,52640,52652,178076,10.131000,0.030588,11.643520
2682_memchip.mtx,2707520,2707524,14810202,10000.450000,0.719696,41.156827
1286_jan99jac020sc.mtx,6768,6774,38692,1.291000,0.011459,6.753120
2334_n4c6-b10.mtx,132400,186558,1456422,23.386000,0.077055,37.802141
1441_crack.mtx,10240,10240,60760,11.557000,0.012127,10.020615
1225_n4c5-b6.mtx,4720,4340,33145,1.503000,0.010171,6.517550
2366_mo2010.mtx,343552,343565,1656568,88.440000,0.183235,18.081349
0941_rdb2048_noL.mtx,2048,2048,12032,1.668000,0.009464,2.542688
0266_bibd_15_3.mtx,96,455,1365,22.730000,0.011314,0.241294
1776_nemswrld.mtx,7136,28550,192283,29.387000,0.028982,13.269133
2410_conf6_0-8x8-20.mtx,49152,49152,1916928,30.800000,0.052027,73.689738
2189_ma2010.mtx,157504,157508,776610,21.387000,0.097618,15.911205
1589_as-22july06.mtx,22960,22963,96872,25.201000,0.029162,6.643714
0508_bcsstm24.mtx,3552,3562,3562,29.323000,0.007930,0.898361
0691_fs_760_3.mtx,752,760,5976,1.056000,0.009907,1.206420
2186_dc1.mtx,116832,116835,766396,153.739000,0.057045,26.869875
1954_onetone1.mtx,36048,36057,341088,24.216000,0.037345,18.266863
2469_matrix-new_3.mtx,125328,125329,2678750,67.361000,0.086207,62.146925
1480_ex3sta1.mtx,17440,17516,68779,1.798000,0.010936,12.578456
0798_well1850.mtx,1840,712,8758,1.350000,0.009645,1.816071
2451_TSOPF_FS_b162_c4.mtx,40784,40798,2398220,125.933000,0.049178,97.532230
2121_lp_osa_30.mtx,4336,104374,604488,194.039000,0.044424,27.214479
0645_fpga_dcop_08.mtx,1216,1220,5888,0.958000,0.010968,1.073669
0404_celegansneural.mtx,288,297,2345,24.946000,0.011721,0.400137
1688_cavity26.mtx,4560,4562,138187,2.167000,0.011535,23.959601
2088_c-62ghs.mtx,41728,41731,559343,11.374000,0.047668,23.468281
1474_flowmeter5.mtx,9664,9669,67391,2.445000,0.010330,13.047628
0469_mk12-b1.mtx,1472,66,2970,0.902000,0.008850,0.671186
2294_tn2010.mtx,240112,240116,1193966,46.501000,0.138685,17.218387
1844_lhr10.mtx,10672,10672,232633,1.740000,0.028582,16.278287
1359_crew1.mtx,128,6469,46950,28.328000,0.012612,7.445290
0417_dw256A.mtx,512,512,2480,20.340000,0.010626,0.466780
1924_rlfprim.mtx,58864,62716,320591,4.375000,0.028758,22.295779
0371_ch5-5-b2.mtx,592,200,1800,0.627000,0.008858,0.406412
1851_igbt3.mtx,10928,10938,234006,2.322000,0.028806,16.247032
1198_lpi_greenbea.mtx,2384,5596,31074,1.161000,0.012825,4.845848
1092_bcsstm10.mtx,1072,1086,22092,26.701000,0.011302,3.909397
1644_psse2.mtx,28624,11028,115262,2.739000,0.014003,16.462472
1392_cz5108.mtx,5104,5108,51412,1.185000,0.011696,8.791382
0644_fpga_dcop_09.mtx,1216,1220,5888,1.055000,0.011423,1.030903
1297_G25.mtx,2000,2000,39980,1.164000,0.010156,7.873178
0339_oscil_dcop_35.mtx,416,430,1544,26.796000,0.010217,0.302241
1943_Chevron1.mtx,37360,37365,330633,2.706000,0.028575,23.141417
1332_fd15.mtx,11520,11532,44206,1.337000,0.010287,8.594537
1888_vsp_sctap1-2b_and_seymourl.mtx,40160,40174,281662,24.916000,0.042876,13.138446
0461_can_256.mtx,256,256,2916,22.751000,0.011126,0.524178
0075_refine.mtx,16,62,153,0.462000,0.010842,0.028224
2457_tsyl201.mtx,20672,20685,2454957,5.017000,0.058661,83.699801
0718_can_715.mtx,704,715,6665,0.723000,0.011488,1.160341
0016_lpi_itest6.mtx,0,17,29,0.467000,0.000298,0.194631
1227_reorientation_4.mtx,2704,2717,33630,1.891000,0.011023,6.101787
1419_c-33.mtx,6304,6317,56123,1.795000,0.013410,8.370321
2022_wy2010.mtx,86192,86204,427586,9.910000,0.062451,13.693488
0261_M10PI_n1.mtx,528,528,1317,93.784000,0.015404,0.170995
1616_cz10228.mtx,10224,10228,102876,104.002000,0.019080,10.783648
1542_lhr04.mtx,4096,4101,82682,136.576000,0.020969,7.886118
0519_mk9-b3.mtx,944,1260,3780,94.112000,0.014612,0.517383
1650_conf5_0-4x4-26.mtx,3072,3072,119808,116.447000,0.021372,11.211679
2575_F2.mtx,71504,71505,5294285,154.555000,0.184649,57.344313
1530_ex12.mtx,3968,3973,80211,114.083000,0.018230,8.799890
1520_lp_stocfor3.mtx,16672,23541,76473,105.874000,0.017448,8.765818
2126_TSOPF_RS_b162_c3.mtx,15360,15374,610299,113.938000,0.037743,32.339719
1144_n3c6-b9.mtx,2496,4935,25110,100.076000,0.021436,2.342788
2471_pct20stif.mtx,52320,52329,2698463,131.170000,0.075283,71.688509
1485_bloweybq.mtx,10000,10001,69991,107.351000,0.023067,6.068496
0892_adder_dcop_63.mtx,1808,1813,11246,108.029000,0.015155,1.484131
