index,mtx,m,n,nnz,cusparse,pixel_time,pixel_gflops
385,0046_problem.mtx,12,46,86,0.000,0.005,0.034
386,0174_can_61.mtx,61,61,557,0.000,0.006,0.181
387,0433_lp_grow7.mtx,140,301,2612,0.000,0.006,0.936
388,1011_lp_pds_02.mtx,2953,7716,16571,0.000,0.010,3.285
389,1149_lp_degen3.mtx,1503,2604,25432,0.000,0.008,6.555
390,2641_gupta3.mtx,16783,16783,9323427,0.000,0.122,153.002
391,0639_fpga_dcop_07.mtx,1220,1220,5855,0.000,0.006,1.963
392,0847_lpi_cplex1.mtx,3005,5224,10947,0.000,0.006,3.584
393,0969_CAG_mat364.mtx,364,364,13585,0.000,0.005,5.011
394,2664_fullb.mtx,199187,199187,11708077,0.000,0.232,100.792
395,2278_ex11.mtx,16614,16614,1096948,0.000,0.028,77.600
396,0888_adder_dcop_48.mtx,1813,1813,11246,0.000,0.007,3.306
397,1223_lp_d2q06c.mtx,2171,5831,33081,0.000,0.006,10.421
398,2738_dielFilterV2clx.mtx,607232,607232,25309272,0.000,1.522,33.254
399,1139_email-Eu-core-temporal.mtx,1005,1005,24929,0.000,0.006,8.507
400,1533_kineticBatchReactor_5.mtx,7641,7641,80767,0.000,0.009,17.484
401,0562_pde900.mtx,900,900,4380,0.000,0.004,1.951
402,0222_ck104.mtx,104,104,992,0.000,0.006,0.354
403,2728_CoupCons3D.mtx,416800,416800,22322336,0.000,0.416,107.385
404,1846_lp_pds_20.mtx,33874,108175,232647,0.000,0.096,4.863
405,1199_c-23.mtx,3969,3969,31079,0.000,0.007,8.537
406,1999_nemeth09.mtx,9506,9506,395506,0.000,0.008,97.033
407,1579_stormg2-27.mtx,14441,37485,94274,0.000,0.012,15.736
408,0050_GD95_b.mtx,73,73,96,0.000,0.004,0.043
409,0107_wheel_6_1.mtx,83,85,254,0.000,0.004,0.113
410,1108_G36.mtx,2000,2000,23532,0.000,0.009,5.042
411,1429_ex10hs.mtx,2548,2548,57308,0.000,0.007,16.239
412,2295_az2010.mtx,241666,241666,1196094,0.000,0.477,5.020
413,2150_rgg_n_2_16_s0.mtx,65536,65536,684254,0.000,0.082,16.724
414,0162_bcsstm20.mtx,485,485,485,0.000,0.003,0.362
415,1769_nemsemm2.mtx,6943,48878,182012,0.000,0.016,22.869
416,0441_lshp_406.mtx,406,406,2716,0.000,0.005,1.086
417,0411_lp_israel.mtx,174,316,2443,0.000,0.006,0.778
418,2684_higgs-twitter.mtx,456626,456626,14855842,0.000,5.272,5.636
419,2709_human_gene2.mtx,14340,14340,18068388,0.000,0.686,52.710
420,0621_dynamicSoaringProblem_1.mtx,647,647,5367,0.000,0.006,1.704
421,0084_pores_1.mtx,30,30,180,0.000,0.004,0.101
422,1772_ca-CondMat.mtx,23133,23133,186936,0.000,0.103,3.645
423,2630_Ge99H100.mtx,112985,112985,8451395,0.000,0.385,43.865
424,0542_nos2.mtx,957,957,4137,0.000,0.004,1.900
425,2045_nemeth13.mtx,9506,9506,474472,0.000,0.008,112.768
426,1812_mk12-b3.mtx,51975,13860,207900,0.000,0.017,24.738
427,1689_cavity21.mtx,4562,4562,138187,0.000,0.007,38.184
428,0443_lp_finnis.mtx,497,1064,2760,0.000,0.006,0.961
429,1545_jan99jac040.mtx,13694,13694,82842,0.000,0.015,11.140
430,0076_bcsstm05.mtx,153,153,153,0.000,0.005,0.067
431,2131_mt2010.mtx,132288,132288,638668,0.000,0.232,5.506
432,1970_bibd_16_8.mtx,120,12870,360360,0.000,0.011,66.653
433,0290_oscil_dcop_25.mtx,430,430,1544,0.000,0.004,0.686
434,0605_spaceStation_3.mtx,467,467,5103,0.000,0.006,1.752
435,2549_TSOPF_RS_b678_c1.mtx,18696,18696,4396289,0.000,0.053,164.695
436,0737_reorientation_1.mtx,677,677,7326,0.000,0.006,2.296
437,0169_lns_131.mtx,131,131,536,0.000,0.005,0.220
438,0832_lp_maros.mtx,846,1966,10137,0.000,0.006,3.175
439,1825_ABACUS_shell_ld.mtx,23412,23412,218484,0.000,0.019,23.487
440,1230_G60.mtx,7000,7000,34296,0.000,0.018,3.711
441,2638_CurlCurl_2.mtx,806529,806529,8921789,0.000,0.425,41.990
442,1367_circuit_3.mtx,12127,12127,48137,0.000,0.008,12.524
443,1275_G6.mtx,800,800,38352,0.000,0.006,13.538
444,2387_bbmat.mtx,38744,38744,1771722,0.000,0.036,97.756
445,2202_TSC_OPF_300.mtx,9774,9774,820804,0.000,0.016,101.742
446,0160_bcspwr03.mtx,118,118,476,0.000,0.005,0.207
447,2125_TSOPF_FS_b162_c1.mtx,10798,10798,608540,0.000,0.014,84.391
448,2743_F1.mtx,343791,343791,26837113,0.000,1.121,47.878
449,1912_Na5.mtx,5832,5832,305630,0.000,0.015,40.339
450,2128_c-69.mtx,67458,67458,623970,0.000,0.063,19.894
451,1468_aa5.mtx,801,8308,65953,0.000,0.008,16.724
452,2807_Long_Coup_dt0.mtx,1470152,1470152,87088992,0.000,1.913,91.049
453,0331_oscil_dcop_48.mtx,430,430,1544,0.000,0.005,0.686
454,0618_bcspwr06.mtx,1454,1454,5300,0.000,0.005,2.166
455,1743_c-48.mtx,18354,18354,166080,0.000,0.016,20.667
456,0497_qh882.mtx,882,882,3354,0.000,0.005,1.290
457,1278_G9.mtx,800,800,38352,0.000,0.005,14.734
458,0977_Erdos972.mtx,5488,5488,14170,0.000,0.009,3.126
459,0138_tub100.mtx,100,100,396,0.000,0.004,0.201
460,1469_lpi_bgindy.mtx,2671,10880,66266,0.000,0.008,16.548
461,1708_lp_maros_r7.mtx,3136,9408,144848,0.000,0.006,45.845
462,1091_bcsstk10.mtx,1086,1086,22070,0.000,0.006,7.872
463,0193_will199.mtx,199,199,701,0.000,0.005,0.289
464,1022_reorientation_2.mtx,1544,1544,17910,0.000,0.006,5.524
465,1054_G46.mtx,1000,1000,19980,0.000,0.006,6.946
466,0854_deter0.mtx,1923,5468,11173,0.000,0.007,3.104
467,1302_p2p-Gnutella04.mtx,10879,10879,39994,0.000,0.017,4.581
468,2597_marine1.mtx,400320,400320,6226538,0.000,0.388,32.124
469,0887_adder_dcop_29.mtx,1813,1813,11246,0.000,0.007,3.281
470,1175_stormg2-8.mtx,4409,11322,28553,0.000,0.006,9.056
471,1823_ABACUS_shell_md.mtx,23412,23412,218484,0.000,0.019,23.487
472,0124_dwt_66.mtx,66,66,320,0.000,0.005,0.140
473,0119_mesh1em1.mtx,48,48,306,0.000,0.004,0.152
474,2217_c-71.mtx,76638,76638,859554,0.000,0.094,18.249
475,0325_oscil_dcop_08.mtx,430,430,1544,0.000,0.004,0.692
476,1974_c-53.mtx,30235,30235,372213,0.000,0.019,39.121
477,1750_f855_mat9_I.mtx,2456,2511,171214,0.000,0.010,34.899
478,2415_coAuthorsDBLP.mtx,299067,299067,1955352,0.000,0.458,8.530
479,2353_sparsine.mtx,50000,50000,1548988,0.000,0.432,7.172
480,1038_spaceStation_11.mtx,1364,1364,18954,0.000,0.006,6.439
481,1819_jan99jac100.mtx,34454,34454,215862,0.000,0.040,10.904
482,0833_M80PI_n.mtx,4182,4182,10261,0.000,0.005,4.425
483,2704_af_shell1.mtx,504855,504855,17588875,0.000,0.304,115.600
484,1080_bcsstk34.mtx,588,588,21418,0.000,0.006,6.795
485,1629_lp_pds_10.mtx,16558,49932,107605,0.000,0.048,4.454
486,2588_Goodwin_127.mtx,178437,178437,5778545,0.000,0.138,83.755
487,2605_shipsec8.mtx,114919,114919,6653399,0.000,0.139,95.912
488,2436_gupta1.mtx,31802,31802,2164210,0.000,0.082,52.669
489,0739_cavity03.mtx,317,317,7327,0.000,0.006,2.515
490,0446_problem1.mtx,415,415,2779,0.000,0.006,1.001
491,0436_fs_680_3.mtx,680,680,2646,0.000,0.004,1.190
492,2794_Hook_1498.mtx,1498023,1498023,60917445,0.000,2.041,59.689
493,1073_lshp3025.mtx,3025,3025,20833,0.000,0.005,8.230
494,2566_ecology2.mtx,999999,999999,4995991,0.000,0.309,32.366
495,1535_relat7.mtx,21924,1045,81355,0.000,0.016,10.133
496,2296_Maragal_7.mtx,46845,26564,1200537,0.000,0.114,21.061
497,2802_mawi_201512020000.mtx,35991342,35991342,74485420,0.000,7.938,18.768
498,0039_bcsstm02.mtx,66,66,66,0.000,0.003,0.052
499,1799_g7jac060sc.mtx,17730,17730,203316,0.000,0.029,14.139
500,2741_CurlCurl_4.mtx,2380515,2380515,26515867,0.000,1.279,41.462
501,0072_lp_sc50b.mtx,50,78,148,0.000,0.005,0.062
502,2589_pre2.mtx,659033,659033,5959282,0.000,0.513,23.229
503,2420_TSC_OPF_1047.mtx,8140,8140,2016902,0.000,0.030,135.892
504,0949_ch7-6-b2.mtx,4200,630,12600,0.000,0.006,4.180
505,2805_channel-500x100x100-b050.mtx,4802000,4802000,85362744,0.000,3.971,42.994
506,1404_kineticBatchReactor_3.mtx,5082,5082,53219,0.000,0.008,13.298
507,1259_lhr02.mtx,2954,2954,37206,0.000,0.007,11.103
508,1195_freeFlyingRobot_7.mtx,3918,3918,31046,0.000,0.007,9.418
509,2435_144.mtx,144649,144649,2148786,0.000,0.781,5.500
510,1351_barth(0).mtx,6691,6691,46187,0.000,0.019,4.760
511,0375_p0548.mtx,176,724,1887,0.000,0.006,0.627
512,0020_ch3-3-b1.mtx,18,9,36,0.000,0.003,0.029
513,1566_garon1.mtx,3175,3175,88927,0.000,0.008,21.998
514,1271_dynamicSoaringProblem_8.mtx,3543,3543,38136,0.000,0.006,12.059
515,2070_c-67b.mtx,57975,57975,531935,0.000,0.032,33.225
516,1986_g7jac100.mtx,29610,29610,384636,0.000,0.058,13.287
517,2745_adaptive.mtx,6815744,6815744,27248640,0.000,2.535,21.500
518,0513_bfwa398.mtx,398,398,3678,0.000,0.005,1.418
519,1174_fd12.mtx,7500,7500,28462,0.000,0.006,9.721
520,2570_tmt_sym.mtx,726713,726713,5080961,0.000,0.239,42.593
521,1123_cis-n4c6-b3.mtx,5970,1330,23880,0.000,0.005,8.792
522,0910_adder_dcop_12.mtx,1813,1813,11246,0.000,0.007,3.281
523,2316_Maragal_8.mtx,33212,75077,1308415,0.000,0.175,14.994
524,0260_impcol_e.mtx,225,225,1308,0.000,0.005,0.504
525,2484_roadNet-PA.mtx,1090920,1090920,3083796,0.000,0.578,10.666
526,1215_rajat03.mtx,7602,7602,32653,0.000,0.007,9.825
527,2810_nlpkkt120.mtx,3542400,3542400,96845792,0.000,3.188,60.747
528,1496_bibd_14_7.mtx,91,3432,72072,0.000,0.008,18.739
529,0319_oscil_dcop_27.mtx,430,430,1544,0.000,0.004,0.686
530,2828_nlpkkt160.mtx,8345600,8345600,229518112,0.000,7.600,60.400
531,0158_lpi_ex72a.mtx,197,215,467,0.000,0.004,0.213
532,1642_g7jac040.mtx,11790,11790,114671,0.000,0.016,14.543
533,0378_lp_capri.mtx,271,482,1896,0.000,0.005,0.712
534,1222_poli_large.mtx,15575,15575,33074,0.000,0.007,9.167
535,1290_spaceShuttleEntry_4.mtx,2450,2450,39669,0.000,0.007,11.729
536,0529_young3c.mtx,841,841,3988,0.000,0.005,1.693
537,0505_west0989.mtx,989,989,3537,0.000,0.005,1.372
538,0234_fs_183_1.mtx,183,183,1069,0.000,0.006,0.346
539,0897_adder_dcop_26.mtx,1813,1813,11246,0.000,0.007,3.125
540,0053_lp_afiro.mtx,27,51,102,0.000,0.005,0.042
541,0613_tols2000.mtx,2000,2000,5184,0.000,0.005,1.906
542,2348_nemeth25.mtx,9506,9506,1511758,0.000,0.028,108.129
543,0785_lp_ship12s.mtx,1151,2869,8284,0.000,0.006,2.696
544,0083_relat4.mtx,66,12,172,0.000,0.003,0.134
545,2167_pf2177(0).mtx,9728,9728,725144,0.000,0.091,15.980
546,2649_atmosmodm.mtx,1489752,1489752,10319760,0.000,0.702,29.404
547,2609_nd6k.mtx,18000,18000,6897316,0.000,0.096,143.794
548,0165_lesmis.mtx,77,77,508,0.000,0.005,0.219
549,0571_nos7.mtx,729,729,4617,0.000,0.004,2.057
550,0337_oscil_dcop_40.mtx,430,430,1544,0.000,0.005,0.685
551,0137_olm100.mtx,100,100,396,0.000,0.004,0.192
552,2490_net150.mtx,43520,43520,3121200,0.000,0.172,36.365
553,2251_cont-300.mtx,180895,180895,988195,0.000,0.064,30.871
554,2358_ch7-9-b4.mtx,317520,105840,1587600,0.000,0.135,23.499
555,2034_rajat15.mtx,37261,37261,443573,0.000,0.058,15.426
556,2118_neos1.mtx,131581,133473,599590,0.000,0.047,25.699
557,2267_IG5-17.mtx,30162,27944,1035008,0.000,0.158,13.107
558,2508_Chevron3.mtx,381381,381381,3413113,0.000,0.134,50.869
559,1383_cryg10000.mtx,10000,10000,49699,0.000,0.006,16.476
560,2568_wiki-Talk.mtx,2394385,2394385,5021410,0.000,2.193,4.579
561,1178_c-22.mtx,3792,3792,28872,0.000,0.007,8.564
562,1641_mark3jac040sc.mtx,18289,18289,113435,0.000,0.018,12.683
563,1276_G10.mtx,800,800,38352,0.000,0.005,14.697
564,1490_nopoly.mtx,10774,10774,70842,0.000,0.012,11.473
565,0547_TF12.mtx,488,552,4231,0.000,0.005,1.631
566,0073_GD99_c.mtx,105,105,149,0.000,0.004,0.069
567,1531_lock2232.mtx,2232,2232,80352,0.000,0.007,23.338
568,1927_crystm02.mtx,13965,13965,322905,0.000,0.017,38.797
569,1457_bcsstk14.mtx,1806,1806,63454,0.000,0.007,19.272
570,0210_gre_216b.mtx,216,216,876,0.000,0.005,0.357
571,0449_nemsafm.mtx,334,2348,2826,0.000,0.006,0.918
572,0303_oscil_dcop_47.mtx,430,430,1544,0.000,0.005,0.654
573,1027_ODLIS.mtx,2909,2909,18246,0.000,0.009,4.031
574,1031_bcsstk09.mtx,1083,1083,18437,0.000,0.006,6.129
575,1479_lp22.mtx,2958,16392,68518,0.000,0.014,9.733
576,0252_ch7-6-b1.mtx,630,42,1260,0.000,0.005,0.486
577,0516_saylr3.mtx,1000,1000,3750,0.000,0.004,1.669
578,2596_rajat30.mtx,643994,643994,6175377,0.000,0.581,21.265
579,0761_mahindas.mtx,1258,1258,7682,0.000,0.006,2.466
580,0560_bcsstk02.mtx,66,66,4356,0.000,0.005,1.682
581,2656_mycielskian15.mtx,24575,24575,11111110,0.000,0.326,68.103
582,1132_spaceStation_14.mtx,1640,1640,24324,0.000,0.006,7.891
583,1502_aa01.mtx,823,8904,72965,0.000,0.008,17.947
584,1945_n4c6-b12.mtx,25605,69235,332865,0.000,0.031,21.522
585,0460_bfwb398.mtx,398,398,2910,0.000,0.005,1.256
586,1182_ACTIVSg2000.mtx,4000,4000,29336,0.000,0.007,7.898
587,2617_specular.mtx,477976,1600,7647616,0.000,0.132,115.890
588,1140_G55.mtx,5000,5000,24996,0.000,0.014,3.496
589,2325_heart1.mtx,3557,3557,1387773,0.000,0.025,111.971
590,1063_aircraft.mtx,3754,7517,20267,0.000,0.004,9.054
591,0927_Franz3.mtx,1280,2800,11520,0.000,0.004,5.135
592,1785_delaunay_n15.mtx,32768,32768,196548,0.000,0.020,19.939
593,0720_bcsstk19.mtx,817,817,6853,0.000,0.006,2.432
594,1335_n3c6-b8.mtx,4935,6435,44415,0.000,0.006,14.714
595,2255_smallworld.mtx,100000,100000,999996,0.000,0.140,14.286
596,0028_Tina_DisCog.mtx,11,11,48,0.000,0.003,0.032
597,1630_vsp_p0291_seymourl_iiasa.mtx,10498,10498,107736,0.000,0.027,7.928
598,1859_cond-mat-2003.mtx,31163,31163,240058,0.000,0.072,6.706
599,0251_bibd_9_5.mtx,36,126,1260,0.000,0.007,0.368
600,1120_ex29.mtx,2870,2870,23754,0.000,0.005,9.879
601,2427_sme3Db.mtx,29067,29067,2081063,0.000,0.540,7.702
602,1854_ca-HepPh.mtx,12008,12008,237010,0.000,0.103,4.603
603,2305_msc10848.mtx,10848,10848,1229778,0.000,0.032,76.242
604,0407_ch5-5-b3.mtx,600,600,2400,0.000,0.005,1.035
605,2672_CurlCurl_3.mtx,1219574,1219574,13544618,0.000,0.653,41.514
606,2329_ga2010.mtx,291086,291086,1418056,0.000,0.498,5.693
607,1678_Wordnet3.mtx,82670,82670,132964,0.000,0.048,5.594
608,0690_orsirr_2.mtx,886,886,5970,0.000,0.005,2.505
609,0401_mhdb416.mtx,416,416,2312,0.000,0.004,1.173
610,0087_GD98_b.mtx,121,121,207,0.000,0.005,0.089
611,0775_lp_sierra.mtx,1227,2735,8001,0.000,0.006,2.595
612,2501_stat96v3.mtx,33841,1113780,3317736,0.000,0.122,54.404
613,1898_raefsky1.mtx,3242,3242,294276,0.000,0.009,67.186
614,0978_n4c5-b4.mtx,2852,1350,14260,0.000,0.005,6.153
615,0831_dw2048.mtx,2048,2048,10114,0.000,0.004,4.503
616,0313_oscil_dcop_18.mtx,430,430,1544,0.000,0.004,0.686
617,1109_G40.mtx,2000,2000,23532,0.000,0.009,5.075
618,2158_thermomech_TC.mtx,102158,102158,711558,0.000,0.331,4.296
619,0099_d_dyn1.mtx,87,87,238,0.000,0.005,0.103
620,2168_G2_circuit.mtx,150102,150102,726674,0.000,0.077,18.848
621,1507_c-37.mtx,8204,8204,74676,0.000,0.010,14.445
622,2587_largebasis.mtx,440020,440020,5560100,0.000,0.162,68.758
623,0598_SmaGri.mtx,1059,1059,4919,0.000,0.006,1.709
624,2441_exdata_1.mtx,6001,6001,2269501,0.000,0.032,142.781
625,1737_bayer04.mtx,20545,20545,159082,0.000,0.010,31.004
626,1287_nasa1824.mtx,1824,1824,39208,0.000,0.006,13.309
627,0950_Trefethen_700.mtx,700,700,12654,0.000,0.005,5.008
628,0364_dwt_209.mtx,209,209,1743,0.000,0.005,0.711
629,1232_shar_te2-b1.mtx,17160,286,34320,0.000,0.007,9.942
630,0419_lp_bandm.mtx,305,472,2494,0.000,0.006,0.790
631,2071_Maragal_6.mtx,21255,10152,537694,0.000,0.049,21.878
632,1991_delaunay_n16.mtx,65536,65536,393150,0.000,0.043,18.217
633,0631_lp_bnl1.mtx,643,1586,5532,0.000,0.006,1.882
634,2051_rajat18.mtx,94294,94294,485143,0.000,0.050,19.292
635,2248_pkustk01.mtx,22044,22044,979380,0.000,0.032,60.742
636,1245_Trec11.mtx,235,1138,35705,0.000,0.007,10.416
637,2519_s3dkt3m2.mtx,90449,90449,3753461,0.000,0.067,112.440
638,1187_n3c6-b5.mtx,5005,3003,30030,0.000,0.005,12.195
639,0118_mesh1e1.mtx,48,48,306,0.000,0.004,0.151
640,2137_Trec13.mtx,1301,6561,654517,0.000,0.024,55.196
641,0294_oscil_dcop_11.mtx,430,430,1544,0.000,0.004,0.687
642,2606_boneS01.mtx,127224,127224,6715152,0.000,0.162,83.107
643,1055_G45.mtx,1000,1000,19980,0.000,0.006,7.058
644,0976_orsreg_1.mtx,2205,2205,14133,0.000,0.005,5.380
645,1549_utm5940.mtx,5940,5940,83842,0.000,0.006,27.716
646,1918_mk12-b4.mtx,62370,51975,311850,0.000,0.039,16.105
647,0450_Erdos991.mtx,492,492,2834,0.000,0.005,1.189
648,1661_cvxqp3.mtx,17500,17500,122462,0.000,0.014,17.312
649,1446_testbig.mtx,17613,31223,61639,0.000,0.008,15.089
650,2139_g7jac160sc.mtx,47430,47430,656616,0.000,0.098,13.429
651,1659_foldoc.mtx,13356,13356,120238,0.000,0.022,10.821
652,0217_lop163.mtx,163,163,935,0.000,0.005,0.412
653,1670_jan99jac060sc.mtx,20614,20614,127182,0.000,0.020,12.682
654,1143_TSOPF_FS_b9_c1.mtx,2454,2454,25032,0.000,0.006,8.009
655,1313_cage9.mtx,3534,3534,41594,0.000,0.006,13.496
656,2138_g7jac160.mtx,47430,47430,656616,0.000,0.098,13.433
657,0752_lung1.mtx,1650,1650,7419,0.000,0.005,3.201
658,0468_bibd_12_4.mtx,66,495,2970,0.000,0.007,0.850
659,0518_mk9-b2.mtx,1260,378,3780,0.000,0.004,1.736
660,0195_n3c6-b11.mtx,60,675,720,0.000,0.006,0.245
661,1834_lowThrust_11.mtx,18368,18368,223801,0.000,0.014,32.907
662,1102_ex22.mtx,839,839,22715,0.000,0.006,7.273
663,1753_jan99jac080sc.mtx,27534,27534,171522,0.000,0.029,12.019
664,1013_dwt_992.mtx,992,992,16744,0.000,0.005,7.219
665,0033_GD95_a.mtx,36,36,57,0.000,0.004,0.030
666,1098_saylr4.mtx,3564,3564,22316,0.000,0.005,9.613
667,2098_mri2.mtx,63240,147456,569160,0.000,0.045,25.187
668,0623_rajat19.mtx,1157,1157,5399,0.000,0.006,1.757
669,2528_xenon2.mtx,157464,157464,3866688,0.000,0.162,47.837
670,0517_steam1.mtx,240,240,3762,0.000,0.005,1.491
671,2272_3D_51448_3D.mtx,51448,51448,1056610,0.000,0.041,52.042
672,1543_lhr04c.mtx,4101,4101,82682,0.000,0.007,24.611
673,2147_heart2.mtx,2339,2339,682797,0.000,0.012,113.074
674,0361_shl_200.mtx,663,663,1726,0.000,0.007,0.517
675,2498_pkustk08.mtx,22209,22209,3226671,0.000,0.102,63.433
676,0671_fpga_dcop_12.mtx,1220,1220,5892,0.000,0.006,1.957
677,1272_lp_nug12.mtx,3192,8856,38304,0.000,0.010,7.390
678,2533_barrier2-9.mtx,115625,115625,3897557,0.000,0.386,20.204
679,1253_wb-cs-stanford.mtx,9914,9914,36854,0.000,0.008,9.537
680,2077_ford2.mtx,100196,100196,544688,0.000,0.056,19.622
681,1701_mplate.mtx,5962,5962,142190,0.000,0.008,34.107
682,0269_n4c5-b2.mtx,455,105,1365,0.000,0.004,0.627
683,0157_lp_scagr7.mtx,129,185,465,0.000,0.005,0.176
684,0477_bcsstk20.mtx,485,485,3135,0.000,0.005,1.331
685,2182_lhr34.mtx,35152,35152,764014,0.000,0.024,62.913
686,1696_cavity19.mtx,4562,4562,138187,0.000,0.007,38.508
687,2761_ss.mtx,1652680,1652680,34753577,0.000,1.509,46.057
688,0466_D_11.mtx,169,461,2952,0.000,0.005,1.172
689,1105_sherman2.mtx,1080,1080,23094,0.000,0.006,7.859
690,2450_poisson3Db.mtx,85623,85623,2374949,0.000,0.921,5.158
691,2287_dbir2.mtx,18906,45877,1158159,0.000,0.073,31.663
692,2419_bcsstk32.mtx,44609,44609,2014701,0.000,0.043,93.947
693,0569_tumorAntiAngiogenesis_4.mtx,455,455,4593,0.000,0.006,1.492
694,1168_bayer06.mtx,3008,3008,27576,0.000,0.007,8.281
695,2640_gearbox.mtx,153746,153746,9080404,0.000,0.196,92.567
696,2787_boneS10.mtx,914898,914898,55468422,0.000,1.202,92.281
697,2057_c-66.mtx,49989,49989,499007,0.000,0.044,22.874
698,2021_ncvxqp5.mtx,62500,62500,424966,0.000,0.055,15.479
699,2407_conf5_4-8x8-15.mtx,49152,49152,1916928,0.000,0.046,83.916
700,0363_CSphd.mtx,1882,1882,1740,0.000,0.005,0.758
701,0026_kleemin.mtx,8,16,44,0.000,0.003,0.030
702,1179_ca-GrQc.mtx,5242,5242,28980,0.000,0.015,3.839
703,1292_G29.mtx,2000,2000,39980,0.000,0.011,7.389
704,0406_lp_scsd1.mtx,77,760,2388,0.000,0.006,0.742
705,0414_lund_a.mtx,147,147,2449,0.000,0.006,0.874
706,1821_lowThrust_8.mtx,17702,17702,216445,0.000,0.013,33.547
707,0780_diag.mtx,2559,2559,8184,0.000,0.005,3.426
708,1558_fv2.mtx,9801,9801,87025,0.000,0.006,30.865
709,2399_n4c6-b9.mtx,186558,198895,1865580,0.000,0.132,28.320
710,1949_graham1.mtx,9035,9035,335504,0.000,0.011,61.713
711,1341_nopss_11k.mtx,11685,11685,44941,0.000,0.007,13.083
712,0826_lp_fit1p.mtx,627,1677,9868,0.000,0.004,4.395
713,1820_TF16.mtx,15437,19321,216173,0.000,0.037,11.623
714,0929_freeFlyingRobot_2.mtx,1338,1338,11600,0.000,0.006,3.767
715,1231_G61.mtx,7000,7000,34296,0.000,0.019,3.684
716,2444_citationCiteseer.mtx,268495,268495,2313294,0.000,1.320,3.505
717,2036_ex40.mtx,7740,7740,458012,0.000,0.014,67.583
718,0805_iprob.mtx,3001,3001,9000,0.000,0.006,2.909
719,2185_trans5.mtx,116835,116835,766396,0.000,0.065,23.686
720,1010_flower_4_4.mtx,1837,5529,16466,0.000,0.005,6.004
721,1891_mark3jac100sc.mtx,45769,45769,285215,0.000,0.047,12.232
722,2822_Bump_2911.mtx,2911419,2911419,127729899,0.000,3.188,80.143
723,1431_pcb3000.mtx,3960,7732,57479,0.000,0.014,8.250
724,1142_dwt_2680.mtx,2680,2680,25026,0.000,0.005,9.152
725,0708_Pd_rhs.mtx,8081,12406,6323,0.000,0.005,2.489
726,0465_wm3.mtx,207,260,2948,0.000,0.006,0.974
727,2231_sx-superuser.mtx,194085,194085,924886,0.000,0.454,4.074
728,1926_cegb2919.mtx,2919,2919,321543,0.000,0.010,66.800
729,2290_struct3.mtx,53570,53570,1173694,0.000,0.038,61.328
730,1994_nemeth02.mtx,9506,9506,394808,0.000,0.008,97.112
731,0810_lp_pilot_we.mtx,722,2928,9265,0.000,0.007,2.780
732,1486_lp_wood1p.mtx,244,2595,70216,0.000,0.008,17.725
733,2116_finan512.mtx,74752,74752,596992,0.000,0.047,25.517
734,0103_GD96_c.mtx,65,65,250,0.000,0.004,0.115
735,1634_baxter.mtx,27441,30733,111576,0.000,0.018,12.067
736,0397_p0282.mtx,241,523,2207,0.000,0.005,0.851
737,1614_mhd4800a.mtx,4800,4800,102252,0.000,0.005,37.641
738,2601_TEM152078.mtx,152078,152078,6459326,0.000,0.218,59.215
739,2531_barrier2-11.mtx,115625,115625,3897557,0.000,0.386,20.188
740,1613_c-41.mtx,9769,9769,101745,0.000,0.009,22.859
741,2277_pds-100.mtx,156243,514577,1096002,0.000,0.448,4.897
742,0863_adder_dcop_19.mtx,1813,1813,11245,0.000,0.007,3.323
743,1628_barth5(0).mtx,15606,15606,107362,0.000,0.014,15.015
744,1235_bips98_606.mtx,7135,7135,34738,0.000,0.006,10.738
745,1040_wang2.mtx,2903,2903,19093,0.000,0.004,8.497
746,1914_lhr14c.mtx,14270,14270,307858,0.000,0.010,61.394
747,0754_dwt_878.mtx,878,878,7448,0.000,0.005,3.123
748,2504_m14b.mtx,214765,214765,3358036,0.000,1.006,6.674
749,2145_ex3sta1(0).mtx,16782,16782,678998,0.000,0.035,38.605
750,2403_loc-Gowalla.mtx,196591,196591,1900654,0.000,0.605,6.283
751,1316_dw8192.mtx,8192,8192,41746,0.000,0.005,17.362
752,1560_t2d_q4.mtx,9801,9801,87025,0.000,0.006,30.822
753,0998_spaceStation_5.mtx,1019,1019,15219,0.000,0.006,4.918
754,2162_Pres_Poisson.mtx,14822,14822,715804,0.000,0.021,66.655
755,0086_GD96_b.mtx,111,111,193,0.000,0.004,0.102
756,1119_hydr1c.mtx,5308,5308,23752,0.000,0.006,7.397
757,1348_g7jac020sc.mtx,5850,5850,45465,0.000,0.009,10.290
758,2496_cnr-2000.mtx,325557,325557,3216152,0.000,0.159,40.367
759,1356_bcsstm39.mtx,46772,46772,46772,0.000,0.005,19.537
760,0089_n2c6-b1.mtx,105,15,210,0.000,0.002,0.168
761,1936_fe_body.mtx,45087,45087,327468,0.000,0.024,27.629
762,1682_c-39.mtx,9271,9271,136811,0.000,0.012,22.903
763,0658_fpga_dcop_41.mtx,1220,1220,5892,0.000,0.006,1.957
764,2726_as-Skitter.mtx,1696415,1696415,22190596,0.000,4.535,9.787
765,1588_cq9.mtx,9278,21534,96653,0.000,0.017,11.432
766,1242_soc-sign-bitcoin-otc.mtx,5881,5881,35592,0.000,0.014,5.146
767,2237_wa2010.mtx,195574,195574,947432,0.000,0.374,5.070
768,1671_aft02.mtx,8184,8184,127762,0.000,0.007,37.605
769,1042_ex21.mtx,656,656,19144,0.000,0.006,6.079
