mtx,m,n,nnz,N,time,gflops
0952_Kohonen.mtx,4480,4470,12731,8,0.045056,4.520968
2133_rajat16.mtx,94336,94294,641159,8,0.078793,130.196097
0403_netz4504_dual.mtx,640,615,2342,8,0.013123,2.855338
2721_M6.mtx,3501824,3501776,21003872,8,2.248180,149.481754
0986_hangGlider_2.mtx,1664,1647,14754,8,0.041598,5.674838
2491_pkustk03.mtx,63360,63336,3130416,8,0.174956,286.281022
0329_oscil_dcop_34.mtx,512,430,1544,8,0.013869,1.781240
1896_g7jac080.mtx,23680,23670,293976,8,0.028215,166.707118
1411_c-32.mtx,6016,5975,54471,8,0.033466,26.042693
1347_g7jac020.mtx,5888,5850,45465,8,0.019048,38.189451
1586_linverse.mtx,12032,11999,95977,8,0.019136,80.246583
1939_lpl1.mtx,32512,32460,328036,8,0.040158,130.696842
2210_g7jac200.mtx,59392,59310,837936,8,0.058388,229.619065
1684_ACTIVSg10K.mtx,20096,20000,137736,8,0.022021,100.076146
0919_adder_dcop_45.mtx,1920,1813,11246,8,0.029342,6.132273
0653_fpga_dcop_43.mtx,1280,1220,5892,8,0.016102,5.854845
1798_c-51.mtx,23296,23196,203050,8,0.055801,58.221588
0769_cat_ears_2_4.mtx,1024,2689,7982,8,0.014008,9.116805
1632_c-42.mtx,10496,10471,110285,8,0.030502,57.850906
1224_gemat12.mtx,4992,4929,33111,8,0.018083,29.296118
0869_adder_dcop_57.mtx,1920,1813,11246,8,0.030231,5.951959
1421_bcsstk27.mtx,1280,1224,56126,8,0.039474,22.749382
1627_gen4.mtx,1664,4298,107103,8,0.016580,103.359325
2349_nemeth26.mtx,9600,9506,1511760,8,0.138994,174.023352
1538_GL7d25.mtx,2816,21074,81671,8,0.040378,32.362484
1161_qc324.mtx,384,324,26730,8,0.064984,6.581316
2723_kron_g500-logn18.mtx,262144,262144,21165908,8,1.213805,279.002439
0710_lp_ship04l.mtx,512,2166,6380,8,0.012652,8.068514
0230_relat5.mtx,384,35,1058,8,0.013136,1.288719
2029_stormg2-125.mtx,66304,172431,433256,8,0.038485,180.124657
2561_s3dkq4m2.mtx,90496,90449,4820891,8,0.276840,278.624311
2389_IG5-18.mtx,48000,41550,1790490,8,0.104487,274.175597
0933_G53.mtx,1024,1000,11828,8,0.024338,7.775952
2002_mark3jac140.mtx,64128,64089,399735,8,0.037503,170.538756
1869_tandem_vtx.mtx,18560,18454,253350,8,0.028240,143.539775
1996_nemeth06.mtx,9600,9506,394808,8,0.042195,149.709536
2292_xenon1.mtx,48640,48600,1181120,8,0.078164,241.771198
1680_bodyy6.mtx,19456,19366,134748,8,0.020955,102.886044
1016_rbsa480.mtx,512,480,17088,8,0.016101,16.980547
1676_c-46.mtx,14976,14913,130397,8,0.046525,44.843652
0758_WorldCities.mtx,384,100,7518,8,0.012994,9.257503
1831_lowThrust_9.mtx,18048,18044,219589,8,0.044956,78.153339
2378_fem_filter.mtx,74112,74062,1731206,8,0.131341,210.895636
1679_mycielskian11.mtx,1536,1535,134710,8,0.047131,45.731127
1783_skirt.mtx,12672,12598,196520,8,0.025310,124.231141
2532_barrier2-12.mtx,115712,115625,3897557,8,0.212334,293.692738
0662_fpga_dcop_33.mtx,1280,1220,5892,8,0.016028,5.881836
1004_ukerbe1.mtx,6016,5981,15704,8,0.014059,17.871734
2604_auto.mtx,448768,448695,6629222,8,0.361080,293.750966
1584_epb1.mtx,14848,14734,95053,8,0.018878,80.562402
1314_Lederberg.mtx,8960,8843,41601,8,0.045103,14.757539
0683_fpga_dcop_17.mtx,1280,1220,5892,8,0.016107,5.853007
1151_cz2548.mtx,2560,2548,25674,8,0.016020,25.642665
0640_fpga_dcop_06.mtx,1280,1220,5860,8,0.016019,5.853058
0791_lp_scsd8.mtx,512,2750,8584,8,0.014987,9.164145
2148_heart3.mtx,2432,2339,682797,8,0.092553,118.037844
1048_spaceStation_9.mtx,1280,1180,19674,8,0.025235,12.474052
1668_memplus.mtx,17792,17758,126150,8,0.047264,42.704778
0488_dwt_346.mtx,384,346,3226,8,0.014061,3.670798
0962_lpi_klein3.mtx,1024,1082,13101,8,0.018068,11.601423
2160_Zd_Jac3_db.mtx,22912,22835,713907,8,0.064207,177.900087
0820_mk10-b2.mtx,3200,630,9450,8,0.014033,10.774756
0802_EPA.mtx,4864,4772,8965,8,0.028312,5.066409
2048_c-59.mtx,41344,41282,480536,8,0.038529,199.552007
2234_kim1.mtx,38528,38415,933195,8,0.064171,232.678200
2011_rail507.mtx,512,63516,409856,8,0.061416,106.774877
1018_add20.mtx,2432,2395,17319,8,0.021536,12.867147
1122_geom.mtx,7424,7343,23796,8,0.021205,17.955370
1310_bips98_1142.mtx,9856,9735,40983,8,0.017109,38.326943
1299_G31.mtx,2048,2000,39980,8,0.016994,37.641981
2190_vsp_mod2_pgp2_slptsk.mtx,101376,101364,778736,8,0.089626,139.019485
2644_flickr.mtx,820992,820878,9837214,8,0.652297,241.294255
0557_N_biocarta.mtx,2048,1996,4335,8,0.018276,3.795128
2647_kron_g500-logn17.mtx,131072,131072,10228360,8,0.562096,291.148896
2456_nv1.mtx,75520,75468,2449194,8,0.143671,272.756613
0964_power.mtx,4992,4941,13188,8,0.015065,14.006632
2081_e40r0100.mtx,17408,17281,553562,8,0.040568,218.326660
1378_lp_ken_11.mtx,14720,21349,49058,8,0.026222,29.934405
2176_g7jac180sc.mtx,53376,53370,747276,8,0.051734,231.112383
0744_jagmesh3.mtx,1152,1089,7361,8,0.013811,8.527928
2483_stomach.mtx,213376,213360,3021648,8,0.174723,276.702877
1057_G57.mtx,5120,5000,20000,8,0.014159,22.599840
0429_rdb450.mtx,512,450,2580,8,0.013906,2.968479
2759_3Dspectralwave.mtx,680960,680943,33650589,8,2.088785,257.762046
1444_barth5.mtx,15616,15606,61484,8,0.017167,57.303268
0069_ch4-4-b1.mtx,128,16,144,8,0.013117,0.175652
0377_mesh3em5.mtx,384,289,1889,8,0.013951,2.166414
1434_co5.mtx,5888,12325,57993,8,0.042929,21.614564
1472_ex14.mtx,3328,3251,66775,8,0.018467,57.854526
1840_mark3jac080.mtx,36736,36609,227955,8,0.028346,128.671822
1361_nl.mtx,7040,15325,47035,8,0.020663,36.419796
1180_n4c5-b7.mtx,3712,4735,29080,8,0.015079,30.857123
0126_GD97_a.mtx,128,84,332,8,0.013103,0.405412
0906_adder_dcop_33.mtx,1920,1813,11246,8,0.030077,5.982526
0692_fs_760_1.mtx,768,760,5976,8,0.015000,6.374373
0733_lp_qap8.mtx,1024,1632,7296,8,0.013951,8.367452
1270_rkat7_mat5.mtx,768,738,38114,8,0.039460,15.454120
1162_ex2.mtx,512,441,26839,8,0.048609,8.834209
0063_bcsstm04.mtx,256,132,132,8,0.012918,0.163491
0071_Trec7.mtx,128,36,147,8,0.014417,0.163138
2645_shipsec5.mtx,179968,179860,10113096,8,0.575693,281.069203
2391_Goodwin_071.mtx,56064,56021,1797934,8,0.102511,280.622278
1893_t520.mtx,5632,5563,286341,8,0.031687,144.585559
1856_ACTIVSg70K.mtx,70016,69999,238627,8,0.027341,139.646277
1667_ri2010.mtx,25216,25181,125750,8,0.022229,90.512166
1572_IG5-13.mtx,4096,4731,91209,8,0.017390,83.916180
1112_G42.mtx,2048,2000,23558,8,0.032475,11.606813
0680_fpga_dcop_15.mtx,1280,1220,5892,8,0.016524,5.705322
2437_il2010.mtx,451584,451554,2164464,8,0.148365,233.420908
1006_lp_cre_c.mtx,3072,6411,15977,8,0.038644,6.615067
0704_lp_perold.mtx,640,1506,6148,8,0.016103,6.108636
1058_sherman3.mtx,5120,5005,20033,8,0.015103,21.222702
0679_fpga_dcop_16.mtx,1280,1220,5892,8,0.016798,5.612262
2806_Long_Coup_dt6.mtx,1470208,1470152,87088992,8,5.680349,245.306039
1964_HEP-th-new.mtx,27776,27770,352807,8,0.049749,113.467502
2585_Hamrle3.mtx,1447424,1447360,5514242,8,0.489829,180.119696
2243_pcrystk02.mtx,14080,13965,968583,8,0.064809,239.124650
2509_stormG2_1000.mtx,528256,1377306,3459881,8,0.231824,238.793142
0522_QRpivot.mtx,768,749,3808,8,0.014096,4.322332
1386_lp_fit2p.mtx,3072,13525,50284,8,0.016078,50.039009
1160_Maragal_4.mtx,2048,1034,26719,8,0.047728,8.957036
1702_fome12.mtx,24320,48920,142528,8,0.037761,60.391787
2130_nemeth17.mtx,9600,9506,629620,8,0.057915,173.942879
0226_nos1.mtx,256,237,1017,8,0.013326,1.221053
0499_lp_beaconfd.mtx,256,295,3408,8,0.024503,2.225365
0101_lpi_forest6.mtx,128,131,246,8,0.013169,0.298892
0846_email.mtx,1152,1133,10902,8,0.019136,9.115446
0274_lp_bore3d.mtx,256,334,1448,8,0.018816,1.231316
1929_usroads-48.mtx,126208,126146,323900,8,0.035165,147.375854
0390_p0201.mtx,256,334,2056,8,0.019116,1.720825
0550_b_dyn.mtx,1152,1089,4264,8,0.014009,4.869926
1500_slptsk.mtx,2944,3347,72465,8,0.019186,60.431313
0985_Erdos982.mtx,5888,5822,14750,8,0.018165,12.991909
1062_stoch_aircraft.mtx,3840,7517,20267,8,0.015012,21.600807
1350_eurqsa.mtx,7296,7245,46142,8,0.018649,39.587498
0898_adder_dcop_25.mtx,1920,1813,11246,8,0.030113,5.975310
1725_Trec12.mtx,640,2726,151219,8,0.051804,46.705052
1860_astro-ph.mtx,16768,16706,242502,8,0.040235,96.433311
1519_cavity12.mtx,2688,2597,76367,8,0.012427,98.323907
1646_de2010.mtx,24192,24115,116056,8,0.022053,84.200568
1777_mult_dcop_03.mtx,25216,25187,193216,8,0.035204,87.815634
1660_bodyy4.mtx,17664,17546,121938,8,0.020279,96.207801
2354_lp_nug30.mtx,52352,379350,1567800,8,0.094911,264.297220
1064_CollegeMsg.mtx,1920,1899,20296,8,0.024033,13.512362
1129_ch.mtx,3712,8291,24102,8,0.020302,18.994764
2279_vsp_finan512_scagr7-2c_rlfddd.mtx,139776,139752,1104040,8,0.087754,201.298327
0286_oscil_dcop_43.mtx,512,430,1544,8,0.014039,1.759648
1521_aug2d.mtx,29056,29008,76832,8,0.018071,68.027476
0706_jagmesh1.mtx,1024,936,6264,8,0.014014,7.151828
2362_d_pretok.mtx,182784,182730,1641672,8,0.102328,256.692697
1263_t2dal_a.mtx,4352,4257,37465,8,0.015858,37.800975
0724_spaceShuttleEntry_1.mtx,640,560,6891,8,0.012262,8.991975
2096_c-68.mtx,64896,64810,566006,8,0.053269,170.006591
1894_bcsstk16.mtx,4992,4884,290378,8,0.031046,149.652228
1164_zenios.mtx,2944,2873,27191,8,0.016906,25.733408
2592_consph.mtx,83456,83334,6010480,8,0.345434,278.396977
2694_af_0_k101.mtx,503680,503625,17550675,8,0.970492,289.348803
1916_c-61.mtx,43648,43618,310016,8,0.044052,112.599936
2516_mycielskian14.mtx,12288,12287,3695512,8,0.219298,269.624366
0092_dwt_72.mtx,128,72,222,8,0.013921,0.255148
1319_utm3060.mtx,3072,3060,42211,8,0.016898,39.966634
1409_TSOPF_RS_b9_c6.mtx,7296,7224,54082,8,0.016933,51.101939
1169_model6.mtx,2176,5289,27628,8,0.028335,15.600684
0597_de063155.mtx,896,1848,4913,8,0.014881,5.282387
0032_jgl009.mtx,128,9,50,8,0.013976,0.057242
2043_ch8-8-b3.mtx,117632,18816,470400,8,0.039433,190.863855
2180_Baumann.mtx,112256,112211,760631,8,0.055041,221.110320
1336_deter3.mtx,7680,21777,44547,8,0.015687,45.434611
0350_M10PI_n.mtx,768,682,1633,8,0.013934,1.875132
0875_adder_dcop_60.mtx,1920,1813,11246,8,0.029058,6.192404
0749_fpga_trans_01.mtx,1280,1220,7382,8,0.018063,6.538715
0904_adder_dcop_30.mtx,1920,1813,11246,8,0.030018,5.994331
0108_cat_ears_2_1.mtx,128,85,254,8,0.013816,0.294152
0972_steam2.mtx,640,600,13760,8,0.020307,10.841595
1372_mimo28x28_system.mtx,13312,13251,48737,8,0.018000,43.321855
0778_N_pid.mtx,3712,3923,8054,8,0.029235,4.407813
2598_NACA0015.mtx,1039232,1039183,6229636,8,0.435787,228.722145
2737_delaunay_n22.mtx,4194304,4194304,25165738,8,2.310852,174.243892
1311_mbeause.mtx,512,496,41063,8,0.043374,15.147659
0200_cage6.mtx,128,93,785,8,0.014052,0.893807
0423_GL6_D_6.mtx,512,201,2526,8,0.014003,2.886224
0367_ch7-7-b1.mtx,896,49,1764,8,0.013252,2.129812
2677_crankseg_2.mtx,63872,63838,14148858,8,0.820324,275.966205
0834_S80PI_n.mtx,4224,4182,10261,8,0.014011,11.717697
0592_tumorAntiAngiogenesis_8.mtx,512,490,4776,8,0.044572,1.714457
0868_adder_dcop_16.mtx,1920,1813,11246,8,0.029116,6.179895
2058_c-66b.mtx,50048,49989,499007,8,0.060982,130.925681
2006_c-55.mtx,32896,32780,403450,8,0.052777,122.311913
0312_oscil_dcop_02.mtx,512,430,1544,8,0.013978,1.767359
1266_dynamicSoaringProblem_7.mtx,3584,3511,37680,8,0.029691,20.305028
1295_G28.mtx,2048,2000,39980,8,0.017046,37.526446
2323_li.mtx,22784,22695,1350309,8,0.080199,269.393172
0456_S20PI_n.mtx,1280,1182,2881,8,0.014016,3.288895
1803_TSOPF_RS_b162_c1.mtx,5376,5374,205399,8,0.059266,55.450959
1565_p2p-Gnutella30.mtx,36736,36682,88328,8,0.021946,64.397971
0143_gams10a.mtx,128,171,407,8,0.014586,0.446441
1370_mimo46x46_system.mtx,13312,13250,48735,8,0.017828,43.737077
0476_bcsstm23.mtx,3200,3134,3134,8,0.014003,3.581010
2047_g7jac120.mtx,35584,35550,475296,8,0.039001,194.986993
0840_lshp1561.mtx,1664,1561,10681,8,0.014027,12.183743
1873_ex19.mtx,12032,12005,259879,8,0.030574,136.000356
1583_lp_qap15.mtx,6400,22275,94950,8,0.019098,79.547396
1862_wing.mtx,62080,62032,243088,8,0.027118,143.425919
0332_oscil_dcop_50.mtx,512,430,1544,8,0.014082,1.754306
1719_hangGlider_4.mtx,15616,15561,149532,8,0.017112,139.815650
0745_Chem97ZtZ.mtx,2560,2541,7361,8,0.022177,5.310683
1267_lp_d6cube.mtx,512,6184,37704,8,0.042994,14.031390
1908_FX_March2010.mtx,1408,9498,301899,8,0.058987,81.888858
2555_thread.mtx,29824,29736,4470048,8,0.258018,277.193162
1742_ulevimin.mtx,6656,46937,164538,8,0.047353,55.595501
1620_r05.mtx,5248,9690,104145,8,0.052628,31.662041
1806_route.mtx,20992,43019,206782,8,0.041996,78.781779
1528_aug2dc.mtx,30208,30200,80000,8,0.018129,70.604017
2715_wikipedia-20051105.mtx,1635072,1634989,19753078,8,1.252700,252.294428
0307_oscil_dcop_26.mtx,512,430,1544,8,0.013907,1.776367
1921_crystk01.mtx,4992,4875,315891,8,0.029647,170.479491
1090_ch7-7-b2.mtx,7424,882,22050,8,0.015047,23.446222
0241_lp_lotfi.mtx,256,366,1136,8,0.024619,0.738279
0263_n4c5-b10.mtx,128,630,1320,8,0.013843,1.525705
0409_bcsstk05.mtx,256,153,2423,8,0.014970,2.589693
2357_pkustk09.mtx,34048,33960,1583640,8,0.096162,263.495742
0961_Pd.mtx,8192,8081,13036,8,0.014609,14.277109
1773_wiki-RfA.mtx,11392,11380,188077,8,0.049531,60.754429
0207_n3c5-b3.mtx,256,120,840,8,0.013817,0.972691
1250_dynamicSoaringProblem_4.mtx,3200,3191,36516,8,0.023372,24.998083
2313_in2010.mtx,267136,267071,1281716,8,0.087124,235.382744
0614_freeFlyingRobot_1.mtx,896,798,5246,8,0.026313,3.189923
0336_oscil_dcop_07.mtx,512,430,1544,8,0.013910,1.775933
0047_GD02_a.mtx,128,23,87,8,0.014017,0.099305
2373_ny2010.mtx,350208,350169,1709544,8,0.109117,250.674288
1399_l30.mtx,2816,16281,52070,8,0.017071,48.802753
1690_cavity25.mtx,4608,4562,138187,8,0.016039,137.848720
2689_TSOPF_RS_b2383_c1.mtx,38144,38120,16171169,8,0.929969,278.222830
1243_lp_dfl001.mtx,6144,12230,35632,8,0.031662,18.006418
1131_bcsstm34.mtx,640,588,24270,8,0.031443,12.349787
0150_lp_adlittle.mtx,128,138,424,8,0.015053,0.450684
0786_lp_ken_07.mtx,2432,3602,8404,8,0.017835,7.539221
2756_coPapersCiteseer.mtx,434176,434102,32073440,8,2.016775,254.453254
1981_c-56.mtx,35968,35910,380900,8,0.058783,103.677008
2526_laminar_duct3D.mtx,67200,67173,3833077,8,0.207017,296.251709
2056_std1_Jac2_db.mtx,22016,21982,498771,8,0.050099,159.292112
0966_radfr1.mtx,1152,1048,13299,8,0.016925,12.571940
0356_GD96_a.mtx,1152,1096,1677,8,0.014179,1.892431
1705_ted_B.mtx,10624,10605,144579,8,0.023739,97.446346
1188_data.mtx,2944,2851,30186,8,0.015465,31.231183
2616_radiation.mtx,223104,223104,7637688,8,0.414432,294.868568
2270_watson_1.mtx,201216,386992,1055093,8,0.078729,214.425129
1880_enron.mtx,69248,69244,276143,8,0.060070,73.552577
1033_eris1176.mtx,1280,1176,18552,8,0.013838,21.449879
0467_dwt_361.mtx,384,361,2953,8,0.013965,3.383248
0606_dwt_592.mtx,640,592,5104,8,0.013931,5.862018
0043_jgl011.mtx,128,11,76,8,0.013958,0.087118
2308_std1_Jac2.mtx,22016,21982,1248731,8,0.103472,193.092781
0651_fpga_dcop_46.mtx,1280,1220,5892,8,0.016045,5.875619
2117_3D_28984_Tetra.mtx,29056,28984,599170,8,0.072214,132.753811
1574_hangGlider_3.mtx,10368,10260,92703,8,0.042744,34.700808
2580_para-7.mtx,156032,155924,5416358,8,0.306255,282.972827
1241_reorientation_5.mtx,2944,2904,35590,8,0.021581,26.386144
2730_AS365.mtx,3799296,3799275,22736152,8,2.408106,151.064153
1034_lhr01.mtx,1536,1477,18592,8,0.009741,30.536859
0256_arc130.mtx,256,130,1282,8,0.023147,0.886149
2239_ASIC_100k.mtx,99456,99340,954163,8,0.072771,209.790619
1972_RFdevice.mtx,74112,74104,365580,8,0.054265,107.790978
0579_cdde1.mtx,1024,961,4681,8,0.013958,5.365695
1748_mark3jac060.mtx,27520,27449,170695,8,0.025240,108.207531
2698_af_1_k101.mtx,503680,503625,17550675,8,0.961867,291.943468
1374_zeros_nopss_13k.mtx,13312,13296,48827,8,0.017981,43.448509
0902_adder_dcop_24.mtx,1920,1813,11246,8,0.029187,6.164955
0420_dw256B.mtx,512,512,2500,8,0.013981,2.860988
2211_ms2010.mtx,171904,171778,839980,8,0.062506,215.012862
0932_G51.mtx,1024,1000,11818,8,0.026299,7.190034
1262_t2dal.mtx,4352,4257,37465,8,0.015408,38.904142
0178_ch5-5-b4.mtx,128,600,600,8,0.013857,0.692783
0582_cdde6.mtx,1024,961,4681,8,0.014027,5.339304
1463_p2p-Gnutella24.mtx,26624,26518,65369,8,0.021340,49.010332
0273_gre_343.mtx,384,343,1435,8,0.013966,1.643945
0858_adder_dcop_07.mtx,1920,1813,11226,8,0.030059,5.975498
0946_cryg2500.mtx,2560,2500,12349,8,0.013931,14.182809
0574_l9.mtx,256,1483,4659,8,0.015009,4.966506
0330_oscil_dcop_51.mtx,512,430,1544,8,0.013907,1.776326
0837_dwt_1242.mtx,1280,1242,10426,8,0.014081,11.846516
1206_G65.mtx,8064,8000,32000,8,0.015008,34.115429
0842_lp_25fv47.mtx,896,1876,10705,8,0.036081,4.747136
2376_venkat25.mtx,62464,62424,1717792,8,0.096730,284.138833
1956_mark3jac120.mtx,55040,54929,342475,8,0.034579,158.465205
1424_bayer03.mtx,6784,6747,56196,8,0.020185,44.544143
0540_young2c.mtx,896,841,4089,8,0.013977,4.680846
0591_lp_agg3.mtx,640,758,4756,8,0.017480,4.353199
0800_tols4000.mtx,4096,4000,8784,8,0.023116,6.079827
1433_whitaker3.mtx,9856,9800,57978,8,0.017010,54.536117
2052_stat96v4.mtx,3200,63076,491336,8,0.041147,191.055541
1662_sc205-2r.mtx,35328,62423,123239,8,0.021134,93.302232
2691_cit-Patents.mtx,3774848,3774768,16518948,8,1.937229,136.433649
2165_pds-60.mtx,99456,336421,719557,8,0.056952,202.152394
2321_hvdc2.mtx,189952,189860,1347273,8,0.085480,252.179875
0044_Ragusa16.mtx,128,24,81,8,0.013869,0.093448
2503_amazon0505.mtx,410240,410236,3356824,8,0.191477,280.499180
1895_g7jac080sc.mtx,23680,23670,293976,8,0.028343,165.955370
1816_ch7-7-b5.mtx,35328,52920,211680,8,0.024297,139.392646
2485_cfd2.mtx,123520,123440,3087898,8,0.177037,279.074303
2708_af_shell4.mtx,504960,504855,17588875,8,1.006270,279.668341
2476_ins2.mtx,309504,309412,2751484,8,0.178513,246.613672
2386_karted.mtx,46592,133115,1770349,8,0.110423,256.519602
0408_poisson2D.mtx,384,367,2417,8,0.013890,2.784164
1677_cat_ears_4_4.mtx,19072,44448,132888,8,0.021145,100.554043
0341_oscil_dcop_41.mtx,512,430,1544,8,0.014024,1.761608
2780_ldoor.mtx,952320,952203,46522475,8,2.980219,249.766782
2026_FEM_3D_thermal1.mtx,17920,17880,430740,8,0.037170,185.411729
2814_europe_osm.mtx,50912128,50912018,108109320,8,19.962401,86.650354
1099_df2177.mtx,640,10358,22336,8,0.016913,21.129865
2473_filter3D.mtx,106496,106437,2707179,8,0.157905,274.308877
2583_para-10.mtx,156032,155924,5416358,8,0.313869,276.108104
2299_boyd1.mtx,93312,93279,1211231,8,0.111251,174.197535
2603_pkustk13.mtx,94976,94893,6616827,8,0.395507,267.679939
1546_G64.mtx,7040,7000,82918,8,0.043975,30.168939
1334_mycielskian10.mtx,768,767,44392,8,0.036492,19.463875
2639_bibd_22_8.mtx,256,319770,8953560,8,0.533293,268.626926
0065_GD01_c.mtx,128,33,135,8,0.014030,0.153953
0577_cdde5.mtx,1024,961,4681,8,0.013853,5.406461
2717_bundle_adj.mtx,513408,513351,20208051,8,1.246341,259.422496
0166_lp_blend.mtx,128,114,522,8,0.015090,0.553474
1909_OPF_6000.mtx,29952,29902,302418,8,0.033532,144.302399
1037_spaceStation_8.mtx,1280,1157,18945,8,0.025345,11.959774
2740_GL7d17.mtx,1548672,955128,25978098,8,1.661726,250.131223
1307_Franz7.mtx,10240,1740,40424,8,0.015753,41.057935
1757_nasa2910.mtx,2944,2910,174296,8,0.032825,84.958948
0479_utm300.mtx,384,300,3155,8,0.016014,3.152169
1135_airfoil1.mtx,4352,4253,24578,8,0.014981,26.249012
1476_ex37.mtx,3584,3565,67591,8,0.013794,78.402192
2327_lp_osa_60.mtx,10368,243246,1408073,8,0.119603,188.366381
1612_ford1.mtx,18816,18728,101576,8,0.019316,84.137634
1467_c-36.mtx,7552,7479,65941,8,0.048708,21.660708
0713_bcspwr09.mtx,1792,1723,6511,8,0.014076,7.400882
0136_flower_4_1.mtx,128,129,386,8,0.013873,0.445167
2463_pkustk06.mtx,43264,43164,2571768,8,0.149317,275.576430
1979_vsp_model1_crew1_cr42_south31.mtx,45184,45101,379952,8,0.059835,101.599593
1903_us04.mtx,256,28016,297538,8,0.059232,80.372578
0570_tumorAntiAngiogenesis_7.mtx,512,475,4597,8,0.045695,1.609629
0079_lp_sc50a.mtx,128,78,160,8,0.013870,0.184566
0669_fpga_dcop_35.mtx,1280,1220,5892,8,0.016075,5.864659
2009_mycielskian12.mtx,3072,3071,407200,8,0.068612,94.957193
2228_fe_tooth.mtx,78208,78136,905182,8,0.061372,235.986522
0344_TF11.mtx,256,236,1607,8,0.014241,1.805448
0232_fs_183_4.mtx,256,183,1069,8,0.018137,0.943048
1104_mhd1280b.mtx,1280,1280,22778,8,0.015973,22.816743
1466_c-30.mtx,5376,5321,65693,8,0.049030,21.437461
0391_Trec9.mtx,128,201,2147,8,0.010910,3.148556
1497_FA.mtx,10624,10617,72176,8,0.018859,61.235225
2537_iChem_Jacobian.mtx,274176,274087,4137369,8,0.224552,294.799675
0620_S40PI_n.mtx,2304,2182,5341,8,0.014025,6.093331
0458_orbitRaising_1.mtx,512,442,2906,8,0.014023,3.315792
1704_pltexpa.mtx,27008,70364,143059,8,0.022513,101.674305
1028_spaceStation_7.mtx,1152,1134,18252,8,0.026073,11.200391
0552_fs_541_2.mtx,640,541,4285,8,0.014039,4.883447
0589_illc1033.mtx,1152,320,4732,8,0.014040,5.392691
2212_soc-sign-epinions.mtx,131840,131828,841372,8,0.092709,145.206539
1068_bcsstm35.mtx,30336,30237,20619,8,0.017120,19.269805
0056_p0033.mtx,128,48,113,8,0.014135,0.127906
1298_G26.mtx,2048,2000,39980,8,0.017112,37.381605
1864_deltaX.mtx,68608,21961,247424,8,0.030051,131.735902
2442_web-Stanford.mtx,281984,281903,2312497,8,0.153773,240.614162
0655_fpga_dcop_47.mtx,1280,1220,5892,8,0.016104,5.853833
2827_indochina-2004.mtx,7414912,7414866,194109311,8,14.457314,214.821994
1953_pds-30.mtx,50048,158489,340635,8,0.037525,145.241671
2467_nxp1.mtx,414720,414604,2656177,8,0.210385,202.005393
1765_wang4.mtx,26112,26068,177196,8,0.023159,122.420949
1218_cavity06.mtx,1280,1182,32747,8,0.011402,45.954639
1059_shyy41.mtx,4736,4720,20042,8,0.014078,22.778676
1590_lp_ken_13.mtx,28672,42659,97246,8,0.034273,45.397973
0430_rdb450l.mtx,512,450,2580,8,0.013942,2.960875
2614_Stanford_Berkeley.mtx,683520,683446,7583376,8,0.520063,233.306363
0726_ukerbe1_dual.mtx,1920,1866,7076,8,0.013651,8.293425
2396_watson_2.mtx,352128,677224,1846391,8,0.161701,182.696705
1141_G56.mtx,5120,5000,24996,8,0.014997,26.667975
0278_nnc261.mtx,384,261,1500,8,0.013881,1.728947
2557_t2em.mtx,921728,921632,4590832,8,0.313613,234.216778
2275_TSOPF_RS_b39_c30.mtx,60160,60098,1079986,8,0.067145,257.350674
1626_as-caida.mtx,31488,31379,106762,8,0.049092,34.795866
1189_ch7-6-b5.mtx,5120,15120,30240,8,0.014991,32.275486
2216_mesh_deform.mtx,234112,9393,853829,8,0.061237,223.088541
2581_para-6.mtx,156032,155924,5416358,8,0.309234,280.246165
1580_rdist1.mtx,4224,4134,94408,8,0.026523,56.951472
0661_fpga_dcop_34.mtx,1280,1220,5892,8,0.016048,5.874342
2798_vas_stokes_2M.mtx,2146688,2146677,65129037,8,4.470513,233.097343
0768_bibd_12_5.mtx,128,792,7920,8,0.016028,7.906275
0208_adjnoun.mtx,128,112,850,8,0.016954,0.802177
0682_fpga_dcop_28.mtx,1280,1220,5892,8,0.016044,5.875959
1438_G58.mtx,5120,5000,59140,8,0.034801,27.189679
0667_fpga_dcop_48.mtx,1280,1220,5892,8,0.016002,5.891116
0693_fs_760_2.mtx,768,760,5976,8,0.014979,6.383388
0025_Tina_DisCal.mtx,128,11,41,8,0.013391,0.048987
1401_air05.mtx,512,7195,52121,8,0.033465,24.919796
0412_lp_gfrd_pnc.mtx,640,1160,2445,8,0.013836,2.827322
2107_IG5-16.mtx,18944,18485,588326,8,0.043574,216.026608
0324_oscil_dcop_52.mtx,512,430,1544,8,0.014010,1.763290
0753_n3c6-b10.mtx,768,2511,7425,8,0.014024,8.470999
0743_west2021.mtx,2048,2021,7353,8,0.014006,8.400011
1762_t2dah_a.mtx,11520,11445,176117,8,0.024197,116.454389
1703_shock-9.mtx,36480,36476,142580,8,0.021220,107.507747
0170_dwt_87.mtx,128,87,541,8,0.014018,0.617494
1755_IG5-14.mtx,6784,7621,173337,8,0.021381,129.712972
1640_mark3jac040.mtx,18304,18289,113435,8,0.022377,81.107846
2505_GaAsH6.mtx,61440,61349,3381809,8,0.199758,270.872455
1210_deter1.mtx,5632,15737,32187,8,0.016928,30.421863
1770_Goodwin_023.mtx,6016,6005,182168,8,0.018431,158.140727
1515_cavity13.mtx,2688,2597,76367,8,0.012520,97.591613
