mtx,m,n,nnz,N,time,gflops
1261_t2dal_bci.mtx,4352,4257,37465,8,0.020202,29.671863
1256_162bit.mtx,3712,3597,37118,8,0.020387,29.131304
2586_roadNet-CA.mtx,1971328,1971281,5533214,8,0.940710,94.111296
0346_oscil_trans_01.mtx,512,430,1614,8,0.016279,1.586341
1672_aug3dcqp.mtx,35584,35543,128115,8,0.040655,50.420952
2375_venkat50.mtx,62464,62424,1717792,8,0.214250,128.283250
2388_n4c6-b8.mtx,198912,163215,1790055,8,0.232620,123.122847
0575_bp_1000.mtx,896,822,4661,8,0.054522,1.367823
1240_ch7-8-b2.mtx,11776,1176,35280,8,0.020525,27.501996
0907_adder_dcop_02.mtx,1920,1813,11246,8,0.039756,4.526038
1172_bayer05.mtx,3328,3268,27836,8,0.036450,12.218697
2811_cage15.mtx,5154944,5154859,99199551,8,11.366380,139.639249
1036_mk10-b3.mtx,4736,3150,18900,8,0.019355,15.624070
1732_lhr07c.mtx,7424,7337,156508,8,0.083596,29.955014
1219_cavity05.mtx,1280,1182,32747,8,0.042865,12.223408
0856_rajat02.mtx,2048,1960,11187,8,0.076491,2.340048
2654_hood.mtx,220544,220542,10768436,8,1.310457,131.477059
0825_lp_sctap3.mtx,1536,3340,9734,8,0.026779,5.815850
2624_rail2586.mtx,2688,923269,8011362,8,1.106253,115.870253
2595_Ga10As10H30.mtx,113152,113081,6115633,8,0.800169,122.286833
0527_lshp_577.mtx,640,577,3889,8,0.019701,3.158389
0525_lp_standmps.mtx,512,1274,3878,8,0.053779,1.153749
0191_lp_recipe.mtx,128,204,687,8,0.019680,0.558550
1170_lp_truss.mtx,1024,8806,27836,8,0.025919,17.183649
0353_lpi_qual.mtx,384,464,1646,8,0.019735,1.334462
0750_dwt_918.mtx,1024,918,7384,8,0.021586,5.473246
0827_S80PI_n1.mtx,4096,4028,9927,8,0.024674,6.437317
2369_ns3Da.mtx,20480,20414,1679599,8,0.257035,104.552350
0196_lpi_klein1.mtx,128,108,750,8,0.020389,0.588555
1720_pds10.mtx,16640,16558,149658,8,0.050455,47.458829
2143_Zd_Jac2_db.mtx,22912,22835,676439,8,0.156313,69.239624
1495_ex18.mtx,5888,5773,71805,8,0.039627,28.992652
0048_Stranke94.mtx,128,10,90,8,0.018043,0.079809
2771_RM07R.mtx,381696,381689,37464962,8,4.512593,132.837020
2712_Freescale1.mtx,3428864,3428755,18920347,8,2.614899,115.769482
1435_meg1.mtx,2944,2904,58142,8,0.078637,11.829944
0045_LF10.mtx,128,18,82,8,0.016800,0.078096
1346_Franz6.mtx,7680,3016,45456,8,0.027369,26.574002
0881_adder_dcop_20.mtx,1920,1813,11246,8,0.050674,3.550878
0094_GD96_d.mtx,256,180,229,8,0.024207,0.151359
0276_bcsstm11.mtx,1536,1473,1473,8,0.017321,1.360644
2736_NLR.mtx,4163840,4163763,24975952,8,3.562161,112.183374
0218_cat_ears_4_1.mtx,384,313,938,8,0.017819,0.842238
0483_cz308.mtx,384,308,3182,8,0.019115,2.663457
1569_model5.mtx,1920,11802,89925,8,0.073410,19.599633
0850_adder_dcop_04.mtx,1920,1813,11107,8,0.056910,3.122695
1756_bratu3d.mtx,27904,27792,173796,8,0.044325,62.734493
2286_denormal.mtx,89472,89400,1156224,8,0.175362,105.493909
0617_lshp_778.mtx,896,778,5272,8,0.018838,4.477822
1323_freeFlyingRobot_14.mtx,6016,5958,43298,8,0.031531,21.971007
2690_great-britain_osm.mtx,7733888,7733822,16313034,8,3.193844,81.722386
0490_bibd_81_2.mtx,3328,3240,3240,8,0.015602,3.322695
2146_bibd_17_8.mtx,256,24310,680680,8,0.125563,86.736463
0915_adder_dcop_40.mtx,1920,1813,11246,8,0.039498,4.555604
0024_farm.mtx,128,17,41,8,0.015582,0.042101
1294_G30.mtx,2048,2000,39980,8,0.027728,23.069901
2183_trans4.mtx,116864,116835,766396,8,0.132646,92.444149
0428_S20PI_n1.mtx,1152,1028,2547,8,0.016145,2.524111
1445_air02.mtx,128,6774,61555,8,0.069390,14.193331
0184_GD01_a.mtx,384,311,645,8,0.016444,0.627589
2524_barrier2-4.mtx,113152,113076,3805068,8,0.449702,135.380994
1413_p2p-Gnutella25.mtx,22784,22687,54705,8,0.036679,23.863137
1522_c-38.mtx,8192,8127,77689,8,0.058427,21.274678
2615_web-BerkStan.mtx,685312,685230,7600595,8,0.940463,129.308124
0967_lp_pilotnov.mtx,1024,2446,13331,8,0.035726,5.970273
0546_b2_ss.mtx,1152,1089,4228,8,0.016481,4.104639
1089_bcsstm13.mtx,2048,2003,21943,8,0.016762,20.945652
2671_BenElechi1.mtx,245888,245874,13150496,8,1.626780,129.340124
2461_power9.mtx,155392,155376,2512300,8,0.647832,62.048231
2170_n4c6-b6.mtx,104192,51813,728805,8,0.108767,107.210126
1394_cq5.mtx,5120,11748,51571,8,0.059859,13.784674
1843_lhr10c.mtx,10752,10672,232633,8,0.062427,59.623558
2306_al2010.mtx,252288,252266,1230482,8,0.180141,109.290533
0590_lp_agg2.mtx,640,758,4740,8,0.020517,3.696500
0426_can_292.mtx,384,292,2540,8,0.018674,2.176342
0903_adder_dcop_27.mtx,1920,1813,11246,8,0.039396,4.567327
1735_g7jac050sc.mtx,14848,14760,157990,8,0.040998,61.657812
1382_c-25.mtx,3840,3797,49635,8,0.032984,24.077082
1156_barth.mtx,6784,6691,26439,8,0.019049,22.207532
1284_seymourl.mtx,4992,6316,38493,8,0.020741,29.694011
1796_flower_7_4.mtx,27776,67593,202218,8,0.047493,68.125955
1711_shermanACb.mtx,18560,18510,145149,8,0.081499,28.495812
0281_GL7d11.mtx,1024,60,1513,8,0.015502,1.561565
2232_pds-80.mtx,129280,434580,927826,8,0.143533,103.426858
1603_rajat27.mtx,20736,20640,99777,8,0.073162,21.820588
0864_adder_dcop_13.mtx,1920,1813,11245,8,0.039271,4.581448
2768_PFlow_742.mtx,742912,742793,37138461,8,4.376474,135.774925
0760_D_10.mtx,512,816,7614,8,0.019710,6.180797
1666_aft01.mtx,8320,8205,125567,8,0.037622,53.401997
0194_rotor1.mtx,128,100,708,8,0.019366,0.584929
0113_GD95_c.mtx,128,62,287,8,0.016414,0.279761
1205_n2c6-b7.mtx,4096,5715,31920,8,0.019142,26.680442
1611_Kemelmacher.mtx,28544,9693,100875,8,0.036409,44.329981
0670_fpga_dcop_38.mtx,1280,1220,5892,8,0.019428,4.852442
2495_3dtube.mtx,45440,45330,3213618,8,0.418101,122.979513
0077_karate.mtx,128,34,156,8,0.016339,0.152766
2288_viscorocks.mtx,37888,37762,1162244,8,0.156376,118.917963
0315_oscil_dcop_37.mtx,512,430,1544,8,0.016382,1.508030
1960_cvxbqp1.mtx,50048,50000,349968,8,0.065623,85.327873
0038_Ragusa18.mtx,128,23,64,8,0.015635,0.065493
2567_ecology1.mtx,1000064,1000000,4996000,8,0.639603,124.977586
2018_ch7-9-b3.mtx,105856,17640,423360,8,0.074839,90.510584
0280_mycielskian7.mtx,128,95,1510,8,0.019556,1.235455
0249_ash608.mtx,640,188,1216,8,0.015418,1.261877
1076_lpi_ceria3d.mtx,3584,4400,21178,8,0.033682,10.060081
1212_Goodwin_010.mtx,1280,1182,32282,8,0.030394,16.993675
0141_ch5-5-b1.mtx,256,25,400,8,0.015388,0.415917
2269_nemsemm1.mtx,3968,75352,1053986,8,0.198851,84.806224
0229_lp_vtp_base.mtx,256,346,1051,8,0.019140,0.878586
2258_pds-90.mtx,142848,475448,1014136,8,0.156088,103.954988
0809_jagmesh9.mtx,1408,1349,9101,8,0.016460,8.846590
0081_bcspwr02.mtx,128,49,167,8,0.015681,0.170394
0314_oscil_dcop_56.mtx,512,430,1544,8,0.016445,1.502200
1767_t60k.mtx,60032,60005,178880,8,0.052193,54.836716
0389_GL6_D_10.mtx,256,341,2053,8,0.018654,1.760893
0963_USpowerGrid.mtx,4992,4941,13188,8,0.018398,11.469322
0005_GL7d10.mtx,128,60,8,8,0.015989,0.008006
1886_chipcool0.mtx,20096,20082,281150,8,0.056273,79.938881
2074_apache1.mtx,80896,80800,542184,8,0.088716,97.783591
1910_waveguide3D.mtx,21120,21036,303468,8,0.057710,84.136527
2652_bmwcra_1.mtx,148864,148770,10644002,8,1.290462,131.971343
2497_Goodwin_095.mtx,100096,100037,3226066,8,0.383542,134.579836
2719_msdoor.mtx,415872,415863,20240935,8,2.300671,140.765457
2655_ohne2.mtx,181376,181343,11063545,8,1.275419,138.791071
0224_gre_185.mtx,256,185,1005,8,0.015404,1.043870
2675_rgg_n_2_20_s0.mtx,1048576,1048576,13783240,8,1.594003,138.350964
0734_rdb1250l.mtx,1280,1250,7300,8,0.016226,7.198430
2409_conf5_4-8x8-05.mtx,49152,49152,1916928,8,0.242393,126.533325
0399_lp_nug06.mtx,384,486,2232,8,0.015438,2.313275
0333_oscil_dcop_55.mtx,512,430,1544,8,0.016432,1.503449
2061_t3dl_a.mtx,20480,20360,509866,8,0.082834,98.484562
2734_human_gene1.mtx,22400,22283,24669643,8,3.060638,128.964723
2033_2D_27628_bjtcai.mtx,27648,27628,442898,8,0.084126,84.235604
0012_lpi_galenet.mtx,128,14,22,8,0.015222,0.023125
2120_vsp_bump2_e18_aa01_model1_crew1.mtx,56448,56438,601602,8,0.133629,72.032548
0376_mesh3e1.mtx,384,289,1889,8,0.016239,1.861216
1890_fome13.mtx,48640,97840,285056,8,0.079862,57.109932
1687_cavity16.mtx,4608,4562,138187,8,0.034464,64.154143
0034_n3c4-b2.mtx,128,15,60,8,0.015435,0.062198
1541_kineticBatchReactor_6.mtx,7808,7773,82500,8,0.053250,24.788710
1853_ch7-8-b3.mtx,58880,11760,235200,8,0.051892,72.519804
0981_mycielskian9.mtx,384,383,14542,8,0.054667,4.256149
0836_SciMet.mtx,3200,3084,10413,8,0.036542,4.559306
0958_freeFlyingRobot_3.mtx,1792,1718,12922,8,0.055405,3.731679
0600_S40PI_n1.mtx,2048,2028,5007,8,0.015845,5.056044
2404_Zd_Jac3.mtx,22912,22835,1916152,8,0.279006,109.884408
2169_id2010.mtx,149888,149842,728264,8,0.120894,96.383718
2599_delaunay_n20.mtx,1048576,1048576,6291372,8,0.784465,128.319162
1053_G47.mtx,1024,1000,19980,8,0.018649,17.142063
0650_fpga_dcop_51.mtx,1280,1220,5892,8,0.018933,4.979337
0821_jagmesh4.mtx,1536,1440,9504,8,0.016858,9.020518
0711_lp_fffff800.mtx,640,1028,6401,8,0.040622,2.521191
1782_vsp_befref_fxm_2_4_air02.mtx,14208,14109,196448,8,0.085194,36.894359
1388_beacxc.mtx,512,506,50409,8,0.065626,12.289986
2465_cop20k_A.mtx,121216,121192,2624331,8,0.324452,129.415870
1722_model10.mtx,4480,16819,150372,8,0.067402,35.695668
0999_lshp2233.mtx,2304,2233,15337,8,0.017496,14.025324
2636_atmosmodd.mtx,1270528,1270432,8814880,8,1.090251,129.362955
2340_raefsky3.mtx,21248,21200,1488768,8,0.195783,121.666640
2820_Cube_Coup_dt6.mtx,2164864,2164760,127206144,8,14.583673,139.560063
1200_c-27.mtx,4608,4563,31375,8,0.059486,8.438895
1412_ex7.mtx,1664,1633,54543,8,0.039261,22.227756
2744_cage14.mtx,1505792,1505785,27130349,8,3.107663,139.682325
2681_kkt_power.mtx,2063616,2063494,14612663,8,1.974713,118.398246
1754_SiH4.mtx,5120,5041,171903,8,0.067682,40.637623
1005_nos3.mtx,1024,960,15844,8,0.017484,14.499199
2573_amazon-2008_weighted.mtx,2643_m_t1.mtx,97664,97578,9753570,8,1.169247
0959_rajat12.mtx,1920,1879,12926,8,0.068959,2.999105
0264_impcol_d.mtx,512,425,1339,8,0.016093,1.331236
2667_halfb.mtx,224640,224617,12387821,8,1.460370,135.722504
1838_onetone2.mtx,36096,36057,227628,8,0.052114,69.886580
1226_gemat11.mtx,4992,4929,33185,8,0.019876,26.713022
1393_n3c6-b7.mtx,6528,6435,51480,8,0.021459,38.383308
0058_n4c5-b11.mtx,128,120,120,8,0.015766,0.121785
1602_ex9.mtx,3456,3363,99471,8,0.050670,31.409918
2429_com-DBLP.mtx,317184,317080,2099732,8,0.306778,109.511403
2662_tp-6.mtx,142848,1014301,11537419,8,1.345601,137.186808
1368_PGPgiantcompo.mtx,10752,10680,48632,8,0.042392,18.355328
2326_va2010.mtx,285824,285762,1402128,8,0.201983,111.068793
2268_case39.mtx,40320,40216,1042160,8,0.184924,90.169721
0595_plsk1919.mtx,1920,1919,9662,8,0.016304,9.482050
0705_GL6_D_8.mtx,640,637,6153,8,0.017703,5.561159
2179_Andrews.mtx,60032,60000,760154,8,0.111658,108.926432
0573_rdb800l.mtx,896,800,4640,8,0.015647,4.744764
1456_fd18.mtx,16512,16428,63406,8,0.036751,27.604576
0703_lowThrust_1.mtx,640,584,6133,8,0.042999,2.282092
1428_whitaker3_dual.mtx,19200,19190,57162,8,0.036252,25.228933
0918_adder_dcop_43.mtx,1920,1813,11246,8,0.041063,4.381905
1044_coater1.mtx,1408,1348,19457,8,0.021584,14.423319
1258_reorientation_7.mtx,3072,3057,37150,8,0.049889,11.914383
1462_c-34.mtx,6656,6611,64333,8,0.059934,17.174344
2111_bcsstk33.mtx,8832,8738,591904,8,0.099747,94.945026
0584_hor_131.mtx,512,434,4710,8,0.018528,4.067273
2742_FullChip.mtx,2987136,2987012,26621990,8,3.244535,131.282872
0188_ash331.mtx,384,104,662,8,0.015453,0.685446
0311_oscil_dcop_36.mtx,512,430,1544,8,0.016641,1.484555
0018_n3c4-b4.mtx,128,15,30,8,0.015336,0.031299
2590_Ga3As3H12.mtx,61440,61349,5970947,8,0.730580,130.766180
2522_barrier2-1.mtx,113152,113076,3805068,8,0.453623,134.210825
1738_bcsstk24.mtx,3584,3562,159910,8,0.055213,46.339925
1775_Ill_Stokes.mtx,20992,20896,191368,8,0.043999,69.590287
2464_net125.mtx,36736,36720,2577200,8,0.319520,129.053684
1489_air06.mtx,896,8627,70806,8,0.057043,19.860405
2079_soc-sign-Slashdot090221.mtx,82176,82144,549202,8,0.104403,84.166285
0410_lund_b.mtx,256,147,2441,8,0.017371,2.248302
2763_packing-500x100x100-b050.mtx,2145920,2145852,34976486,8,3.978875,140.648737
2801_bone010.mtx,986752,986703,71666325,8,8.177218,140.226329
0688_fpga_dcop_23.mtx,1280,1220,5892,8,0.018568,5.077253
1111_G35.mtx,2048,2000,23556,8,0.042467,8.875044
0913_adder_dcop_14.mtx,1920,1813,11246,8,0.039352,4.572437
2525_barrier2-3.mtx,113152,113076,3805068,8,0.454773,133.871454
2356_mi2010.mtx,329984,329885,1578090,8,0.222031,113.720381
0235_fs_183_3.mtx,256,183,1069,8,0.020723,0.825355
1609_Franz8.mtx,16768,7176,100368,8,0.036784,43.657736
2713_circuit5M_dc.mtx,3523328,3523317,19194193,8,2.484829,123.592843
1564_n4c6-b13.mtx,6400,25605,88200,8,0.036578,38.580551
0636_spaceStation_2.mtx,384,329,5817,8,0.019511,4.770262
2380_crashbasis.mtx,160000,160000,1750416,8,0.224257,124.886684
1877_rlfddd.mtx,4096,61521,264627,8,0.072456,58.435517
1070_p2p-Gnutella08.mtx,6400,6301,20777,8,0.022540,14.748494
2381_majorbasis.mtx,160000,160000,1750416,8,0.224226,124.903883
1078_bayer09.mtx,3200,3083,21216,8,0.020522,16.541142
0283_lp_scorpion.mtx,512,466,1534,8,0.016720,1.467951
1269_reorientation_8.mtx,3200,3108,37894,8,0.056752,10.683370
1866_bcsstk25.mtx,15488,15439,252241,8,0.052501,76.872604
2372_gas_sensor.mtx,66944,66917,1703365,8,0.217443,125.337817
2705_af_shell5.mtx,504960,504855,17588875,8,2.002252,140.552740
0945_delaunay_n11.mtx,2048,2048,12254,8,0.016863,11.627046
1137_ex25.mtx,896,848,24612,8,0.046547,8.460104
1461_rosen10.mtx,2176,6152,64192,8,0.042887,23.948235
0239_rdb200.mtx,256,200,1120,8,0.015335,1.168544
0890_adder_dcop_54.mtx,1920,1813,11246,8,0.039164,4.594431
1397_ca-HepTh.mtx,9984,9877,51971,8,0.036614,22.710846
0602_Roget.mtx,1024,1022,5075,8,0.017365,4.676144
1941_Franz11.mtx,47104,30144,329728,8,0.064705,81.533381
0567_lp_tuff.mtx,384,628,4561,8,0.030447,2.396853
0684_fpga_dcop_20.mtx,1280,1220,5892,8,0.018940,4.977335
1581_bayer10.mtx,13440,13436,94926,8,0.036669,41.419483
0554_fs_541_1.mtx,640,541,4285,8,0.016491,4.157393
0405_ch7-8-b1.mtx,1280,56,2352,8,0.015512,2.426018
0383_olm500.mtx,512,500,1996,8,0.015585,2.049214
0129_lp_sc105.mtx,128,163,340,8,0.015354,0.354294
2700_af_shell7.mtx,504960,504855,17588875,8,2.013588,139.761485
2729_12month1.mtx,12544,872622,22624727,8,2.692934,134.424268
2499_nd3k.mtx,9088,9000,3279690,8,0.420134,124.900756
0839_dwg961b.mtx,1024,961,10591,8,0.017427,9.724025
1774_scsd8-2r.mtx,8704,60550,190210,8,0.046119,65.988911
1548_rajat08.mtx,19456,19362,83443,8,0.036673,36.405211
1248_scagr7-2b.mtx,9856,13847,35885,8,0.019734,29.094939
1759_c-45.mtx,13312,13206,174452,8,0.058638,47.600804
2174_olesnik0.mtx,88320,88263,744216,8,0.112644,105.708596
2144_cbuckle.mtx,13696,13681,676515,8,0.167807,64.504112
1995_nemeth05.mtx,9600,9506,394808,8,0.063771,99.057120
2716_hugetric-00010.mtx,6592768,6592765,19771708,8,3.620022,87.388239
0593_bp_1400.mtx,896,822,4790,8,0.054236,1.413088
1976_bcircuit.mtx,68992,68902,375558,8,0.068734,87.423444
1436_scrs8-2r.mtx,14464,27691,58439,8,0.037015,25.260345
1032_Chebyshev2.mtx,2176,2053,18447,8,0.030814,9.578438
2613_pkustk12.mtx,94720,94653,7512317,8,0.943199,127.435506
1478_nemspmm2.mtx,2304,8734,68225,8,0.057756,18.900253
0736_iiasa.mtx,768,3639,7317,8,0.017640,6.636903
0746_scrs8-2c.mtx,1920,3499,7367,8,0.017225,6.843169
2552_TSOPF_RS_b300_c3.mtx,42240,42138,4413449,8,0.526774,134.052073
1848_lhr11c.mtx,11008,10964,233741,8,0.064314,58.149618
1030_Maragal_3.mtx,1792,860,18391,8,0.061838,4.758536
1202_p2p-Gnutella06.mtx,8832,8717,31525,8,0.036493,13.821735
2142_Zd_Jac6_db.mtx,22912,22835,663643,8,0.110259,96.302715
1592_Franz10.mtx,19712,4164,97508,8,0.036875,42.308363
1693_cavity20.mtx,4608,4562,138187,8,0.034440,64.198015
2059_ncvxqp3.mtx,75008,75000,499964,8,0.084654,94.495363
0654_fpga_dcop_45.mtx,1280,1220,5892,8,0.018824,5.008092
1342_qpband.mtx,20096,20000,45000,8,0.020600,34.951402
0022_mycielskian4.mtx,128,11,40,8,0.015376,0.041624
0155_GD00_a.mtx,384,352,458,8,0.015492,0.473008
1593_comsol.mtx,1536,1500,97645,8,0.037496,41.666523
1576_Maragal_5.mtx,4736,3320,93091,8,0.067226,22.156083
0766_bcsstk07.mtx,512,420,7860,8,0.018134,6.935217
1455_lp_pds_06.mtx,9984,29351,63220,8,0.037816,26.748398
0171_cat_ears_3_1.mtx,256,181,542,8,0.015425,0.562212
0723_jagmesh2.mtx,1024,1009,6865,8,0.016469,6.669633
0580_cdde4.mtx,1024,961,4681,8,0.015915,4.705904
1942_shyy161.mtx,76544,76480,329762,8,0.066775,79.013905
0549_t2dal_e.mtx,4352,4257,4257,8,0.016565,4.111804
2209_g7jac200sc.mtx,59392,59310,837936,8,0.119875,111.841709
0472_n2c6-b9.mtx,384,1470,3060,8,0.015506,3.157426
1514_cavity10.mtx,2688,2597,76367,8,0.030475,40.093894
1982_viscoplastic2.mtx,32896,32769,381326,8,0.068581,88.963824
0624_n4c5-b3.mtx,1408,455,5400,8,0.015522,5.566127
0078_Trefethen_20.mtx,128,20,158,8,0.016183,0.156214
0555_lp_scsd6.mtx,256,1350,4316,8,0.012788,5.400184
0905_adder_dcop_23.mtx,1920,1813,11246,8,0.039395,4.567445
2235_HFE18_96_in.mtx,2432,4096,933343,8,0.181117,82.452194
2384_Lin.mtx,256000,256000,1766400,8,0.231095,122.297583
1727_192bit.mtx,13696,13682,154303,8,0.039542,62.435765
0030_cage4.mtx,128,9,49,8,0.015379,0.050978
2135_tomographic1.mtx,73216,59498,647495,8,0.106478,97.296241
2626_degme.mtx,185600,659415,8127528,8,0.981822,132.448026
2452_Delor295K.mtx,295808,1823928,2401323,8,0.302222,127.128763
0987_blckhole.mtx,2176,2132,14872,8,0.018623,12.777532
1056_olm5000.mtx,5120,5000,19996,8,0.017483,18.299926
1808_coater2.mtx,9600,9540,207308,8,0.048646,68.185616
1408_ncvxqp9.mtx,16640,16554,54040,8,0.033137,26.092994
0221_cis-n4c6-b15.mtx,128,920,960,8,0.016765,0.916184
2783_delaunay_n23.mtx,8388608,8388608,50331568,8,6.184196,130.219846
2367_qa8fm.mtx,66176,66127,1660579,8,0.212999,124.739134
2257_dawson5.mtx,51584,51537,1010777,8,0.139682,115.780557
0310_oscil_dcop_09.mtx,512,430,1544,8,0.016432,1.503426
1534_relat7b.mtx,22016,1045,81355,8,0.036712,35.456774
1651_conf6_0-4x4-30.mtx,3072,3072,119808,8,0.039584,48.426996
2336_NotreDame_actors.mtx,392448,127823,1470404,8,0.259201,90.765388
0296_oscil_dcop_16.mtx,512,430,1544,8,0.016338,1.512056
0912_adder_dcop_37.mtx,1920,1813,11246,8,0.039391,4.567972
2328_nc2010.mtx,289024,288987,1416620,8,0.206716,109.647734
1407_ex36.mtx,3200,3079,53843,8,0.036735,23.451683
0808_goddardRocketProblem_2.mtx,896,867,9058,8,0.044530,3.254639
1138_deter6.mtx,4352,12113,24771,8,0.020277,19.545940
1809_lowThrust_6.mtx,17024,16928,207349,8,0.075256,44.084093
1568_big_dual.mtx,30336,30269,89858,8,0.036766,39.105183
0564_NotreDame_yeast.mtx,2176,2114,4480,8,0.020609,3.478158
2530_barrier2-10.mtx,115712,115625,3897557,8,0.460748,135.347178
1427_MISKnowledgeMap.mtx,2432,2427,57022,8,0.037164,24.549412
0151_ash219.mtx,256,85,438,8,0.015187,0.461442
1008_California.mtx,9728,9664,16150,8,0.038105,6.781184
0480_dwt_492.mtx,512,492,3156,8,0.016288,3.100209
0448_lns_511.mtx,512,511,2796,8,0.016382,2.730826
1501_air04.mtx,896,8904,72965,8,0.047505,24.575283
0317_oscil_dcop_03.mtx,512,430,1544,8,0.016423,1.504228
0335_oscil_dcop_54.mtx,512,430,1544,8,0.016481,1.498959
1561_cs4.mtx,22528,22499,87716,8,0.037146,37.782629
2073_psmigr_2.mtx,3200,3140,540022,8,0.120523,71.690629
1855_struct4.mtx,4352,4350,237798,8,0.059475,63.972620
0244_dwt_162.mtx,256,162,1182,8,0.015978,1.183645
0677_fpga_dcop_25.mtx,1280,1220,5892,8,0.019266,4.893241
1491_L-9.mtx,18048,17983,71192,8,0.037093,30.708471
2343_mosfet2.mtx,47104,46994,1499460,8,0.195453,122.747448
2564_kron_g500-logn16.mtx,65536,65536,4912469,8,0.599641,131.077583
2650_mip1.mtx,66560,66463,10352819,8,1.256967,131.781637
0123_dolphins.mtx,128,62,318,8,0.016220,0.313689
1369_xingo_afonso_itaipu.mtx,13312,13250,48735,8,0.035923,21.706346
0830_dw1024.mtx,2048,2048,10114,8,0.016337,9.905373
2156_c-72.mtx,84096,84064,707558,8,0.113560,99.691551
0116_west0067.mtx,128,67,294,8,0.015521,0.303066
2714_eu-2005.mtx,862720,862664,19235140,8,2.233316,137.805031
1114_G41.mtx,2048,2000,23570,8,0.050226,7.508474
1246_deter2.mtx,6144,17313,35731,8,0.021388,26.729195
2330_thermomech_dM.mtx,204416,204316,1423116,8,0.195784,116.301169
1665_vsp_c-30_data_data.mtx,11136,11023,124368,8,0.060613,32.829605
0982_adder_trans_01.mtx,1920,1814,14579,8,0.061323,3.803842
0295_oscil_dcop_12.mtx,512,430,1544,8,0.016510,1.496336
2289_EternityII_Etilde.mtx,10112,204304,1170516,8,0.205456,91.154413
0811_G19.mtx,896,800,9322,8,0.036599,4.075295
0293_oscil_dcop_17.mtx,512,430,1544,8,0.016391,1.507171
0328_oscil_dcop_49.mtx,512,430,1544,8,0.016513,1.496063
2536_vsp_bcsstk30_500sep_10in_1Kout.mtx,58368,58348,4033156,8,0.485901,132.805766
1746_raefsky5.mtx,6400,6316,168658,8,0.043950,61.399842
0380_ash958.mtx,1024,292,1916,8,0.015388,1.992231
0656_fpga_dcop_49.mtx,1280,1220,5892,8,0.018815,5.010349
1051_G43.mtx,1024,1000,19980,8,0.018750,17.049847
0539_young1c.mtx,896,841,4089,8,0.016066,4.072125
1046_g7jac010sc.mtx,2944,2880,19635,8,0.021447,14.648328
0867_adder_dcop_53.mtx,1920,1813,11246,8,0.041181,4.369374
1874_jan99jac120.mtx,41472,41374,260202,8,0.062586,66.519891
0259_can_144.mtx,256,144,1296,8,0.016494,1.257156
1723_cage10.mtx,11520,11397,150645,8,0.041255,58.425224
2408_conf6_0-8x8-30.mtx,49152,49152,1916928,8,0.241577,126.960914
1653_conf5_0-4x4-22.mtx,3072,3072,119808,8,0.039587,48.422729
1656_conf5_0-4x4-10.mtx,3072,3072,119808,8,0.039672,48.319029
0922_145bit.mtx,1024,993,11315,8,0.017397,10.406186
0471_model1.mtx,384,798,3028,8,0.020367,2.378756
0728_ch6-6-b2.mtx,2432,450,7200,8,0.016396,7.026255
1917_n4c6-b5.mtx,51840,20058,310878,8,0.061183,81.298462
1325_ex23.mtx,1536,1409,43703,8,0.048555,14.401151
1190_bcsstk26.mtx,2048,1922,30336,8,0.020403,23.789284
0340_oscil_dcop_39.mtx,512,430,1544,8,0.016301,1.515514
1694_cavity18.mtx,4608,4562,138187,8,0.034366,64.335742
1488_aa03.mtx,896,8627,70806,8,0.056789,19.949218
0386_kneser_6_2_1.mtx,640,676,2027,8,0.015655,2.071729
0425_lpi_bgetam.mtx,512,816,2537,8,0.017283,2.348661
2063_gridgena.mtx,49024,48962,512084,8,0.082291,99.565524
0442_lp_scfxm1.mtx,384,600,2732,8,0.020779,2.103652
1997_nemeth07.mtx,9600,9506,394812,8,0.063495,99.488713
2574_pkustk11.mtx,87808,87804,5217912,8,0.622094,134.202462
1833_lowThrust_10.mtx,18304,18260,222005,8,0.077212,46.004458
2468_nasasrb.mtx,54912,54870,2677324,8,0.335784,127.573789
1118_hydr1.mtx,5376,5308,23752,8,0.018500,20.542697
2418_analytics.mtx,303872,303813,2006126,8,0.333025,96.383121
0501_pores_3.mtx,640,532,3474,8,0.016292,3.411803
1221_fxm2-16.mtx,3968,7335,32972,8,0.036883,14.303488
2100_thermal1.mtx,82688,82654,574458,8,0.090854,101.165398
0148_cis-n4c6-b1.mtx,256,21,420,8,0.015313,0.438855
1815_lowThrust_7.mtx,17408,17378,211561,8,0.062215,54.407568
0804_jagmesh6.mtx,1408,1377,8993,8,0.016453,8.745400
1686_cavity23.mtx,4608,4562,138187,8,0.034940,63.279852
1832_scfxm1-2r.mtx,38016,65943,221388,8,0.055029,64.370150
1340_kineticBatchReactor_2.mtx,4480,4361,44840,8,0.063686,11.265335
1599_coupled.mtx,11392,11341,98523,8,0.033507,47.045470
1813_copter1.mtx,17280,17222,211064,8,0.045986,73.435941
1447_rdist3a.mtx,2432,2398,61896,8,0.054535,18.159584
1643_g7jac040sc.mtx,11904,11790,114671,8,0.034732,52.825472
0828_M80PI_n1.mtx,4096,4028,9927,8,0.016524,9.611958
2224_tube2.mtx,21504,21498,897056,8,0.125388,114.468210
1381_ex6.mtx,1664,1651,49533,8,0.045567,17.392595
2431_darcy003.mtx,389888,389874,2101242,8,0.305369,110.095732
1439_G59.mtx,5120,5000,59140,8,0.056063,16.878075
