index,mtx,gflops
299,1578_ex26.mtx,1.171
300,2786_hugebubbles-00000.mtx,-1.000
301,2155_ch7-8-b4.mtx,-1.000
302,1760_epb2.mtx,0.414
303,0646_fpga_dcop_29.mtx,0.010
304,0537_1138_bus.mtx,0.005
305,2037_tandem_dual.mtx,0.629
306,0862_adder_dcop_11.mtx,0.302
307,0275_dwt_245.mtx,0.003
308,1285_jan99jac020.mtx,0.069
309,0481_str_400.mtx,0.009
310,1993_nemeth03.mtx,3.269
311,1550_bcsstk13.mtx,1.217
312,1400_aa4.mtx,-1.000
313,2017_cit-HepPh.mtx,1.446
314,0192_bcsstk22.mtx,0.001
315,0997_c-18.mtx,0.054
316,0298_oscil_dcop_22.mtx,0.002
317,1790_lowThrust_5.mtx,5.547
318,2405_conf6_0-8x8-80.mtx,7.301
319,2651_crankseg_1.mtx,-1.000
320,1017_rbsb480.mtx,0.114
321,1839_mark3jac080sc.mtx,0.429
322,1355_Franz4.mtx,-1.000
323,0829_can_838.mtx,0.030
324,0696_dwt_503.mtx,0.016
325,2249_or2010.mtx,1.817
326,1944_usroads.mtx,0.144
327,0528_tumorAntiAngiogenesis_3.mtx,0.045
328,0633_rdb968.mtx,0.010
329,0382_mk11-b1.mtx,-1.000
330,0289_oscil_dcop_21.mtx,0.001
331,2804_ljournal-2008.mtx,-1.000
332,0268_n2c6-b2.mtx,-1.000
333,1865_rajat26.mtx,2.670
334,1236_cell1.mtx,0.035
335,0093_divorce.mtx,-1.000
336,2836_Queen_4147.mtx,-1.000
337,1907_dixmaanl.mtx,0.569
338,0205_grid1_dual.mtx,0.001
339,1234_c-26.mtx,0.226
340,1606_piston.mtx,1.310
341,0424_lp_etamacro.mtx,-1.000
342,0747_scrs8-2b.mtx,-1.000
343,2816_hollywood-2009.mtx,-1.000
344,0921_adder_dcop_49.mtx,2.162
345,0934_G52.mtx,0.414
346,0413_dwt_310.mtx,0.029
347,1904_finance256.mtx,3.795
348,1827_bcsstk28.mtx,8.781
349,0133_west0156.mtx,0.001
350,1376_rajat13.mtx,6.225
351,2113_GL7d24.mtx,-1.000
352,0534_lp_stair.mtx,-1.000
353,0439_mcca.mtx,0.117
354,1071_mk11-b2.mtx,-1.000
355,1740_lock3491.mtx,6.764
356,0701_delaunay_n10.mtx,0.040
357,0678_fpga_dcop_13.mtx,0.070
358,1041_wang1.mtx,0.216
359,2092_Goodwin_040.mtx,8.921
360,1312_mk12-b2.mtx,-1.000
361,0855_TF13.mtx,-1.000
362,2161_cyl6.mtx,15.290
363,0596_bp_1600.mtx,0.036
364,1324_freeFlyingRobot_15.mtx,1.820
365,0568_IG5-9.mtx,-1.000
366,0935_G54.mtx,0.396
367,1645_ex31.mtx,4.139
368,1940_inlet.mtx,5.671
369,1157_as-735.mtx,3.432
370,2808_kron_g500-logn20.mtx,-1.000
371,2154_md2010.mtx,5.920
372,2731_Freescale2.mtx,-1.000
373,1373_ex24.mtx,1.455
374,0797_EX1(0).mtx,0.207
375,0730_bcsstm07.mtx,0.195
376,0098_d_dyn.mtx,0.001
377,0422_dwt_307.mtx,0.030
378,2607_TSOPF_RS_b2052_c1.mtx,7.988
379,0538_celegans_metabolic.mtx,0.253
380,1559_t2d_q9.mtx,0.939
381,1039_polblogs.mtx,0.801
382,2197_pkustk02.mtx,23.087
383,2227_nw14.mtx,-1.000
384,2500_wiki-talk-temporal.mtx,-1.000
385,2090_k1_san.mtx,6.515
386,1301_G22.mtx,1.002
387,1106_lp_80bau3b.mtx,-1.000
388,1328_flower_5_4.mtx,-1.000
389,0140_bcsstk01.mtx,0.004
390,0983_adder_trans_02.mtx,2.107
391,1074_swang2.mtx,0.199
392,2540_pkustk04.mtx,-1.000
