index,mtx,m,n,nnz,right-n,pixel_gflops
74,1185_deter5.mtx,5103,14529,29715,8,33.96
75,0609_cage.mtx,366,366,5124,8,4.315
76,0253_mk10-b1.mtx,630,45,1260,8,2.88
77,1544_jan99jac040sc.mtx,13694,13694,82842,8,73.637
78,1362_kneser_8_3_1.mtx,15737,15681,47042,8,41.815
79,1829_s2rmt3m1.mtx,5489,5489,219521,8,140.493
80,2099_ut2010.mtx,115406,115406,572066,8,78.906
81,0789_mhda416.mtx,416,416,8562,8,11.416
82,1805_mario001.mtx,38434,38434,206156,8,122.167
83,0104_IG5-6.mtx,30,77,251,8,0.335
84,0622_GL6_D_7.mtx,636,470,5378,8,6.146
85,2670_TSOPF_FS_b300_c3.mtx,84414,84414,13135930,8,1266.114
86,1192_c-28.mtx,4598,4598,30590,8,23.307
87,2401_imagesensor.mtx,118758,118758,1893170,8,373.96
88,1601_sctap1-2b.mtx,15390,33858,99454,8,93.604
89,2060_soc-Epinions1.mtx,75888,75888,508837,8,98.089
90,2109_mri1.mtx,65536,147456,589824,8,205.156
91,0187_rel5.mtx,340,35,656,8,1.312
92,1047_bcsstm12.mtx,1473,1473,19659,8,17.475
93,1067_kineticBatchReactor_1.mtx,2052,2052,20600,8,10.3
94,0447_lnsp_511.mtx,511,511,2796,8,3.195
95,0781_poli.mtx,4008,4008,8188,8,7.278
96,0984_pde2961.mtx,2961,2961,14585,8,19.447
97,1288_nasa1824(0).mtx,1824,1824,39208,8,31.366
98,1019_spaceStation_10.mtx,1272,1272,17478,8,15.536
99,1061_rw5151.mtx,5151,5151,20199,8,32.318
100,2304_mycielskian13.mtx,6143,6143,1227742,8,385.174
101,1786_bfly.mtx,49152,49152,196608,8,131.072
102,2440_H2O.mtx,67024,67024,2216736,8,422.235
103,0082_lap_25.mtx,25,25,169,8,0.338
104,2750_nd24k.mtx,72000,72000,28715634,8,886.969
105,0478_ch8-8-b1.mtx,1568,64,3136,8,5.575
106,0772_G32.mtx,2000,2000,8000,8,14.222
107,0149_gre_115.mtx,115,115,421,8,0.561
108,1442_sit100.mtx,10262,10262,61046,8,61.046
109,1527_LFAT5000.mtx,19994,19994,79966,8,127.946
110,0485_G12.mtx,800,800,3200,8,7.314
111,1163_freeFlyingRobot_6.mtx,3358,3358,27030,8,22.762
112,0626_n3c6-b3.mtx,1365,455,5460,8,7.942
113,0327_oscil_dcop_33.mtx,430,430,1544,8,1.9
114,0536_nnc666.mtx,666,666,4044,8,4.044
115,0871_adder_dcop_67.mtx,1813,1813,11246,8,9.47
116,2600_Chevron4.mtx,711450,711450,6376412,8,515.266
117,2280_ks2010.mtx,238600,238600,1121798,8,102.564
118,1673_lp_fit2d.mtx,25,10524,129042,8,54.333
119,0566_bp_800.mtx,822,822,4534,8,3.818
120,0402_Chebyshev1.mtx,261,261,2319,8,1.687
121,1251_dynamicSoaringProblem_6.mtx,3431,3431,36741,8,27.993
122,2818_Flan_1565.mtx,1564794,1564794,117406044,8,682.841
123,1296_G27.mtx,2000,2000,39980,8,49.206
124,2264_Dubcova2.mtx,65025,65025,1030225,8,257.556
125,0117_pivtol.mtx,102,102,306,8,0.612
126,2668_delaunay_n21.mtx,2097152,2097152,12582816,8,203.153
127,2584_para-5.mtx,155924,155924,5416358,8,264.213
128,1087_bcspwr10.mtx,5300,5300,21842,8,29.123
129,0258_gams30am.mtx,354,531,1287,8,1.287
130,1136_freeFlyingRobot_5.mtx,2878,2878,24582,8,20.701
131,0535_bp_400.mtx,822,822,4028,8,3.392
132,0611_netz4504.mtx,1961,1961,5156,8,6.346
133,1730_vt2010.mtx,32580,32580,155598,8,77.799
134,0421_dwb512.mtx,512,512,2500,8,3.636
135,0029_bcsstm01.mtx,48,48,48,8,0.154
136,1417_model9.mtx,2879,10939,55956,8,27.978
137,2551_TSOPF_FS_b300.mtx,29214,29214,4400122,8,1066.696
138,2066_ted_AB_unscaled.mtx,10605,10605,522387,8,269.619
139,0504_dwt_512.mtx,512,512,3502,8,4.31
140,1734_c-49.mtx,21132,21132,157042,8,104.695
141,2301_caidaRouterLevel.mtx,192244,192244,1218132,8,68.386
142,2172_brack2.mtx,62631,62631,733118,8,234.598
143,1357_Oregon-1.mtx,11492,11492,46818,8,37.454
144,0916_adder_dcop_35.mtx,1813,1813,11246,8,9.47
145,0707_n4c5-b9.mtx,630,1895,6300,8,6.72
146,1186_TF14.mtx,2644,3160,29862,8,29.862
147,2699_af_5_k101.mtx,503625,503625,17550675,8,631.036
148,2760_road_central.mtx,14081816,14081816,33866826,8,58.777
149,0459_wm1.mtx,207,277,2909,8,2.024
150,0272_dwt_198.mtx,198,198,1392,8,1.591
151,0956_lp_ship08l.mtx,778,4363,12882,8,8.961
152,2517_power197k.mtx,197156,197156,3698357,8,241.525
153,2324_nemeth22.mtx,9506,9506,1358832,8,679.416
154,2044_wathen100.mtx,30401,30401,471601,8,328.07
155,0740_cavity02.mtx,317,317,7327,8,4.187
156,1932_EAT_RS.mtx,23219,23219,325592,8,72.354
157,2459_c8_mat11.mtx,4562,5761,2462970,8,414.816
158,0343_lpi_chemcom.mtx,288,744,1590,8,1.817
159,0055_bcsstm03.mtx,112,112,112,8,0.299
160,0848_cage8.mtx,1015,1015,11003,8,11.737
161,0111_ex5.mtx,27,27,279,8,0.558
162,1957_mark3jac120sc.mtx,54929,54929,342475,8,152.211
163,1749_mark3jac060sc.mtx,27449,27449,170695,8,113.797
164,0393_gas11.mtx,459,862,2166,8,2.666
165,2310_ok2010.mtx,269118,269118,1274148,8,78.712
166,2565_LargeRegFile.mtx,2111154,801374,4944201,8,183.543
167,2014_nv2010.mtx,84538,84538,416998,8,80.385
168,1220_cavity08.mtx,1182,1182,32747,8,19.406
169,1147_lnsp3937.mtx,3937,3937,25407,8,29.037
170,2136_Delor64K.mtx,64719,1785345,652140,8,183.057
171,1830_s3rmt3m1.mtx,5489,5489,219521,8,146.347
172,1128_spaceShuttleEntry_2.mtx,1428,1428,24073,8,18.341
173,1494_EX4(0).mtx,2600,2600,71760,8,63.787
174,2660_fcondp2.mtx,201822,201822,11294316,8,676.813
175,0427_M20PI_n1.mtx,1028,1028,2547,8,3.705
176,1962_cond-mat-2005.mtx,40421,40421,351386,8,96.934
177,0496_lp_standgub.mtx,361,1383,3339,8,2.968
178,1505_ncvxqp1.mtx,12111,12111,73963,8,84.529
179,2076_psmigr_3.mtx,3140,3140,543162,8,188.926
180,0146_bcsstm06.mtx,420,420,420,8,0.96
181,0524_nemscem.mtx,651,1712,3840,8,3.614
182,2453_pkustk07.mtx,16860,16860,2418804,8,416.138
183,1985_g7jac100sc.mtx,29610,29610,384636,8,143.12
184,0345_bcspwr04.mtx,274,274,1612,8,1.984
185,0853_adder_dcop_01.mtx,1813,1813,11156,8,9.395
186,2433_wave.mtx,156317,156317,2118662,8,305.393
187,2559_engine.mtx,143571,143571,4706073,8,367.303
188,0599_M40PI_n1.mtx,2028,2028,5007,8,7.283
189,0980_bibd_17_4b.mtx,136,2380,14280,8,6.347
190,0237_bcsstm09.mtx,1083,1083,1083,8,2.888
191,0886_adder_dcop_47.mtx,1813,1813,11246,8,9.47
192,1947_ckt11752_tr_0.mtx,49702,49702,333029,8,140.223
193,2539_Delor338K.mtx,343236,887058,4211599,8,347.348
194,2078_soc-sign-Slashdot090216.mtx,81871,81871,545671,8,77.953
195,1685_raefsky6.mtx,3402,3402,137845,8,81.686
196,2115_pfinan512.mtx,74752,74752,596992,8,258.159
197,0911_adder_dcop_31.mtx,1813,1813,11246,8,8.997
198,2256_G_n_pin_pout.mtx,100000,100000,1002396,8,88.123
199,1464_Oregon-2.mtx,11806,11806,65460,8,47.607
200,2105_nemeth16.mtx,9506,9506,587012,8,335.435
201,1883_s3rmq4m1.mtx,5489,5489,281111,8,155.096
202,2103_crystm03.mtx,24696,24696,583770,8,311.344
203,1337_beause.mtx,497,507,44551,8,18.758
204,1978_vsp_south31_slptsk.mtx,39668,39668,379828,8,126.609
205,1395_lock1074.mtx,1074,1074,51588,8,30.571
206,2543_pkustk10.mtx,80676,80676,4308984,8,632.511
207,2834_uk-2002.mtx,18520486,18520486,298113762,8,500.769
208,2250_la2010.mtx,204447,204447,980634,8,92.841
209,0354_lpi_bgdbg1.mtx,348,629,1662,8,1.662
210,2746_ML_Laplace.mtx,377002,377002,27689972,8,759.931
211,1012_LeGresley_2508.mtx,2508,2508,16727,8,17.842
212,2000_ca-AstroPh.mtx,18772,18772,396160,8,69.655
213,0643_fpga_dcop_04.mtx,1220,1220,5884,8,4.955
214,2247_co2010.mtx,201062,201062,974574,8,84.746
215,2218_vsp_vibrobox_scagr7-2c_rlfddd.mtx,77328,77328,871172,8,132.75
216,0835_IG5-10.mtx,652,976,10273,8,8.651
217,2252_kneser_10_4_1.mtx,349651,330751,992252,8,62.016
218,0154_lpi_ex73a.mtx,193,211,457,8,0.562
219,1110_G39.mtx,2000,2000,23556,8,20.939
220,0121_impcol_b.mtx,59,59,312,8,0.499
221,2788_wb-edu.mtx,9845725,9845725,57156537,8,261.586
222,0716_cr42.mtx,905,1513,6614,8,8.819
223,1465_fe_4elt2.mtx,11143,11143,65636,8,70.012
224,1901_EX6(0).mtx,6545,6545,295680,8,189.235
225,0632_lp_grow15.mtx,300,645,5620,8,4.496
226,2129_nd2010.mtx,133769,133769,625946,8,100.151
227,2558_ship_001.mtx,34920,34920,4644230,8,614.113
228,0735_rdb1250.mtx,1250,1250,7300,8,10.618
229,0860_adder_dcop_09.mtx,1813,1813,11239,8,8.991
230,1587_cti.mtx,16840,16840,96464,8,110.245
231,1713_ccc.mtx,49152,49152,147456,8,214.481
232,1125_add32.mtx,4960,4960,23884,8,25.476
233,2094_g7jac140sc.mtx,41490,41490,565956,8,161.702
234,1683_abtaha2.mtx,37932,331,137228,8,129.156
235,0145_west0132.mtx,132,132,414,8,0.552
236,1306_freeFlyingRobot_10.mtx,5218,5218,40080,8,37.722
237,0610_dwt_607.mtx,607,607,5131,8,5.473
238,1784_skirt(0).mtx,12598,12598,196520,8,157.216
239,2803_audikw_1.mtx,943695,943695,77651847,8,479.703
240,1506_xingo3012.mtx,20944,20944,74386,8,79.345
241,2669_test1.mtx,392908,392908,12968200,8,120.355
242,0394_gre_512.mtx,512,512,2192,8,3.188
243,0452_ck400.mtx,400,400,2860,8,3.813
244,1615_psse0.mtx,26722,11028,102432,8,117.065
245,1475_powersim.mtx,15838,15838,67562,8,67.562
246,0285_oscil_dcop_38.mtx,430,430,1544,8,1.9
247,1800_g7jac060.mtx,17730,17730,203316,8,108.435
248,2241_crplat2.mtx,18010,18010,960946,8,427.087
249,1801_vsp_barth5_1Ksep_50in_5Kout.mtx,32212,32212,203610,8,56.168
250,0635_plat362.mtx,362,362,5786,8,5.446
251,1385_mbeacxc.mtx,496,496,49920,8,21.019
252,0437_fs_680_1.mtx,680,680,2646,8,3.257
253,2273_ts-palko.mtx,22002,47235,1076903,8,220.903
254,2015_onera_dual.mtx,85567,85567,419201,8,191.635
255,0880_adder_dcop_62.mtx,1813,1813,11246,8,9.47
256,0326_oscil_dcop_32.mtx,430,430,1544,8,1.9
257,2042_OPF_10000.mtx,43887,43887,467711,8,182.521
258,2230_ne2010.mtx,193352,193352,913854,8,100.839
259,0523_can_445.mtx,445,445,3809,8,3.809
260,1451_c-35.mtx,6537,6537,62891,8,43.75
261,1870_a5esindl.mtx,60008,60008,255004,8,177.394
262,1900_EX5(0).mtx,6545,6545,295680,8,197.12
263,2398_appu.mtx,14000,14000,1853104,8,136.008
264,2342_web-NotreDame.mtx,325729,325729,1497134,8,219.763
265,0379_west0479.mtx,479,479,1910,8,2.183
266,0806_laser.mtx,3002,3002,9000,8,16.0
267,1631_co9.mtx,10789,22924,109651,8,83.544
268,2582_para-8.mtx,155924,155924,5416358,8,263.41
269,2515_parabolic_fem.mtx,525825,525825,3674625,8,240.959
270,2307_amazon0302.mtx,262111,262111,1234877,8,87.813
271,0816_G16.mtx,800,800,9344,8,7.869
272,1539_gen2.mtx,1121,3264,81855,8,40.928
273,0759_model2.mtx,379,1321,7607,8,4.868
274,0168_lnsp_131.mtx,131,131,536,8,0.78
275,2276_dbic1.mtx,43200,226317,1081843,8,173.095
276,2214_ch7-8-b5.mtx,141120,141120,846720,8,229.619
277,2238_soc-Slashdot0902.mtx,82168,82168,948464,8,89.795
278,2344_boyd2.mtx,466316,466316,1500397,8,275.935
279,1567_jendrec1.mtx,2109,4228,89608,8,68.273
280,0440_tumorAntiAngiogenesis_2.mtx,305,305,2699,8,2.159
281,1578_ex26.mtx,2163,2163,94033,8,50.151
282,2786_hugebubbles-00000.mtx,18318143,18318143,54940162,8,112.352
283,2155_ch7-8-b4.mtx,141120,58800,705600,8,230.4
284,1760_epb2.mtx,25228,25228,175027,8,155.58
285,0646_fpga_dcop_29.mtx,1220,1220,5892,8,4.962
286,0537_1138_bus.mtx,1138,1138,4054,8,4.99
287,2037_tandem_dual.mtx,94069,94069,460493,8,199.132
288,0862_adder_dcop_11.mtx,1813,1813,11243,8,9.468
289,0275_dwt_245.mtx,245,245,1461,8,1.558
290,1285_jan99jac020.mtx,6774,6774,38692,8,38.692
291,0481_str_400.mtx,363,363,3157,8,3.367
292,1993_nemeth03.mtx,9506,9506,394808,8,242.959
293,1550_bcsstk13.mtx,2003,2003,83883,8,47.933
294,1400_aa4.mtx,426,7195,52121,8,34.747
295,2017_cit-HepPh.mtx,34546,34546,421578,8,66.13
296,0192_bcsstk22.mtx,138,138,696,8,0.928
297,0997_c-18.mtx,2169,2169,15145,8,11.539
298,0298_oscil_dcop_22.mtx,430,430,1544,8,1.9
299,1790_lowThrust_5.mtx,16262,16262,198369,8,144.268
300,2405_conf6_0-8x8-80.mtx,49152,49152,1916928,8,601.389
301,2651_crankseg_1.mtx,52804,52804,10614210,8,553.184
302,1017_rbsb480.mtx,480,480,17088,8,10.516
303,1839_mark3jac080sc.mtx,36609,36609,227955,8,135.084
304,1355_Franz4.mtx,6784,5252,46528,8,67.677
305,0829_can_838.mtx,838,838,10010,8,10.01
306,0696_dwt_503.mtx,503,503,6027,8,6.027
307,2249_or2010.mtx,196621,196621,979512,8,82.485
308,1944_usroads.mtx,129164,129164,330870,8,88.232
309,0528_tumorAntiAngiogenesis_3.mtx,410,410,3952,8,3.328
310,0633_rdb968.mtx,968,968,5632,8,7.509
311,0382_mk11-b1.mtx,990,55,1980,8,3.52
312,0289_oscil_dcop_21.mtx,430,430,1544,8,2.059
313,0268_n2c6-b2.mtx,455,105,1365,8,2.73
314,1865_rajat26.mtx,51032,51032,249302,8,142.458
315,1236_cell1.mtx,7055,7055,34855,8,55.768
316,0093_divorce.mtx,50,9,225,8,0.514
317,2836_Queen_4147.mtx,4147110,4147110,329499284,8,653.85
318,1907_dixmaanl.mtx,60000,60000,299998,8,299.998
319,0205_grid1_dual.mtx,224,224,840,8,0.896
320,1234_c-26.mtx,4307,4307,34537,8,24.026
321,1606_piston.mtx,2025,2025,100015,8,66.677
322,2578_cont11_l.mtx,1468599,1961394,5382999,8,246.785
323,0424_lp_etamacro.mtx,400,816,2537,8,3.122
324,0747_scrs8-2b.mtx,1820,3499,7367,8,7.858
325,2816_hollywood-2009.mtx,1139905,1139905,113891327,8,222.2
326,0921_adder_dcop_49.mtx,1813,1813,11246,8,8.997
327,0934_G52.mtx,1000,1000,11832,8,11.136
328,0413_dwt_310.mtx,310,310,2448,8,3.264
329,1904_finance256.mtx,37376,37376,298496,8,191.037
330,1827_bcsstk28.mtx,4410,4410,219024,8,106.193
331,0133_west0156.mtx,156,156,371,8,0.495
332,1376_rajat13.mtx,7598,7598,48922,8,28.991
333,2113_GL7d24.mtx,21074,105054,593892,8,63.348
334,0534_lp_stair.mtx,356,614,4003,8,2.669
335,0439_mcca.mtx,180,180,2659,8,2.239
336,1071_mk11-b2.mtx,6930,990,20790,8,33.264
337,1740_lock3491.mtx,3491,3491,160444,8,91.682
338,0701_delaunay_n10.mtx,1024,1024,6112,8,6.985
339,0678_fpga_dcop_13.mtx,1220,1220,5892,8,4.962
340,1041_wang1.mtx,2903,2903,19093,8,27.772
341,2092_Goodwin_040.mtx,17922,17922,561677,8,289.898
342,1312_mk12-b2.mtx,13860,1485,41580,8,60.48
343,0855_TF13.mtx,1121,1302,11185,8,12.783
344,2161_cyl6.mtx,13681,13681,714241,8,439.533
345,0596_bp_1600.mtx,822,822,4841,8,5.164
346,1324_freeFlyingRobot_15.mtx,6038,6038,43378,8,38.558
347,0568_IG5-9.mtx,342,540,4570,8,4.062
348,0935_G54.mtx,1000,1000,11832,8,9.964
349,1645_ex31.mtx,3909,3909,115357,8,80.248
350,1940_inlet.mtx,11730,11730,328323,8,175.106
351,2621_shipsec1.mtx,140874,140874,7813404,8,710.309
352,2430_mc2depi.mtx,525825,525825,2100225,8,420.045
353,1157_as-735.mtx,7716,7716,26467,8,28.231
354,2154_md2010.mtx,145247,145247,700378,8,83.008
355,2731_Freescale2.mtx,2999349,2999349,23042677,8,149.204
356,1373_ex24.mtx,2283,2283,48737,8,37.133
357,0797_EX1(0).mtx,560,560,8736,8,8.736
358,0730_bcsstm07.mtx,420,420,7252,8,6.107
359,0098_d_dyn.mtx,87,87,238,8,0.381
360,0422_dwt_307.mtx,307,307,2523,8,2.691
361,2607_TSOPF_RS_b2052_c1.mtx,25626,25626,6761100,8,1272.678
362,0538_celegans_metabolic.mtx,453,453,4065,8,3.423
363,1559_t2d_q9.mtx,9801,9801,87025,8,99.457
364,1039_polblogs.mtx,1490,1490,19025,8,17.906
365,2197_pkustk02.mtx,10800,10800,810000,8,418.065
366,2227_nw14.mtx,73,123409,904910,8,219.372
367,2500_wiki-talk-temporal.mtx,1140149,1140149,3309592,8,56.878
368,2090_k1_san.mtx,67759,67759,559774,8,248.788
369,1301_G22.mtx,2000,2000,39980,8,45.691
370,1106_lp_80bau3b.mtx,2262,12061,23264,8,13.294
371,1328_flower_5_4.mtx,5226,14721,43942,8,50.219
372,0140_bcsstk01.mtx,48,48,400,8,0.711
373,0983_adder_trans_02.mtx,1814,1814,14579,8,12.277
374,1074_swang2.mtx,3169,3169,20841,8,23.818
375,2540_pkustk04.mtx,55590,55590,4218660,8,482.133
376,2204_nj2010.mtx,169588,169588,829912,8,94.847
377,0233_fs_183_6.mtx,183,183,1069,8,1.006
378,1304_n2c6-b6.mtx,5715,4945,40005,8,42.672
379,0180_Sandi_sandi.mtx,314,360,613,8,0.701
380,0694_bfwb782.mtx,782,782,5982,8,6.381
381,1321_Alemdar.mtx,6245,6245,42581,8,48.664
382,1716_TSOPF_FS_b9_c6.mtx,14454,14454,147972,8,91.06
383,1171_bayer07.mtx,3268,3268,27836,8,20.244
384,2735_germany_osm.mtx,11548845,11548845,24738362,8,122.924
385,0604_rel6.mtx,2340,157,5101,8,6.278
386,1450_mk12-b5.mtx,10395,62370,62370,8,62.37
387,1899_sinc12.mtx,7500,7500,294986,8,174.807
388,2164_c-64.mtx,51035,51035,717841,8,239.28
389,2417_mixtank_new.mtx,29957,29957,1995041,8,371.17
390,0046_problem.mtx,12,46,86,8,0.125
391,0174_can_61.mtx,61,61,557,8,0.743
392,0433_lp_grow7.mtx,140,301,2612,8,2.09
393,1011_lp_pds_02.mtx,2953,7716,16571,8,15.596
394,1149_lp_degen3.mtx,1503,2604,25432,8,22.606
395,2641_gupta3.mtx,16783,16783,9323427,8,757.233
396,0639_fpga_dcop_07.mtx,1220,1220,5855,8,4.684
397,0847_lpi_cplex1.mtx,3005,5224,10947,8,11.677
398,0969_CAG_mat364.mtx,364,364,13585,8,10.35
399,2664_fullb.mtx,199187,199187,11708077,8,622.356
400,2278_ex11.mtx,16614,16614,1096948,8,438.779
401,0888_adder_dcop_48.mtx,1813,1813,11246,8,9.47
402,1223_lp_d2q06c.mtx,2171,5831,33081,8,20.358
403,2738_dielFilterV2clx.mtx,607232,607232,25309272,8,313.185
404,1139_email-Eu-core-temporal.mtx,1005,1005,24929,8,23.463
405,1533_kineticBatchReactor_5.mtx,7641,7641,80767,8,40.383
406,0562_pde900.mtx,900,900,4380,8,7.787
407,0222_ck104.mtx,104,104,992,8,1.443
408,2728_CoupCons3D.mtx,416800,416800,22322336,8,740.99
409,1846_lp_pds_20.mtx,33874,108175,232647,8,65.304
410,1199_c-23.mtx,3969,3969,31079,8,22.603
411,1999_nemeth09.mtx,9506,9506,395506,8,253.124
412,1579_stormg2-27.mtx,14441,37485,94274,8,83.799
413,0050_GD95_b.mtx,73,73,96,8,0.14
414,0107_wheel_6_1.mtx,83,85,254,8,0.369
415,1108_G36.mtx,2000,2000,23532,8,18.826
416,1429_ex10hs.mtx,2548,2548,57308,8,39.866
417,2295_az2010.mtx,241666,241666,1196094,8,75.942
418,2150_rgg_n_2_16_s0.mtx,65536,65536,684254,8,188.76
419,2781_hugetrace-00020.mtx,16002413,16002413,47997626,8,86.736
420,0162_bcsstm20.mtx,485,485,485,8,1.293
421,1769_nemsemm2.mtx,6943,48878,182012,8,72.805
422,0441_lshp_406.mtx,406,406,2716,8,2.897
423,0411_lp_israel.mtx,174,316,2443,8,1.954
424,2684_higgs-twitter.mtx,456626,456626,14855842,8,86.94
425,2709_human_gene2.mtx,14340,14340,18068388,8,354.717
426,0621_dynamicSoaringProblem_1.mtx,647,647,5367,8,4.294
427,0084_pores_1.mtx,30,30,180,8,0.32
428,1772_ca-CondMat.mtx,23133,23133,186936,8,58.647
429,2630_Ge99H100.mtx,112985,112985,8451395,8,390.816
430,0542_nos2.mtx,957,957,4137,8,7.355
431,2045_nemeth13.mtx,9506,9506,474472,8,303.662
432,1812_mk12-b3.mtx,51975,13860,207900,8,175.074
433,1689_cavity21.mtx,4562,4562,138187,8,81.889
434,0443_lp_finnis.mtx,497,1064,2760,8,3.154
435,1545_jan99jac040.mtx,13694,13694,82842,8,73.637
436,0076_bcsstm05.mtx,153,153,153,8,0.408
437,2131_mt2010.mtx,132288,132288,638668,8,85.871
438,1970_bibd_16_8.mtx,120,12870,360360,8,144.144
439,0290_oscil_dcop_25.mtx,430,430,1544,8,1.9
440,0605_spaceStation_3.mtx,467,467,5103,8,5.103
441,2549_TSOPF_RS_b678_c1.mtx,18696,18696,4396289,8,1212.769
442,0737_reorientation_1.mtx,677,677,7326,8,5.861
443,0169_lns_131.mtx,131,131,536,8,0.66
444,0832_lp_maros.mtx,846,1966,10137,8,5.232
445,1825_ABACUS_shell_ld.mtx,23412,23412,218484,8,158.897
446,1230_G60.mtx,7000,7000,34296,8,34.296
447,2638_CurlCurl_2.mtx,806529,806529,8921789,8,320.064
448,1367_circuit_3.mtx,12127,12127,48137,8,40.536
449,1275_G6.mtx,800,800,38352,8,38.352
450,2387_bbmat.mtx,38744,38744,1771722,8,590.574
451,2202_TSC_OPF_300.mtx,9774,9774,820804,8,469.031
452,0160_bcspwr03.mtx,118,118,476,8,0.586
453,2125_TSOPF_FS_b162_c1.mtx,10798,10798,608540,8,335.746
454,2743_F1.mtx,343791,343791,26837113,8,399.436
455,1912_Na5.mtx,5832,5832,305630,8,203.753
456,2128_c-69.mtx,67458,67458,623970,8,212.415
457,1468_aa5.mtx,801,8308,65953,8,42.21
458,2807_Long_Coup_dt0.mtx,1470152,1470152,87088992,8,663.219
