index,mtx,m,n,nnz,mp16,mp4,mpnz,128-ds-cycle,128-ds-mac,128-rm-cycle,128-rm-mac,128-smu-cycle,128-smu-mac,128-ds-energy,128-rm-energy,128-smu-energy,128-smu-speedup,64-ds-cycle,64-ds-mac,64-rm-cycle,64-rm-mac,64-smu-cycle,64-smu-mac,64-ds-energy,64-rm-energy,64-smu-energy,64-smu-speedup,128-ds-mt125,128-ds-mt25,128-ds-mt50,128-ds-mt75,128-ds-mt100,128-rm-mt125,128-rm-mt25,128-rm-mt50,128-rm-mt75,128-rm-mt100,128-smu-mt125,128-smu-mt25,128-smu-mt50,128-smu-mt75,128-smu-mt100,64-ds-mt125,64-ds-mt25,64-ds-mt50,64-ds-mt75,64-ds-mt100,64-rm-mt125,64-rm-mt25,64-rm-mt50,64-rm-mt75,64-rm-mt100,64-smu-mt125,64-smu-mt25,64-smu-mt50,64-smu-mt75,64-smu-mt100,128-ds-a-ntr,128-ds-b-ntr,128-ds-c-ntr,128-rm-a-ntr,128-rm-b-ntr,128-rm-c-ntr,128-smu-a-ntr,128-smu-b-ntr,128-smu-c-ntr,64-ds-a-ntr,64-ds-b-ntr,64-ds-c-ntr,64-rm-a-ntr,64-rm-b-ntr,64-rm-c-ntr,64-smu-a-ntr,64-smu-b-ntr,64-smu-c-ntr,128-ds-nt125,128-ds-nt25,128-ds-nt50,128-ds-nt75,128-ds-nt100,128-rm-nt125,128-rm-nt25,128-rm-nt50,128-rm-nt75,128-rm-nt100,128-smu-nt125,128-smu-nt25,128-smu-nt50,128-smu-nt75,128-smu-nt100,64-ds-nt125,64-ds-nt25,64-ds-nt50,64-ds-nt75,64-ds-nt100,64-rm-nt125,64-rm-nt25,64-rm-nt50,64-rm-nt75,64-rm-nt100,64-smu-nt125,64-smu-nt25,64-smu-nt50,64-smu-nt75,64-smu-nt100,128-rm-c-nut,128-smu-a-nut,128-smu-b-nut,128-smu-c-nut,64-rm-c-nut,64-smu-a-nut,64-smu-b-nut,64-smu-c-nut
1009,1274_G7.mtx,800,800,38352,125000,3155354,1872572,798926,1.83,195358,7.49,370542,3.95,38295.95,23783.85,19729.42,0.00,798926,3.66,330491,8.85,370542,7.90,38295.95,25186.67,19729.42,0.00,798713,208,5,0,0,160945,33437,975,1,0,369811,730,1,0,0,786222,12491,208,5,0,258580,67674,4213,24,0,317609,52202,730,1,0,1218531,1218531,1872572,1222462,1300841,2842858,1910369,1936906,1859515,1218531,1218531,1872572,1222462,1568302,2842858,1910369,1936906,1859515,1872392,180,0,0,0,974510,1505192,363156,0,0,1665716,172386,19860,1493,60,1872392,180,0,0,0,974510,1505192,363156,0,0,1665716,172386,19860,1493,60,1896334.55,414719.18,420854.88,1451365.06,1968059.25,414719.18,420854.88,1451365.06
1010,1559_t2d_q9.mtx,9801,9801,87025,22329,115835,776161,112407,5.39,36732,16.51,35024,17.31,10676.79,8098.48,5496.44,0.00,112407,10.79,47627,25.46,35024,34.63,10676.79,8172.25,5530.91,0.00,112407,0,0,0,0,20510,6457,5517,4248,0,15147,11507,7808,562,0,44734,67673,0,0,0,19426,6740,13707,7754,0,12147,2994,11519,4170,4194,292151,292151,776161,292151,505089,803355,426458,446942,517165,292151,292151,776161,292151,521394,803355,433160,453536,517165,776161,0,0,0,0,50448,409317,343590,0,0,53731,77338,115932,49988,220176,776161,0,0,0,0,50448,409317,343590,0,0,53731,77338,115932,49988,220176,634169.66,166261.48,174009.79,359695.73,687811.72,169317.12,177021.73,360846.90
1011,0988_Sieber.mtx,2290,2290,14873,21880,333477,7907329,71930,85.88,85944,71.88,63779,96.86,78329.64,27066.12,34845.14,0.00,133420,92.60,168455,73.34,125126,98.74,78329.64,33088.65,37931.89,0.00,10583,0,0,0,61347,3719,0,286,81939,0,1717,143,286,286,61347,9010,1716,0,0,122694,3004,1001,572,163878,0,859,715,286,143,123123,516374,1005863,7907329,1989131,682111,5947801,895610,1993850,5267549,1007293,1005863,7907329,1989131,1337337,5947801,1383812,2646788,5267549,54913,0,7852416,0,0,7152,2644213,3296436,0,0,1145,8580,16016,6864,5234944,54913,7852416,0,0,0,7152,2644213,3296436,0,0,1145,8580,16016,6864,5234944,5930274.37,720966.68,1632887.61,4660917.79,5933947.69,829867.70,1579006.05,3693434.42
1012,1532_lowThrust_3.mtx,7064,7064,80645,140046,1279801,15988161,596071,20.96,361652,34.54,227666,54.86,193178.57,67334.21,82085.09,0.00,714751,34.95,626716,39.86,345843,72.23,193178.57,76245.78,87134.09,0.00,475016,2211,853,1027,116964,115551,6749,238605,380,367,95849,10250,2922,1309,117336,471951,3413,3582,1369,234436,133355,17080,474810,641,830,74434,22119,10584,1882,236824,1602367,2546819,15988161,4467519,1641472,20252507,1754613,2694837,15882094,2546819,2546819,15988161,4467519,2603970,20252507,1773745,4575820,15882094,893608,46514,15048039,0,0,836890,393063,19022554,0,0,94034,471496,88014,181598,15046952,926549,15061612,0,0,0,836890,393063,19022554,0,0,94034,471496,88014,181598,15046952,19765083.44,1186610.11,2124725.48,15581884.97,19948785.95,920731.54,2901590.46,11198846.88
1013,0721_orsirr_1.mtx,1030,1030,6858,2937,17298,46976,14887,2.47,3561,10.31,4249,8.64,845.07,561.89,426.76,0.00,14887,4.93,4989,14.71,4253,17.26,845.07,592.79,428.40,0.00,14812,75,0,0,0,2874,440,124,25,98,3533,375,301,40,0,13756,1056,75,0,0,3648,754,334,59,194,2682,854,363,214,140,26071,26071,46976,26565,31646,62708,34247,35791,43420,26071,26071,46976,26565,36725,62708,34697,35965,43420,46976,0,0,0,0,22016,18894,21798,0,0,11790,10994,6302,10986,3348,46976,0,0,0,0,22016,18894,21798,0,0,11790,10994,6302,10986,3348,48497.99,11763.54,12405.68,33765.61,53757.44,11979.29,12548.97,33948.67
1014,1525_pesa.mtx,11738,11738,79566,104538,370339,548538,208924,2.05,99659,4.30,112444,3.81,10185.96,8394.87,5570.81,0.00,208924,4.10,122514,7.00,112530,7.62,10185.96,8575.48,5577.48,0.00,207845,979,100,0,0,93296,4070,1525,473,295,106010,4844,1447,127,16,198182,9663,979,100,0,108164,8650,3914,1188,598,96288,9739,4876,1169,458,327092,327092,548538,334715,363344,744872,500368,507989,478505,327092,327092,548538,334715,390008,744872,500977,509901,478505,544938,3600,0,0,0,302568,306456,135848,0,0,246028,117477,78349,22591,14060,544938,3600,0,0,0,302568,306456,135848,0,0,246028,117477,78349,22591,14060,430503.60,114104.24,117248.67,310923.21,493428.00,114095.92,117828.47,310351.93
1015,1383_cryg10000.mtx,10000,10000,49699,20188,60479,247296,97876,1.97,23902,8.08,22588,8.55,4790.15,3417.67,2383.37,0.00,97876,3.95,30118,12.83,22588,17.11,4790.15,3439.98,2383.37,0.00,97876,0,0,0,0,20160,1256,1861,625,0,17663,1203,3722,0,0,89277,8599,0,0,0,21455,4964,2449,1250,0,13949,3714,1203,3647,75,154687,154688,247296,154687,197502,353283,184750,190151,217299,154687,154688,247296,154687,200496,353283,184750,190151,217299,247296,0,0,0,0,135164,178619,39500,0,0,43104,39700,0,99509,34986,247296,0,0,0,0,135164,178619,39500,0,0,43104,39700,0,99509,34986,272631.55,64008.80,66773.96,163203.82,301238.20,64008.80,66773.96,163203.82
1016,0113_GD95_c.mtx,62,62,287,46,398,1721,229,5.87,103,13.05,90,14.94,23.40,14.70,12.77,0.00,237,11.35,140,19.21,93,28.91,23.40,16.06,13.21,0.00,204,14,9,2,0,77,8,10,7,1,56,18,12,2,2,182,31,15,5,4,82,27,12,15,4,39,18,18,7,11,550,578,1721,693,745,1950,753,914,1496,579,578,1721,693,935,1950,814,1020,1496,1197,380,144,0,0,266,478,1206,0,0,169,344,475,344,164,1285,436,0,0,0,266,478,1206,0,0,169,344,475,344,164,1456.39,302.59,390.22,1268.21,1575.28,329.48,438.84,1246.61
1017,0737_reorientation_1.mtx,677,677,7326,9285,55471,480746,46421,8.09,17056,22.02,13354,28.13,6338.00,2570.82,2724.20,0.00,49661,15.13,25944,28.95,16558,45.37,6338.00,2812.93,2859.24,0.00,43032,150,79,118,3042,9924,572,6444,64,52,9254,502,369,88,3141,42738,335,308,157,6123,11622,1312,12830,86,94,8137,1132,572,458,6259,84408,109688,480746,161861,87585,623619,98091,122495,470273,109688,109688,480746,161861,113306,623619,100069,171363,470273,80089,5020,395637,0,0,72500,39745,511374,0,0,23404,21932,10621,27436,386880,85121,395625,0,0,0,72500,39745,511374,0,0,23404,21932,10621,27436,386880,581836.87,47811.01,71983.63,443086.06,598198.52,41212.96,91280.24,330770.86
1018,2606_boneS01.mtx,127224,127224,6715152,2315826,19294384,394029846,15765498,19.53,13703265,22.46,5574216,55.22,3552899.92,2238149.58,1553585.28,0.00,19369740,31.79,18045908,34.12,8142412,75.61,3552899.92,2374544.01,1667054.72,0.00,7441824,3255744,4000158,1067772,0,6389465,2903376,2792703,1276356,341365,848945,693189,1209172,815509,2007401,9087375,2169516,3254454,3024024,1834371,6106399,3709538,3813488,2382170,2034313,578102,518204,985373,899086,5161647,70929306,87183513,394029846,133446816,114826398,288398115,113418819,121166090,154780389,87183513,87183513,394029846,133446816,133379742,288398115,135716580,141721289,154780389,135757545,181392717,76879584,0,0,32256252,165733845,90408018,0,0,2656083,16006812,25857792,36898362,73361340,156555096,237474750,0,0,0,32256252,165733845,90408018,0,0,2656083,16006812,25857792,36898362,73361340,198488349.73,57748066.99,62332520.61,115188170.90,236512660.86,57789911.86,60661007.42,105344091.41
1019,0152_bfwa62.mtx,62,62,450,50,974,3800,429,6.92,185,16.05,159,18.67,49.27,31.12,26.82,0.00,432,13.74,277,21.44,164,36.20,49.27,33.81,27.13,0.00,384,36,7,2,0,113,34,19,13,6,68,42,45,4,0,249,136,39,4,4,146,48,46,23,14,41,30,45,30,18,1212,1207,3800,1442,1920,3959,1942,2153,3089,1229,1207,3800,1442,2335,3959,1986,2226,3089,3371,275,154,0,0,364,1255,2340,0,0,572,653,1507,357,0,3446,354,0,0,0,364,1255,2340,0,0,572,653,1507,357,0,3005.01,809.63,912.23,2755.70,3193.80,819.60,937.94,2739.24
1020,1324_freeFlyingRobot_15.mtx,6038,6038,43378,26427,189391,1819974,150833,9.43,55851,25.46,40515,35.09,23316.80,9186.41,10146.89,0.00,163760,17.37,89163,31.89,52481,54.19,23316.80,10125.11,10662.01,0.00,136730,1616,835,312,11340,27915,3148,24081,632,75,24115,2519,1470,633,11778,135820,2631,1510,204,23595,34526,5174,48006,532,925,18541,5522,2556,1294,24568,296283,390943,1819974,594057,311187,2306327,347827,440771,1742072,390943,390943,1819974,594057,411818,2306327,353971,628542,1742072,301651,44611,1473712,0,0,234116,159207,1913004,0,0,66266,74686,60815,51409,1488896,306778,1513196,0,0,0,234116,159207,1913004,0,0,66266,74686,60815,51409,1488896,2171690.20,182829.07,274386.97,1657581.48,2226175.27,155872.39,348967.65,1231075.58
1021,1642_g7jac040.mtx,11790,11790,114671,550005,1221098,1538270,669293,1.80,480470,2.50,477332,2.52,31547.01,25060.56,16206.68,0.00,670723,3.58,564970,4.25,477592,5.03,31547.01,25475.25,16215.28,0.00,667911,851,531,0,0,473103,5851,1386,130,0,469120,5688,2162,205,157,658097,11247,848,361,170,544103,15634,4608,539,86,454468,14680,5729,1536,1179,1061620,987640,1538270,1092101,1026319,2478264,1358619,1561717,1475138,1063061,987640,1538270,1092101,1079324,2478264,1360175,1563426,1475138,1514204,24066,0,0,0,1274776,989249,214239,0,0,1027611,262856,89377,59305,35989,1514204,24066,0,0,0,1274776,989249,214239,0,0,1027611,262856,89377,59305,35989,1095329.13,280333.65,303071.68,848762.42,1354271.63,279966.62,302495.53,847246.86
1022,2454_net4-1.mtx,88343,88343,2441727,29955646,152890094,710317255,168727332,3.29,34468390,16.10,48288237,11.49,11173893.13,7525042.67,4909558.19,0.00,168727332,6.58,46862928,23.68,48728445,22.78,11173893.13,7626243.88,4920370.05,0.00,168727332,0,0,0,0,19765449,7412581,5628813,1397009,264538,33509300,8762414,5116935,808210,91378,159029332,9698000,0,0,0,22429378,9236330,10759793,2146080,2291347,24382041,9267386,8879970,3687387,2511661,332092204,332092204,710317255,332092204,402532087,703261515,450999221,452307913,524497159,332092204,332092204,710317255,332092204,425175865,703261515,452865032,454535528,524497159,710317255,0,0,0,0,116384566,393665717,193211232,0,0,83546934,85254619,171977206,110529272,73189128,710317255,0,0,0,0,116384566,393665717,193211232,0,0,83546934,85254619,171977206,110529272,73189128,496772062.76,157033276.71,157987034.11,349958103.28,594165667.98,155712758.30,156769807.71,347992451.31
1023,0741_cavity04.mtx,317,317,7327,1374,18344,225447,7672,22.96,7082,24.87,3589,49.08,2035.62,1112.97,934.21,0.00,9809,35.91,10347,34.04,4842,72.75,2035.62,1284.89,999.45,0.00,3883,1575,1366,548,300,3233,1705,1263,687,194,657,637,795,547,953,2846,2432,2615,735,1181,2884,3346,2229,1057,831,357,401,758,578,2748,34951,48194,225447,66331,46493,142200,61259,70154,113382,45111,48194,225447,66331,65313,142200,74622,81235,113382,77702,65160,82585,0,0,3676,112205,26319,0,0,4653,18094,39284,15308,36043,121200,104247,0,0,0,3676,112205,26319,0,0,4653,18094,39284,15308,36043,94921.37,32111.01,37305.56,96337.13,106120.26,33520.49,36513.84,84494.07
1024,1766_dictionary28.mtx,52652,52652,178076,914407,2001930,1656482,1097337,1.18,773659,1.67,800711,1.62,38438.23,31525.11,19527.83,0.00,1098200,2.36,872985,2.96,800893,3.23,38438.23,32085.21,19541.44,0.00,1095570,1140,559,68,0,766886,4996,1417,306,54,795173,4305,941,158,134,1088697,7767,1127,317,292,855664,12732,3592,764,233,779067,16123,4326,737,640,1323403,1324851,1656482,1345020,1363354,2861740,1736723,1747093,1608193,1324851,1324851,1656482,1345020,1436080,2861740,1739226,1749716,1608193,1627098,24168,5216,0,0,2131722,515094,214924,0,0,1290182,196379,76406,33490,11736,1628582,27900,0,0,0,2131722,515094,214924,0,0,1290182,196379,76406,33490,11736,1141985.63,279513.00,283498.64,866536.25,1417609.27,280044.52,283967.54,865682.16
1025,0350_M10PI_n.mtx,682,682,1633,902,2843,4215,1677,1.96,797,4.13,939,3.51,78.57,64.61,51.29,0.00,1677,3.93,952,6.92,939,7.01,78.57,65.52,51.29,0.00,1677,0,0,0,0,757,4,3,33,0,830,105,4,0,0,1476,201,0,0,0,872,8,25,47,0,807,23,105,4,0,2403,2403,4215,2403,2775,5648,3753,3922,3736,2403,2403,4215,2403,2880,5648,3753,3922,3736,4215,0,0,0,0,2212,1541,1895,0,0,1906,136,139,99,1456,4215,0,0,0,0,2212,1541,1895,0,0,1906,136,139,99,1456,3904.58,872.84,953.36,2479.16,4158.97,872.84,953.36,2479.16
1026,1315_dw4096.mtx,8192,8192,41746,12120,54008,213424,85220,1.96,14078,11.84,16020,10.41,4152.19,2720.87,2056.17,0.00,85220,3.91,20940,15.93,16020,20.82,4152.19,2743.86,2056.17,0.00,85220,0,0,0,0,10856,1168,1536,518,0,11628,1346,3046,0,0,78024,7196,0,0,0,14516,2204,3178,1042,0,7596,4032,1346,3046,0,134236,134236,213424,134236,170838,305632,161808,166494,188636,134236,134236,213424,134236,173590,305632,161808,166494,188636,213424,0,0,0,0,115544,155784,34304,0,0,36960,36736,2304,83236,29400,213424,0,0,0,0,115544,155784,34304,0,0,36960,36736,2304,83236,29400,284139.46,59286.13,61703.72,149171.66,289480.52,59286.13,61703.72,149171.66
1027,0893_adder_dcop_64.mtx,1813,1813,11246,64442,208557,1848518,59740,24.17,65528,22.04,49753,29.03,22234.95,8301.82,9614.09,0.00,73684,39.20,100943,28.61,63683,45.35,22234.95,9389.72,10194.63,0.00,45128,455,296,83,13778,37119,952,27430,27,0,34817,843,152,164,13777,43960,1334,376,1122,26892,43712,2311,54881,39,0,33393,1578,1173,1717,25822,187260,277557,1848518,522944,171058,2359396,214622,306268,1842705,297816,277557,1848518,522944,289679,2359396,220298,518966,1842705,103831,11697,1732990,0,0,110704,153421,2095271,0,0,64249,25549,18871,96984,1637052,103951,1744567,0,0,0,110704,153421,2095271,0,0,64249,25549,18871,96984,1637052,2260284.31,128402.86,229669.16,1802272.98,2273693.05,100380.24,316531.85,1326474.89
1028,0914_adder_dcop_34.mtx,1813,1813,11246,64442,208557,1848518,59740,24.17,65528,22.04,49753,29.03,22234.95,8301.82,9614.09,0.00,73684,39.20,100943,28.61,63683,45.35,22234.95,9389.72,10194.63,0.00,45128,455,296,83,13778,37119,952,27430,27,0,34817,843,152,164,13777,43960,1334,376,1122,26892,43712,2311,54881,39,0,33393,1578,1173,1717,25822,187260,277557,1848518,522944,171058,2359396,214622,306268,1842705,297816,277557,1848518,522944,289679,2359396,220298,518966,1842705,103831,11697,1732990,0,0,110704,153421,2095271,0,0,64249,25549,18871,96984,1637052,103951,1744567,0,0,0,110704,153421,2095271,0,0,64249,25549,18871,96984,1637052,2260284.31,128402.86,229669.16,1802272.98,2273693.05,100380.24,316531.85,1326474.89
1029,2409_conf5_4-8x8-05.mtx,49152,49152,1916928,730112,5259264,74760192,5265408,11.09,2455552,23.79,1424384,41.00,789334.96,445729.85,324663.45,0.00,5265408,22.18,3406848,34.29,1801216,64.85,789334.96,492228.46,348081.27,0.00,3360768,1265664,638976,0,0,1095680,575488,421888,235520,126976,265216,391168,305152,172032,290816,1585152,1775616,1265664,638976,0,882688,837632,1003520,285696,397312,197632,143360,436224,187392,836608,19408896,19408896,74760192,28035072,19408896,61046784,22910976,24723456,35020800,19408896,19408896,74760192,28035072,25399296,61046784,26759168,29782016,35020800,51757056,23003136,0,0,0,7938048,40022016,13086720,0,0,1220608,6193152,9175040,12140544,6291456,51757056,23003136,0,0,0,7938048,40022016,13086720,0,0,1220608,6193152,9175040,12140544,6291456,47631514.75,10875967.21,12064658.78,28075331.86,53274219.00,11198654.62,12646670.04,25204575.44
1030,1674_bodyy5.mtx,18589,18589,129281,46970,229646,903511,201016,3.51,56539,12.48,72588,9.72,14288.92,10504.08,7690.48,0.00,201016,7.02,71101,19.86,72588,19.45,14288.92,10611.43,7690.48,0.00,201015,1,0,0,0,37468,8541,7763,2765,2,48679,17382,6527,0,0,181317,19698,1,0,0,36898,11805,16794,5600,4,38071,10608,17382,6373,154,421223,421223,903511,421230,541393,965875,637586,655609,684151,421223,421223,903511,421230,565009,965875,637586,655609,684151,903511,0,0,0,0,80950,642022,242903,0,0,198727,30514,86148,300854,67908,903511,0,0,0,0,80950,642022,242903,0,0,198727,30514,86148,300854,67908,732251.23,200320.76,209472.63,467397.32,820821.49,200320.76,209472.63,467397.32
1031,1111_G35.mtx,2000,2000,23556,468646,1362185,656030,358080,1.43,235332,2.18,263013,1.95,14252.72,13332.46,7105.59,0.00,358790,2.86,289876,3.54,263051,3.90,14252.72,13751.23,7111.61,0.00,356880,1016,163,18,3,229404,4274,1404,200,50,260254,2235,458,45,21,352668,5120,883,85,34,277753,8544,2998,455,126,250564,9705,2228,370,184,468122,469556,656030,476673,487018,1078732,619816,634081,649109,469556,469556,656030,476673,554080,1078732,620919,635268,649109,647362,6986,1682,0,0,638204,310055,130473,0,0,554245,63925,24676,4885,1378,650489,5541,0,0,0,638204,310055,130473,0,0,554245,63925,24676,4885,1378,522857.57,114086.14,119514.11,426090.89,585695.10,114571.51,119981.79,425745.50
1032,2335_rgg_n_2_17_s0.mtx,131072,131072,1457506,12502410,50787373,17673188,13553631,1.02,8265249,1.67,9508561,1.45,431644.67,429238.75,204916.77,0.00,13553631,2.04,10612863,2.60,9508561,2.90,431644.67,438163.01,204916.77,0.00,13553608,23,0,0,0,8260042,5120,87,0,0,9508263,295,3,0,0,13539040,14568,23,0,0,10589853,22389,618,3,0,9490760,17503,295,3,0,15396806,15396806,17673188,15397165,15421230,30417501,17549128,17570994,17373100,15396806,15396806,17673188,15397165,16565794,30417501,17549128,17570994,17373100,17673188,0,0,0,0,23921842,6413606,82053,0,0,17120764,227883,20535,3902,16,17673188,0,0,0,0,23921842,6413606,82053,0,0,17120764,227883,20535,3902,16,11177953.23,2293878.76,2298131.38,8973376.85,13334114.76,2293878.76,2298131.38,8973376.85
1033,2069_c-67.mtx,57975,57975,531935,843304,9127038,120893775,3393573,27.83,2461798,38.37,1796466,52.57,1144971.94,488493.71,501253.56,0.00,4419122,42.75,3953522,47.78,2603769,72.55,1144971.94,558672.48,530414.66,0.00,2157525,187689,278405,120081,649873,974655,317556,514465,134229,520893,589443,174244,180768,111011,741000,2187755,248469,330217,141731,1510950,1212539,406712,1023031,173564,1137676,415879,198243,209209,111030,1669408,14163740,20764928,120893775,34767884,15061475,88259878,21223971,33562709,72349868,20764928,20764928,120893775,34767884,23189971,88259878,27706689,37920426,72349868,14946539,14434439,91512797,0,0,5197002,48358444,34704432,0,0,1670194,6386611,3109077,8555080,52628906,20360380,100533395,0,0,0,5197002,48358444,34704432,0,0,1670194,6386611,3109077,8555080,52628906,79444653.27,12042877.93,20730864.94,59829843.65,82416513.06,12877221.26,18714150.57,47718841.42
1034,2361_coAuthorsCiteseer.mtx,227320,227320,1628268,6733212,12376431,37367516,8069600,3.62,7630627,3.83,6814617,4.28,545340.74,389458.84,262069.61,0.00,8323135,7.01,8407099,6.94,6910297,8.45,545340.74,406857.18,266360.38,0.00,7738720,148417,101052,44501,36910,7269410,176411,108250,40357,36199,6467668,150570,86997,30521,78861,7565440,381167,175609,74807,126112,7629312,382974,229587,72118,93108,6098307,376311,158346,62506,214827,15044881,15968481,37367516,18428793,16104000,44378399,20535624,21342505,27794019,15968481,15968481,37367516,18428793,18334458,44378399,21447248,22033985,27794019,24692060,4710551,7964905,0,0,17185158,14741455,12451786,0,0,9720277,7338540,3537339,2988999,4208864,26620850,10746666,0,0,0,17185158,14741455,12451786,0,0,9720277,7338540,3537339,2988999,4208864,23114835.53,5318353.11,5811685.75,17361954.33,27633570.18,5387901.03,5711034.32,16540489.14
1035,0912_adder_dcop_37.mtx,1813,1813,11246,64442,208557,1848518,59740,24.17,65528,22.04,49753,29.03,22234.95,8301.82,9614.09,0.00,73684,39.20,100943,28.61,63683,45.35,22234.95,9389.72,10194.63,0.00,45128,455,296,83,13778,37119,952,27430,27,0,34817,843,152,164,13777,43960,1334,376,1122,26892,43712,2311,54881,39,0,33393,1578,1173,1717,25822,187260,277557,1848518,522944,171058,2359396,214622,306268,1842705,297816,277557,1848518,522944,289679,2359396,220298,518966,1842705,103831,11697,1732990,0,0,110704,153421,2095271,0,0,64249,25549,18871,96984,1637052,103951,1744567,0,0,0,110704,153421,2095271,0,0,64249,25549,18871,96984,1637052,2260284.31,128402.86,229669.16,1802272.98,2273693.05,100380.24,316531.85,1326474.89
1036,0279_rajat14.mtx,180,180,1503,479,4615,54781,1981,21.60,1387,30.86,1061,40.34,569.11,247.83,265.42,0.00,2444,35.02,2086,41.03,1437,59.57,569.11,281.10,282.02,0.00,1456,59,80,114,272,797,87,113,87,303,483,115,87,41,335,1221,354,116,160,593,869,200,215,222,580,337,152,146,113,689,7010,10173,54781,16427,8641,46188,10892,16691,35790,10173,10173,54781,16427,12427,46188,14092,19684,35790,9236,3787,41758,0,0,2518,13098,30572,0,0,1699,1980,1995,1392,28724,11705,43076,0,0,0,2518,13098,30572,0,0,1699,1980,1995,1392,28724,41827.59,5850.98,10216.06,30245.48,42819.52,6523.81,9700.27,24635.59
1037,1412_ex7.mtx,1633,1633,54543,11611,178915,2205271,79895,21.56,87229,19.75,35501,48.53,20290.53,12607.82,9363.40,0.00,99393,34.67,131183,26.27,48368,71.24,20290.53,14666.64,10111.29,0.00,39550,17126,14732,6160,2327,48816,15934,13484,5536,3459,6803,5762,7728,5048,10160,32477,22672,21452,10823,11969,60942,25197,24592,11571,8881,4300,3727,6886,5468,27987,367269,461988,2205271,692472,704192,2049076,617865,729784,1209389,461988,461988,2205271,692472,995119,2049076,769915,858508,1209389,770385,679222,755664,0,0,112730,418355,1517991,0,0,35169,184144,201831,369171,419074,1020726,1184545,0,0,0,112730,418355,1517991,0,0,35169,184144,201831,369171,419074,1444660.97,345491.90,418210.10,1035936.55,1569700.46,369495.57,415316.47,931844.53
1038,1754_SiH4.mtx,5041,5041,171903,439096,2239997,11295343,2246940,3.93,818477,10.78,660977,13.35,161595.74,97574.73,68575.85,0.00,2305136,7.66,1053271,16.76,692075,25.50,161595.74,100954.78,70054.78,0.00,2096178,102239,44330,3900,293,595161,152791,63902,4155,2468,474366,85024,65538,18959,17090,1983300,174568,101019,33381,12868,627269,233835,143118,36931,12118,357611,124053,91241,48961,70209,4691634,4795422,11295343,5655018,5157652,12263815,5820549,5896349,7258851,4795422,4795422,11295343,5655018,5683031,12263815,6073178,6208563,7258851,9163757,1796550,335036,0,0,3546792,5940660,2776363,0,0,1407681,1526786,1721483,1573441,1029460,9357024,1938319,0,0,0,3546792,5940660,2776363,0,0,1407681,1526786,1721483,1573441,1029460,7948348.74,2094404.27,2134148.51,5010535.71,9521545.51,2106658.43,2163038.59,4929573.03
